ts,type,slug,tick,data
1767453611.5449193,tick,btc-updown-15m-1767453300,43,"{""type"": ""tick"", ""tick"": 43, ""slug"": ""btc-updown-15m-1767453300""}"
1767453612.884365,quote,btc-updown-15m-1767453300,43,"{""type"": ""quote"", ""tick"": 43, ""slug"": ""btc-updown-15m-1767453300"", ""quote"": {""slug"": ""btc-updown-15m-1767453300"", ""up"": {""outcome"": ""Up"", ""token_id"": ""72053462873659091556785450585720841698665652143904995769278592716852028053554"", ""bid"": ""0.38"", ""ask"": ""0.4""}, ""down"": {""outcome"": ""Down"", ""token_id"": ""42304956284484395070523014343322438070754880100023245155094710320774499140883"", ""bid"": ""0.61"", ""ask"": ""0.62""}}}"
1767453613.8862636,tick,btc-updown-15m-1767453300,44,"{""type"": ""tick"", ""tick"": 44, ""slug"": ""btc-updown-15m-1767453300""}"
1767453615.1968699,quote,btc-updown-15m-1767453300,44,"{""type"": ""quote"", ""tick"": 44, ""slug"": ""btc-updown-15m-1767453300"", ""quote"": {""slug"": ""btc-updown-15m-1767453300"", ""up"": {""outcome"": ""Up"", ""token_id"": ""72053462873659091556785450585720841698665652143904995769278592716852028053554"", ""bid"": ""0.38"", ""ask"": ""0.39""}, ""down"": {""outcome"": ""Down"", ""token_id"": ""42304956284484395070523014343322438070754880100023245155094710320774499140883"", ""bid"": ""0.61"", ""ask"": ""0.62""}}}"
1767453616.1988971,tick,btc-updown-15m-1767453300,45,"{""type"": ""tick"", ""tick"": 45, ""slug"": ""btc-updown-15m-1767453300""}"
1767453617.5128386,quote,btc-updown-15m-1767453300,45,"{""type"": ""quote"", ""tick"": 45, ""slug"": ""btc-updown-15m-1767453300"", ""quote"": {""slug"": ""btc-updown-15m-1767453300"", ""up"": {""outcome"": ""Up"", ""token_id"": ""72053462873659091556785450585720841698665652143904995769278592716852028053554"", ""bid"": ""0.38"", ""ask"": ""0.39""}, ""down"": {""outcome"": ""Down"", ""token_id"": ""42304956284484395070523014343322438070754880100023245155094710320774499140883"", ""bid"": ""0.61"", ""ask"": ""0.62""}}}"
1767453618.5149467,tick,btc-updown-15m-1767453300,46,"{""type"": ""tick"", ""tick"": 46, ""slug"": ""btc-updown-15m-1767453300""}"
1767453619.7650416,quote,btc-updown-15m-1767453300,46,"{""type"": ""quote"", ""tick"": 46, ""slug"": ""btc-updown-15m-1767453300"", ""quote"": {""slug"": ""btc-updown-15m-1767453300"", ""up"": {""outcome"": ""Up"", ""token_id"": ""72053462873659091556785450585720841698665652143904995769278592716852028053554"", ""bid"": ""0.41"", ""ask"": ""0.42""}, ""down"": {""outcome"": ""Down"", ""token_id"": ""42304956284484395070523014343322438070754880100023245155094710320774499140883"", ""bid"": ""0.55"", ""ask"": ""0.52""}}}"
1767453620.7668421,tick,btc-updown-15m-1767453300,47,"{""type"": ""tick"", ""tick"": 47, ""slug"": ""btc-updown-15m-1767453300""}"
1767453622.0618849,quote,btc-updown-15m-1767453300,47,"{""type"": ""quote"", ""tick"": 47, ""slug"": ""btc-updown-15m-1767453300"", ""quote"": {""slug"": ""btc-updown-15m-1767453300"", ""up"": {""outcome"": ""Up"", ""token_id"": ""72053462873659091556785450585720841698665652143904995769278592716852028053554"", ""bid"": ""0.48"", ""ask"": ""0.48""}, ""down"": {""outcome"": ""Down"", ""token_id"": ""42304956284484395070523014343322438070754880100023245155094710320774499140883"", ""bid"": ""0.52"", ""ask"": ""0.53""}}}"
1767453623.063769,tick,btc-updown-15m-1767453300,48,"{""type"": ""tick"", ""tick"": 48, ""slug"": ""btc-updown-15m-1767453300""}"
1767453624.301163,quote,btc-updown-15m-1767453300,48,"{""type"": ""quote"", ""tick"": 48, ""slug"": ""btc-updown-15m-1767453300"", ""quote"": {""slug"": ""btc-updown-15m-1767453300"", ""up"": {""outcome"": ""Up"", ""token_id"": ""72053462873659091556785450585720841698665652143904995769278592716852028053554"", ""bid"": ""0.47"", ""ask"": ""0.49""}, ""down"": {""outcome"": ""Down"", ""token_id"": ""42304956284484395070523014343322438070754880100023245155094710320774499140883"", ""bid"": ""0.51"", ""ask"": ""0.51""}}}"
1767453625.3031964,tick,btc-updown-15m-1767453300,49,"{""type"": ""tick"", ""tick"": 49, ""slug"": ""btc-updown-15m-1767453300""}"
1767453626.5794806,quote,btc-updown-15m-1767453300,49,"{""type"": ""quote"", ""tick"": 49, ""slug"": ""btc-updown-15m-1767453300"", ""quote"": {""slug"": ""btc-updown-15m-1767453300"", ""up"": {""outcome"": ""Up"", ""token_id"": ""72053462873659091556785450585720841698665652143904995769278592716852028053554"", ""bid"": ""0.49"", ""ask"": ""0.5""}, ""down"": {""outcome"": ""Down"", ""token_id"": ""42304956284484395070523014343322438070754880100023245155094710320774499140883"", ""bid"": ""0.5"", ""ask"": ""0.51""}}}"
1767453627.5832045,tick,btc-updown-15m-1767453300,50,"{""type"": ""tick"", ""tick"": 50, ""slug"": ""btc-updown-15m-1767453300""}"
1767453628.895388,quote,btc-updown-15m-1767453300,50,"{""type"": ""quote"", ""tick"": 50, ""slug"": ""btc-updown-15m-1767453300"", ""quote"": {""slug"": ""btc-updown-15m-1767453300"", ""up"": {""outcome"": ""Up"", ""token_id"": ""72053462873659091556785450585720841698665652143904995769278592716852028053554"", ""bid"": ""0.51"", ""ask"": ""0.52""}, ""down"": {""outcome"": ""Down"", ""token_id"": ""42304956284484395070523014343322438070754880100023245155094710320774499140883"", ""bid"": ""0.48"", ""ask"": ""0.49""}}}"
1767453629.8984492,tick,btc-updown-15m-1767453300,51,"{""type"": ""tick"", ""tick"": 51, ""slug"": ""btc-updown-15m-1767453300""}"
1767453631.1815586,quote,btc-updown-15m-1767453300,51,"{""type"": ""quote"", ""tick"": 51, ""slug"": ""btc-updown-15m-1767453300"", ""quote"": {""slug"": ""btc-updown-15m-1767453300"", ""up"": {""outcome"": ""Up"", ""token_id"": ""72053462873659091556785450585720841698665652143904995769278592716852028053554"", ""bid"": ""0.54"", ""ask"": ""0.55""}, ""down"": {""outcome"": ""Down"", ""token_id"": ""42304956284484395070523014343322438070754880100023245155094710320774499140883"", ""bid"": ""0.45"", ""ask"": ""0.47""}}}"
1767453632.183479,tick,btc-updown-15m-1767453300,52,"{""type"": ""tick"", ""tick"": 52, ""slug"": ""btc-updown-15m-1767453300""}"
1767453633.453729,quote,btc-updown-15m-1767453300,52,"{""type"": ""quote"", ""tick"": 52, ""slug"": ""btc-updown-15m-1767453300"", ""quote"": {""slug"": ""btc-updown-15m-1767453300"", ""up"": {""outcome"": ""Up"", ""token_id"": ""72053462873659091556785450585720841698665652143904995769278592716852028053554"", ""bid"": ""0.55"", ""ask"": ""0.56""}, ""down"": {""outcome"": ""Down"", ""token_id"": ""42304956284484395070523014343322438070754880100023245155094710320774499140883"", ""bid"": ""0.44"", ""ask"": ""0.46""}}}"
1767453634.4562747,tick,btc-updown-15m-1767453300,53,"{""type"": ""tick"", ""tick"": 53, ""slug"": ""btc-updown-15m-1767453300""}"
1767453635.751978,quote,btc-updown-15m-1767453300,53,"{""type"": ""quote"", ""tick"": 53, ""slug"": ""btc-updown-15m-1767453300"", ""quote"": {""slug"": ""btc-updown-15m-1767453300"", ""up"": {""outcome"": ""Up"", ""token_id"": ""72053462873659091556785450585720841698665652143904995769278592716852028053554"", ""bid"": ""0.54"", ""ask"": ""0.56""}, ""down"": {""outcome"": ""Down"", ""token_id"": ""42304956284484395070523014343322438070754880100023245155094710320774499140883"", ""bid"": ""0.44"", ""ask"": ""0.45""}}}"
1767453636.7541344,tick,btc-updown-15m-1767453300,54,"{""type"": ""tick"", ""tick"": 54, ""slug"": ""btc-updown-15m-1767453300""}"
1767453638.0778942,quote,btc-updown-15m-1767453300,54,"{""type"": ""quote"", ""tick"": 54, ""slug"": ""btc-updown-15m-1767453300"", ""quote"": {""slug"": ""btc-updown-15m-1767453300"", ""up"": {""outcome"": ""Up"", ""token_id"": ""72053462873659091556785450585720841698665652143904995769278592716852028053554"", ""bid"": ""0.54"", ""ask"": ""0.55""}, ""down"": {""outcome"": ""Down"", ""token_id"": ""42304956284484395070523014343322438070754880100023245155094710320774499140883"", ""bid"": ""0.45"", ""ask"": ""0.46""}}}"
1767453639.0815911,tick,btc-updown-15m-1767453300,55,"{""type"": ""tick"", ""tick"": 55, ""slug"": ""btc-updown-15m-1767453300""}"
1767453640.3826423,quote,btc-updown-15m-1767453300,55,"{""type"": ""quote"", ""tick"": 55, ""slug"": ""btc-updown-15m-1767453300"", ""quote"": {""slug"": ""btc-updown-15m-1767453300"", ""up"": {""outcome"": ""Up"", ""token_id"": ""72053462873659091556785450585720841698665652143904995769278592716852028053554"", ""bid"": ""0.54"", ""ask"": ""0.55""}, ""down"": {""outcome"": ""Down"", ""token_id"": ""42304956284484395070523014343322438070754880100023245155094710320774499140883"", ""bid"": ""0.45"", ""ask"": ""0.46""}}}"
1767453641.3872244,tick,btc-updown-15m-1767453300,56,"{""type"": ""tick"", ""tick"": 56, ""slug"": ""btc-updown-15m-1767453300""}"
1767453642.6736348,quote,btc-updown-15m-1767453300,56,"{""type"": ""quote"", ""tick"": 56, ""slug"": ""btc-updown-15m-1767453300"", ""quote"": {""slug"": ""btc-updown-15m-1767453300"", ""up"": {""outcome"": ""Up"", ""token_id"": ""72053462873659091556785450585720841698665652143904995769278592716852028053554"", ""bid"": ""0.53"", ""ask"": ""0.53""}, ""down"": {""outcome"": ""Down"", ""token_id"": ""42304956284484395070523014343322438070754880100023245155094710320774499140883"", ""bid"": ""0.47"", ""ask"": ""0.5""}}}"
1767453643.677018,tick,btc-updown-15m-1767453300,57,"{""type"": ""tick"", ""tick"": 57, ""slug"": ""btc-updown-15m-1767453300""}"
1767453644.9771886,quote,btc-updown-15m-1767453300,57,"{""type"": ""quote"", ""tick"": 57, ""slug"": ""btc-updown-15m-1767453300"", ""quote"": {""slug"": ""btc-updown-15m-1767453300"", ""up"": {""outcome"": ""Up"", ""token_id"": ""72053462873659091556785450585720841698665652143904995769278592716852028053554"", ""bid"": ""0.5"", ""ask"": ""0.51""}, ""down"": {""outcome"": ""Down"", ""token_id"": ""42304956284484395070523014343322438070754880100023245155094710320774499140883"", ""bid"": ""0.49"", ""ask"": ""0.5""}}}"
1767453645.9793797,tick,btc-updown-15m-1767453300,58,"{""type"": ""tick"", ""tick"": 58, ""slug"": ""btc-updown-15m-1767453300""}"
1767453647.2498953,quote,btc-updown-15m-1767453300,58,"{""type"": ""quote"", ""tick"": 58, ""slug"": ""btc-updown-15m-1767453300"", ""quote"": {""slug"": ""btc-updown-15m-1767453300"", ""up"": {""outcome"": ""Up"", ""token_id"": ""72053462873659091556785450585720841698665652143904995769278592716852028053554"", ""bid"": ""0.5"", ""ask"": ""0.51""}, ""down"": {""outcome"": ""Down"", ""token_id"": ""42304956284484395070523014343322438070754880100023245155094710320774499140883"", ""bid"": ""0.49"", ""ask"": ""0.5""}}}"
1767453648.254445,tick,btc-updown-15m-1767453300,59,"{""type"": ""tick"", ""tick"": 59, ""slug"": ""btc-updown-15m-1767453300""}"
1767453649.5359023,quote,btc-updown-15m-1767453300,59,"{""type"": ""quote"", ""tick"": 59, ""slug"": ""btc-updown-15m-1767453300"", ""quote"": {""slug"": ""btc-updown-15m-1767453300"", ""up"": {""outcome"": ""Up"", ""token_id"": ""72053462873659091556785450585720841698665652143904995769278592716852028053554"", ""bid"": ""0.5"", ""ask"": ""0.51""}, ""down"": {""outcome"": ""Down"", ""token_id"": ""42304956284484395070523014343322438070754880100023245155094710320774499140883"", ""bid"": ""0.5"", ""ask"": ""0.51""}}}"
1767453650.5402625,tick,btc-updown-15m-1767453300,60,"{""type"": ""tick"", ""tick"": 60, ""slug"": ""btc-updown-15m-1767453300""}"
1767453651.924283,quote,btc-updown-15m-1767453300,60,"{""type"": ""quote"", ""tick"": 60, ""slug"": ""btc-updown-15m-1767453300"", ""quote"": {""slug"": ""btc-updown-15m-1767453300"", ""up"": {""outcome"": ""Up"", ""token_id"": ""72053462873659091556785450585720841698665652143904995769278592716852028053554"", ""bid"": ""0.5"", ""ask"": ""0.51""}, ""down"": {""outcome"": ""Down"", ""token_id"": ""42304956284484395070523014343322438070754880100023245155094710320774499140883"", ""bid"": ""0.49"", ""ask"": ""0.5""}}}"
1767453652.9267104,tick,btc-updown-15m-1767453300,61,"{""type"": ""tick"", ""tick"": 61, ""slug"": ""btc-updown-15m-1767453300""}"
1767453654.1709068,quote,btc-updown-15m-1767453300,61,"{""type"": ""quote"", ""tick"": 61, ""slug"": ""btc-updown-15m-1767453300"", ""quote"": {""slug"": ""btc-updown-15m-1767453300"", ""up"": {""outcome"": ""Up"", ""token_id"": ""72053462873659091556785450585720841698665652143904995769278592716852028053554"", ""bid"": ""0.5"", ""ask"": ""0.51""}, ""down"": {""outcome"": ""Down"", ""token_id"": ""42304956284484395070523014343322438070754880100023245155094710320774499140883"", ""bid"": ""0.49"", ""ask"": ""0.5""}}}"
1767453655.1747909,tick,btc-updown-15m-1767453300,62,"{""type"": ""tick"", ""tick"": 62, ""slug"": ""btc-updown-15m-1767453300""}"
1767453656.5086057,quote,btc-updown-15m-1767453300,62,"{""type"": ""quote"", ""tick"": 62, ""slug"": ""btc-updown-15m-1767453300"", ""quote"": {""slug"": ""btc-updown-15m-1767453300"", ""up"": {""outcome"": ""Up"", ""token_id"": ""72053462873659091556785450585720841698665652143904995769278592716852028053554"", ""bid"": ""0.49"", ""ask"": ""0.51""}, ""down"": {""outcome"": ""Down"", ""token_id"": ""42304956284484395070523014343322438070754880100023245155094710320774499140883"", ""bid"": ""0.49"", ""ask"": ""0.5""}}}"
1767453657.5113962,tick,btc-updown-15m-1767453300,63,"{""type"": ""tick"", ""tick"": 63, ""slug"": ""btc-updown-15m-1767453300""}"
1767453658.7778354,quote,btc-updown-15m-1767453300,63,"{""type"": ""quote"", ""tick"": 63, ""slug"": ""btc-updown-15m-1767453300"", ""quote"": {""slug"": ""btc-updown-15m-1767453300"", ""up"": {""outcome"": ""Up"", ""token_id"": ""72053462873659091556785450585720841698665652143904995769278592716852028053554"", ""bid"": ""0.5"", ""ask"": ""0.51""}, ""down"": {""outcome"": ""Down"", ""token_id"": ""42304956284484395070523014343322438070754880100023245155094710320774499140883"", ""bid"": ""0.48"", ""ask"": ""0.48""}}}"
1767453659.7811432,tick,btc-updown-15m-1767453300,64,"{""type"": ""tick"", ""tick"": 64, ""slug"": ""btc-updown-15m-1767453300""}"
1767453661.1244838,quote,btc-updown-15m-1767453300,64,"{""type"": ""quote"", ""tick"": 64, ""slug"": ""btc-updown-15m-1767453300"", ""quote"": {""slug"": ""btc-updown-15m-1767453300"", ""up"": {""outcome"": ""Up"", ""token_id"": ""72053462873659091556785450585720841698665652143904995769278592716852028053554"", ""bid"": ""0.52"", ""ask"": ""0.54""}, ""down"": {""outcome"": ""Down"", ""token_id"": ""42304956284484395070523014343322438070754880100023245155094710320774499140883"", ""bid"": ""0.46"", ""ask"": ""0.47""}}}"
1767453662.128221,tick,btc-updown-15m-1767453300,65,"{""type"": ""tick"", ""tick"": 65, ""slug"": ""btc-updown-15m-1767453300""}"
1767453663.372224,quote,btc-updown-15m-1767453300,65,"{""type"": ""quote"", ""tick"": 65, ""slug"": ""btc-updown-15m-1767453300"", ""quote"": {""slug"": ""btc-updown-15m-1767453300"", ""up"": {""outcome"": ""Up"", ""token_id"": ""72053462873659091556785450585720841698665652143904995769278592716852028053554"", ""bid"": ""0.54"", ""ask"": ""0.55""}, ""down"": {""outcome"": ""Down"", ""token_id"": ""42304956284484395070523014343322438070754880100023245155094710320774499140883"", ""bid"": ""0.45"", ""ask"": ""0.47""}}}"
1767453664.3769846,tick,btc-updown-15m-1767453300,66,"{""type"": ""tick"", ""tick"": 66, ""slug"": ""btc-updown-15m-1767453300""}"
1767453665.7990308,quote,btc-updown-15m-1767453300,66,"{""type"": ""quote"", ""tick"": 66, ""slug"": ""btc-updown-15m-1767453300"", ""quote"": {""slug"": ""btc-updown-15m-1767453300"", ""up"": {""outcome"": ""Up"", ""token_id"": ""72053462873659091556785450585720841698665652143904995769278592716852028053554"", ""bid"": ""0.53"", ""ask"": ""0.55""}, ""down"": {""outcome"": ""Down"", ""token_id"": ""42304956284484395070523014343322438070754880100023245155094710320774499140883"", ""bid"": ""0.45"", ""ask"": ""0.45""}}}"
1767453666.8031516,tick,btc-updown-15m-1767453300,67,"{""type"": ""tick"", ""tick"": 67, ""slug"": ""btc-updown-15m-1767453300""}"
1767453668.0808356,quote,btc-updown-15m-1767453300,67,"{""type"": ""quote"", ""tick"": 67, ""slug"": ""btc-updown-15m-1767453300"", ""quote"": {""slug"": ""btc-updown-15m-1767453300"", ""up"": {""outcome"": ""Up"", ""token_id"": ""72053462873659091556785450585720841698665652143904995769278592716852028053554"", ""bid"": ""0.6"", ""ask"": ""0.6""}, ""down"": {""outcome"": ""Down"", ""token_id"": ""42304956284484395070523014343322438070754880100023245155094710320774499140883"", ""bid"": ""0.4"", ""ask"": ""0.42""}}}"
1767453669.0851374,tick,btc-updown-15m-1767453300,68,"{""type"": ""tick"", ""tick"": 68, ""slug"": ""btc-updown-15m-1767453300""}"
1767453670.317536,quote,btc-updown-15m-1767453300,68,"{""type"": ""quote"", ""tick"": 68, ""slug"": ""btc-updown-15m-1767453300"", ""quote"": {""slug"": ""btc-updown-15m-1767453300"", ""up"": {""outcome"": ""Up"", ""token_id"": ""72053462873659091556785450585720841698665652143904995769278592716852028053554"", ""bid"": ""0.6"", ""ask"": ""0.61""}, ""down"": {""outcome"": ""Down"", ""token_id"": ""42304956284484395070523014343322438070754880100023245155094710320774499140883"", ""bid"": ""0.39"", ""ask"": ""0.41""}}}"
1767453671.322094,tick,btc-updown-15m-1767453300,69,"{""type"": ""tick"", ""tick"": 69, ""slug"": ""btc-updown-15m-1767453300""}"
1767453672.6069696,quote,btc-updown-15m-1767453300,69,"{""type"": ""quote"", ""tick"": 69, ""slug"": ""btc-updown-15m-1767453300"", ""quote"": {""slug"": ""btc-updown-15m-1767453300"", ""up"": {""outcome"": ""Up"", ""token_id"": ""72053462873659091556785450585720841698665652143904995769278592716852028053554"", ""bid"": ""0.6"", ""ask"": ""0.61""}, ""down"": {""outcome"": ""Down"", ""token_id"": ""42304956284484395070523014343322438070754880100023245155094710320774499140883"", ""bid"": ""0.4"", ""ask"": ""0.41""}}}"
1767453673.6103382,tick,btc-updown-15m-1767453300,70,"{""type"": ""tick"", ""tick"": 70, ""slug"": ""btc-updown-15m-1767453300""}"
1767453674.9056869,quote,btc-updown-15m-1767453300,70,"{""type"": ""quote"", ""tick"": 70, ""slug"": ""btc-updown-15m-1767453300"", ""quote"": {""slug"": ""btc-updown-15m-1767453300"", ""up"": {""outcome"": ""Up"", ""token_id"": ""72053462873659091556785450585720841698665652143904995769278592716852028053554"", ""bid"": ""0.58"", ""ask"": ""0.6""}, ""down"": {""outcome"": ""Down"", ""token_id"": ""42304956284484395070523014343322438070754880100023245155094710320774499140883"", ""bid"": ""0.4"", ""ask"": ""0.41""}}}"
1767453675.9100237,tick,btc-updown-15m-1767453300,71,"{""type"": ""tick"", ""tick"": 71, ""slug"": ""btc-updown-15m-1767453300""}"
1767453677.175634,quote,btc-updown-15m-1767453300,71,"{""type"": ""quote"", ""tick"": 71, ""slug"": ""btc-updown-15m-1767453300"", ""quote"": {""slug"": ""btc-updown-15m-1767453300"", ""up"": {""outcome"": ""Up"", ""token_id"": ""72053462873659091556785450585720841698665652143904995769278592716852028053554"", ""bid"": ""0.6"", ""ask"": ""0.61""}, ""down"": {""outcome"": ""Down"", ""token_id"": ""42304956284484395070523014343322438070754880100023245155094710320774499140883"", ""bid"": ""0.39"", ""ask"": ""0.41""}}}"
1767453678.179039,tick,btc-updown-15m-1767453300,72,"{""type"": ""tick"", ""tick"": 72, ""slug"": ""btc-updown-15m-1767453300""}"
1767453679.4423947,quote,btc-updown-15m-1767453300,72,"{""type"": ""quote"", ""tick"": 72, ""slug"": ""btc-updown-15m-1767453300"", ""quote"": {""slug"": ""btc-updown-15m-1767453300"", ""up"": {""outcome"": ""Up"", ""token_id"": ""72053462873659091556785450585720841698665652143904995769278592716852028053554"", ""bid"": ""0.58"", ""ask"": ""0.6""}, ""down"": {""outcome"": ""Down"", ""token_id"": ""42304956284484395070523014343322438070754880100023245155094710320774499140883"", ""bid"": ""0.4"", ""ask"": ""0.42""}}}"
1767453680.4481137,tick,btc-updown-15m-1767453300,73,"{""type"": ""tick"", ""tick"": 73, ""slug"": ""btc-updown-15m-1767453300""}"
1767453681.7501419,quote,btc-updown-15m-1767453300,73,"{""type"": ""quote"", ""tick"": 73, ""slug"": ""btc-updown-15m-1767453300"", ""quote"": {""slug"": ""btc-updown-15m-1767453300"", ""up"": {""outcome"": ""Up"", ""token_id"": ""72053462873659091556785450585720841698665652143904995769278592716852028053554"", ""bid"": ""0.61"", ""ask"": ""0.63""}, ""down"": {""outcome"": ""Down"", ""token_id"": ""42304956284484395070523014343322438070754880100023245155094710320774499140883"", ""bid"": ""0.38"", ""ask"": ""0.4""}}}"
1767453682.7554898,tick,btc-updown-15m-1767453300,74,"{""type"": ""tick"", ""tick"": 74, ""slug"": ""btc-updown-15m-1767453300""}"
1767453684.013839,quote,btc-updown-15m-1767453300,74,"{""type"": ""quote"", ""tick"": 74, ""slug"": ""btc-updown-15m-1767453300"", ""quote"": {""slug"": ""btc-updown-15m-1767453300"", ""up"": {""outcome"": ""Up"", ""token_id"": ""72053462873659091556785450585720841698665652143904995769278592716852028053554"", ""bid"": ""0.59"", ""ask"": ""0.63""}, ""down"": {""outcome"": ""Down"", ""token_id"": ""42304956284484395070523014343322438070754880100023245155094710320774499140883"", ""bid"": ""0.4"", ""ask"": ""0.41""}}}"
1767453685.0182884,tick,btc-updown-15m-1767453300,75,"{""type"": ""tick"", ""tick"": 75, ""slug"": ""btc-updown-15m-1767453300""}"
1767453686.319044,quote,btc-updown-15m-1767453300,75,"{""type"": ""quote"", ""tick"": 75, ""slug"": ""btc-updown-15m-1767453300"", ""quote"": {""slug"": ""btc-updown-15m-1767453300"", ""up"": {""outcome"": ""Up"", ""token_id"": ""72053462873659091556785450585720841698665652143904995769278592716852028053554"", ""bid"": ""0.6"", ""ask"": ""0.61""}, ""down"": {""outcome"": ""Down"", ""token_id"": ""42304956284484395070523014343322438070754880100023245155094710320774499140883"", ""bid"": ""0.4"", ""ask"": ""0.41""}}}"
1767453687.3237567,tick,btc-updown-15m-1767453300,76,"{""type"": ""tick"", ""tick"": 76, ""slug"": ""btc-updown-15m-1767453300""}"
1767453688.600301,quote,btc-updown-15m-1767453300,76,"{""type"": ""quote"", ""tick"": 76, ""slug"": ""btc-updown-15m-1767453300"", ""quote"": {""slug"": ""btc-updown-15m-1767453300"", ""up"": {""outcome"": ""Up"", ""token_id"": ""72053462873659091556785450585720841698665652143904995769278592716852028053554"", ""bid"": ""0.59"", ""ask"": ""0.61""}, ""down"": {""outcome"": ""Down"", ""token_id"": ""42304956284484395070523014343322438070754880100023245155094710320774499140883"", ""bid"": ""0.39"", ""ask"": ""0.4""}}}"
1767453689.6051795,tick,btc-updown-15m-1767453300,77,"{""type"": ""tick"", ""tick"": 77, ""slug"": ""btc-updown-15m-1767453300""}"
1767453690.9151616,quote,btc-updown-15m-1767453300,77,"{""type"": ""quote"", ""tick"": 77, ""slug"": ""btc-updown-15m-1767453300"", ""quote"": {""slug"": ""btc-updown-15m-1767453300"", ""up"": {""outcome"": ""Up"", ""token_id"": ""72053462873659091556785450585720841698665652143904995769278592716852028053554"", ""bid"": ""0.62"", ""ask"": ""0.63""}, ""down"": {""outcome"": ""Down"", ""token_id"": ""42304956284484395070523014343322438070754880100023245155094710320774499140883"", ""bid"": ""0.38"", ""ask"": ""0.39""}}}"
1767453691.9194148,tick,btc-updown-15m-1767453300,78,"{""type"": ""tick"", ""tick"": 78, ""slug"": ""btc-updown-15m-1767453300""}"
1767453693.1809835,quote,btc-updown-15m-1767453300,78,"{""type"": ""quote"", ""tick"": 78, ""slug"": ""btc-updown-15m-1767453300"", ""quote"": {""slug"": ""btc-updown-15m-1767453300"", ""up"": {""outcome"": ""Up"", ""token_id"": ""72053462873659091556785450585720841698665652143904995769278592716852028053554"", ""bid"": ""0.63"", ""ask"": ""0.64""}, ""down"": {""outcome"": ""Down"", ""token_id"": ""42304956284484395070523014343322438070754880100023245155094710320774499140883"", ""bid"": ""0.36"", ""ask"": ""0.38""}}}"
1767453694.1838958,tick,btc-updown-15m-1767453300,79,"{""type"": ""tick"", ""tick"": 79, ""slug"": ""btc-updown-15m-1767453300""}"
1767453695.4895086,quote,btc-updown-15m-1767453300,79,"{""type"": ""quote"", ""tick"": 79, ""slug"": ""btc-updown-15m-1767453300"", ""quote"": {""slug"": ""btc-updown-15m-1767453300"", ""up"": {""outcome"": ""Up"", ""token_id"": ""72053462873659091556785450585720841698665652143904995769278592716852028053554"", ""bid"": ""0.62"", ""ask"": ""0.63""}, ""down"": {""outcome"": ""Down"", ""token_id"": ""42304956284484395070523014343322438070754880100023245155094710320774499140883"", ""bid"": ""0.37"", ""ask"": ""0.38""}}}"
1767453696.49434,tick,btc-updown-15m-1767453300,80,"{""type"": ""tick"", ""tick"": 80, ""slug"": ""btc-updown-15m-1767453300""}"
1767453697.778128,quote,btc-updown-15m-1767453300,80,"{""type"": ""quote"", ""tick"": 80, ""slug"": ""btc-updown-15m-1767453300"", ""quote"": {""slug"": ""btc-updown-15m-1767453300"", ""up"": {""outcome"": ""Up"", ""token_id"": ""72053462873659091556785450585720841698665652143904995769278592716852028053554"", ""bid"": ""0.62"", ""ask"": ""0.63""}, ""down"": {""outcome"": ""Down"", ""token_id"": ""42304956284484395070523014343322438070754880100023245155094710320774499140883"", ""bid"": ""0.37"", ""ask"": ""0.39""}}}"
1767453698.7827225,tick,btc-updown-15m-1767453300,81,"{""type"": ""tick"", ""tick"": 81, ""slug"": ""btc-updown-15m-1767453300""}"
1767453700.0157335,quote,btc-updown-15m-1767453300,81,"{""type"": ""quote"", ""tick"": 81, ""slug"": ""btc-updown-15m-1767453300"", ""quote"": {""slug"": ""btc-updown-15m-1767453300"", ""up"": {""outcome"": ""Up"", ""token_id"": ""72053462873659091556785450585720841698665652143904995769278592716852028053554"", ""bid"": ""0.58"", ""ask"": ""0.6""}, ""down"": {""outcome"": ""Down"", ""token_id"": ""42304956284484395070523014343322438070754880100023245155094710320774499140883"", ""bid"": ""0.4"", ""ask"": ""0.42""}}}"
1767453701.0175667,tick,btc-updown-15m-1767453300,82,"{""type"": ""tick"", ""tick"": 82, ""slug"": ""btc-updown-15m-1767453300""}"
1767453702.3427877,quote,btc-updown-15m-1767453300,82,"{""type"": ""quote"", ""tick"": 82, ""slug"": ""btc-updown-15m-1767453300"", ""quote"": {""slug"": ""btc-updown-15m-1767453300"", ""up"": {""outcome"": ""Up"", ""token_id"": ""72053462873659091556785450585720841698665652143904995769278592716852028053554"", ""bid"": ""0.58"", ""ask"": ""0.6""}, ""down"": {""outcome"": ""Down"", ""token_id"": ""42304956284484395070523014343322438070754880100023245155094710320774499140883"", ""bid"": ""0.39"", ""ask"": ""0.4""}}}"
1767453703.347803,tick,btc-updown-15m-1767453300,83,"{""type"": ""tick"", ""tick"": 83, ""slug"": ""btc-updown-15m-1767453300""}"
