ts,type,slug,tick,data
1767447846.052657,tick,btc-updown-15m-1767447000,6,"{""type"": ""tick"", ""tick"": 6, ""slug"": ""btc-updown-15m-1767447000""}"
1767447847.4068198,quote,btc-updown-15m-1767447000,6,"{""type"": ""quote"", ""tick"": 6, ""slug"": ""btc-updown-15m-1767447000"", ""quote"": {""slug"": ""btc-updown-15m-1767447000"", ""up"": {""outcome"": ""Up"", ""token_id"": ""9237934292188389519592046570100517855172173800653455945153007092344564017878"", ""bid"": ""0.23"", ""ask"": ""0.26""}, ""down"": {""outcome"": ""Down"", ""token_id"": ""43557911281955952877555458347459997354502704430297644765497529578169757953246"", ""bid"": ""0.75"", ""ask"": ""0.76""}}}"
1767447848.412401,tick,btc-updown-15m-1767447000,7,"{""type"": ""tick"", ""tick"": 7, ""slug"": ""btc-updown-15m-1767447000""}"
1767447849.785589,quote,btc-updown-15m-1767447000,7,"{""type"": ""quote"", ""tick"": 7, ""slug"": ""btc-updown-15m-1767447000"", ""quote"": {""slug"": ""btc-updown-15m-1767447000"", ""up"": {""outcome"": ""Up"", ""token_id"": ""9237934292188389519592046570100517855172173800653455945153007092344564017878"", ""bid"": ""0.19"", ""ask"": ""0.21""}, ""down"": {""outcome"": ""Down"", ""token_id"": ""43557911281955952877555458347459997354502704430297644765497529578169757953246"", ""bid"": ""0.79"", ""ask"": ""0.81""}}}"
1767447850.787457,tick,btc-updown-15m-1767447000,8,"{""type"": ""tick"", ""tick"": 8, ""slug"": ""btc-updown-15m-1767447000""}"
1767447852.1462383,quote,btc-updown-15m-1767447000,8,"{""type"": ""quote"", ""tick"": 8, ""slug"": ""btc-updown-15m-1767447000"", ""quote"": {""slug"": ""btc-updown-15m-1767447000"", ""up"": {""outcome"": ""Up"", ""token_id"": ""9237934292188389519592046570100517855172173800653455945153007092344564017878"", ""bid"": ""0.17"", ""ask"": ""0.17""}, ""down"": {""outcome"": ""Down"", ""token_id"": ""43557911281955952877555458347459997354502704430297644765497529578169757953246"", ""bid"": ""0.83"", ""ask"": ""0.83""}}}"
1767447853.148142,tick,btc-updown-15m-1767447000,9,"{""type"": ""tick"", ""tick"": 9, ""slug"": ""btc-updown-15m-1767447000""}"
1767447854.5107627,quote,btc-updown-15m-1767447000,9,"{""type"": ""quote"", ""tick"": 9, ""slug"": ""btc-updown-15m-1767447000"", ""quote"": {""slug"": ""btc-updown-15m-1767447000"", ""up"": {""outcome"": ""Up"", ""token_id"": ""9237934292188389519592046570100517855172173800653455945153007092344564017878"", ""bid"": ""0.14"", ""ask"": ""0.16""}, ""down"": {""outcome"": ""Down"", ""token_id"": ""43557911281955952877555458347459997354502704430297644765497529578169757953246"", ""bid"": ""0.82"", ""ask"": ""0.87""}}}"
1767447855.5125597,tick,btc-updown-15m-1767447000,10,"{""type"": ""tick"", ""tick"": 10, ""slug"": ""btc-updown-15m-1767447000""}"
1767447856.8545518,quote,btc-updown-15m-1767447000,10,"{""type"": ""quote"", ""tick"": 10, ""slug"": ""btc-updown-15m-1767447000"", ""quote"": {""slug"": ""btc-updown-15m-1767447000"", ""up"": {""outcome"": ""Up"", ""token_id"": ""9237934292188389519592046570100517855172173800653455945153007092344564017878"", ""bid"": ""0.15"", ""ask"": ""0.15""}, ""down"": {""outcome"": ""Down"", ""token_id"": ""43557911281955952877555458347459997354502704430297644765497529578169757953246"", ""bid"": ""0.86"", ""ask"": ""0.87""}}}"
1767447857.8565512,tick,btc-updown-15m-1767447000,11,"{""type"": ""tick"", ""tick"": 11, ""slug"": ""btc-updown-15m-1767447000""}"
1767447859.3031135,quote,btc-updown-15m-1767447000,11,"{""type"": ""quote"", ""tick"": 11, ""slug"": ""btc-updown-15m-1767447000"", ""quote"": {""slug"": ""btc-updown-15m-1767447000"", ""up"": {""outcome"": ""Up"", ""token_id"": ""9237934292188389519592046570100517855172173800653455945153007092344564017878"", ""bid"": ""0.1"", ""ask"": ""0.1""}, ""down"": {""outcome"": ""Down"", ""token_id"": ""43557911281955952877555458347459997354502704430297644765497529578169757953246"", ""bid"": ""0.9"", ""ask"": ""0.92""}}}"
1767447860.3044736,tick,btc-updown-15m-1767447000,12,"{""type"": ""tick"", ""tick"": 12, ""slug"": ""btc-updown-15m-1767447000""}"
1767447861.6465042,quote,btc-updown-15m-1767447000,12,"{""type"": ""quote"", ""tick"": 12, ""slug"": ""btc-updown-15m-1767447000"", ""quote"": {""slug"": ""btc-updown-15m-1767447000"", ""up"": {""outcome"": ""Up"", ""token_id"": ""9237934292188389519592046570100517855172173800653455945153007092344564017878"", ""bid"": ""0.1"", ""ask"": ""0.11""}, ""down"": {""outcome"": ""Down"", ""token_id"": ""43557911281955952877555458347459997354502704430297644765497529578169757953246"", ""bid"": ""0.88"", ""ask"": ""0.89""}}}"
1767447862.6478713,tick,btc-updown-15m-1767447000,13,"{""type"": ""tick"", ""tick"": 13, ""slug"": ""btc-updown-15m-1767447000""}"
1767447864.115825,quote,btc-updown-15m-1767447000,13,"{""type"": ""quote"", ""tick"": 13, ""slug"": ""btc-updown-15m-1767447000"", ""quote"": {""slug"": ""btc-updown-15m-1767447000"", ""up"": {""outcome"": ""Up"", ""token_id"": ""9237934292188389519592046570100517855172173800653455945153007092344564017878"", ""bid"": ""0.06"", ""ask"": ""0.1""}, ""down"": {""outcome"": ""Down"", ""token_id"": ""43557911281955952877555458347459997354502704430297644765497529578169757953246"", ""bid"": ""0.88"", ""ask"": ""0.9""}}}"
1767447865.1178782,tick,btc-updown-15m-1767447000,14,"{""type"": ""tick"", ""tick"": 14, ""slug"": ""btc-updown-15m-1767447000""}"
1767447866.4697614,quote,btc-updown-15m-1767447000,14,"{""type"": ""quote"", ""tick"": 14, ""slug"": ""btc-updown-15m-1767447000"", ""quote"": {""slug"": ""btc-updown-15m-1767447000"", ""up"": {""outcome"": ""Up"", ""token_id"": ""9237934292188389519592046570100517855172173800653455945153007092344564017878"", ""bid"": ""0.1"", ""ask"": ""0.08""}, ""down"": {""outcome"": ""Down"", ""token_id"": ""43557911281955952877555458347459997354502704430297644765497529578169757953246"", ""bid"": ""0.92"", ""ask"": ""0.95""}}}"
1767447867.4711597,tick,btc-updown-15m-1767447000,15,"{""type"": ""tick"", ""tick"": 15, ""slug"": ""btc-updown-15m-1767447000""}"
1767447868.8721652,quote,btc-updown-15m-1767447000,15,"{""type"": ""quote"", ""tick"": 15, ""slug"": ""btc-updown-15m-1767447000"", ""quote"": {""slug"": ""btc-updown-15m-1767447000"", ""up"": {""outcome"": ""Up"", ""token_id"": ""9237934292188389519592046570100517855172173800653455945153007092344564017878"", ""bid"": ""0.06"", ""ask"": ""0.13""}, ""down"": {""outcome"": ""Down"", ""token_id"": ""43557911281955952877555458347459997354502704430297644765497529578169757953246"", ""bid"": ""0.88"", ""ask"": ""0.95""}}}"
1767447869.874314,tick,btc-updown-15m-1767447000,16,"{""type"": ""tick"", ""tick"": 16, ""slug"": ""btc-updown-15m-1767447000""}"
1767447871.3612716,quote,btc-updown-15m-1767447000,16,"{""type"": ""quote"", ""tick"": 16, ""slug"": ""btc-updown-15m-1767447000"", ""quote"": {""slug"": ""btc-updown-15m-1767447000"", ""up"": {""outcome"": ""Up"", ""token_id"": ""9237934292188389519592046570100517855172173800653455945153007092344564017878"", ""bid"": ""0.07"", ""ask"": ""0.13""}, ""down"": {""outcome"": ""Down"", ""token_id"": ""43557911281955952877555458347459997354502704430297644765497529578169757953246"", ""bid"": ""0.89"", ""ask"": ""0.96""}}}"
1767447872.3626544,tick,btc-updown-15m-1767447000,17,"{""type"": ""tick"", ""tick"": 17, ""slug"": ""btc-updown-15m-1767447000""}"
1767447873.8813787,quote,btc-updown-15m-1767447000,17,"{""type"": ""quote"", ""tick"": 17, ""slug"": ""btc-updown-15m-1767447000"", ""quote"": {""slug"": ""btc-updown-15m-1767447000"", ""up"": {""outcome"": ""Up"", ""token_id"": ""9237934292188389519592046570100517855172173800653455945153007092344564017878"", ""bid"": ""0.04"", ""ask"": ""0.11""}, ""down"": {""outcome"": ""Down"", ""token_id"": ""43557911281955952877555458347459997354502704430297644765497529578169757953246"", ""bid"": ""0.9"", ""ask"": ""0.94""}}}"
1767447874.8823228,tick,btc-updown-15m-1767447000,18,"{""type"": ""tick"", ""tick"": 18, ""slug"": ""btc-updown-15m-1767447000""}"
1767447876.2688825,quote,btc-updown-15m-1767447000,18,"{""type"": ""quote"", ""tick"": 18, ""slug"": ""btc-updown-15m-1767447000"", ""quote"": {""slug"": ""btc-updown-15m-1767447000"", ""up"": {""outcome"": ""Up"", ""token_id"": ""9237934292188389519592046570100517855172173800653455945153007092344564017878"", ""bid"": ""0.06"", ""ask"": ""0.09""}, ""down"": {""outcome"": ""Down"", ""token_id"": ""43557911281955952877555458347459997354502704430297644765497529578169757953246"", ""bid"": ""0.91"", ""ask"": ""0.95""}}}"
1767447877.271118,tick,btc-updown-15m-1767447000,19,"{""type"": ""tick"", ""tick"": 19, ""slug"": ""btc-updown-15m-1767447000""}"
1767447878.652086,quote,btc-updown-15m-1767447000,19,"{""type"": ""quote"", ""tick"": 19, ""slug"": ""btc-updown-15m-1767447000"", ""quote"": {""slug"": ""btc-updown-15m-1767447000"", ""up"": {""outcome"": ""Up"", ""token_id"": ""9237934292188389519592046570100517855172173800653455945153007092344564017878"", ""bid"": ""0.05"", ""ask"": ""0.02""}, ""down"": {""outcome"": ""Down"", ""token_id"": ""43557911281955952877555458347459997354502704430297644765497529578169757953246"", ""bid"": ""0.98"", ""ask"": ""0.98""}}}"
1767447879.6535122,tick,btc-updown-15m-1767447000,20,"{""type"": ""tick"", ""tick"": 20, ""slug"": ""btc-updown-15m-1767447000""}"
1767447881.0134997,quote,btc-updown-15m-1767447000,20,"{""type"": ""quote"", ""tick"": 20, ""slug"": ""btc-updown-15m-1767447000"", ""quote"": {""slug"": ""btc-updown-15m-1767447000"", ""up"": {""outcome"": ""Up"", ""token_id"": ""9237934292188389519592046570100517855172173800653455945153007092344564017878"", ""bid"": ""0.03"", ""ask"": ""0.09""}, ""down"": {""outcome"": ""Down"", ""token_id"": ""43557911281955952877555458347459997354502704430297644765497529578169757953246"", ""bid"": ""0.92"", ""ask"": ""0.97""}}}"
1767447882.0147579,tick,btc-updown-15m-1767447000,21,"{""type"": ""tick"", ""tick"": 21, ""slug"": ""btc-updown-15m-1767447000""}"
1767447883.3529642,quote,btc-updown-15m-1767447000,21,"{""type"": ""quote"", ""tick"": 21, ""slug"": ""btc-updown-15m-1767447000"", ""quote"": {""slug"": ""btc-updown-15m-1767447000"", ""up"": {""outcome"": ""Up"", ""token_id"": ""9237934292188389519592046570100517855172173800653455945153007092344564017878"", ""bid"": ""0.05"", ""ask"": ""0.01""}, ""down"": {""outcome"": ""Down"", ""token_id"": ""43557911281955952877555458347459997354502704430297644765497529578169757953246"", ""bid"": ""0.99"", ""ask"": ""0.99""}}}"
1767447884.363784,tick,btc-updown-15m-1767447000,22,"{""type"": ""tick"", ""tick"": 22, ""slug"": ""btc-updown-15m-1767447000""}"
1767447885.677318,quote,btc-updown-15m-1767447000,22,"{""type"": ""quote"", ""tick"": 22, ""slug"": ""btc-updown-15m-1767447000"", ""quote"": {""slug"": ""btc-updown-15m-1767447000"", ""up"": {""outcome"": ""Up"", ""token_id"": ""9237934292188389519592046570100517855172173800653455945153007092344564017878"", ""bid"": ""0.01"", ""ask"": ""0.06""}, ""down"": {""outcome"": ""Down"", ""token_id"": ""43557911281955952877555458347459997354502704430297644765497529578169757953246"", ""bid"": ""0.94"", ""ask"": ""0.98""}}}"
1767447886.6790519,tick,btc-updown-15m-1767447000,23,"{""type"": ""tick"", ""tick"": 23, ""slug"": ""btc-updown-15m-1767447000""}"
1767447888.020299,quote,btc-updown-15m-1767447000,23,"{""type"": ""quote"", ""tick"": 23, ""slug"": ""btc-updown-15m-1767447000"", ""quote"": {""slug"": ""btc-updown-15m-1767447000"", ""up"": {""outcome"": ""Up"", ""token_id"": ""9237934292188389519592046570100517855172173800653455945153007092344564017878"", ""bid"": ""0.01"", ""ask"": ""0.03""}, ""down"": {""outcome"": ""Down"", ""token_id"": ""43557911281955952877555458347459997354502704430297644765497529578169757953246"", ""bid"": ""0.97"", ""ask"": ""1""}}}"
1767447889.021747,tick,btc-updown-15m-1767447000,24,"{""type"": ""tick"", ""tick"": 24, ""slug"": ""btc-updown-15m-1767447000""}"
1767447890.3771653,quote,btc-updown-15m-1767447000,24,"{""type"": ""quote"", ""tick"": 24, ""slug"": ""btc-updown-15m-1767447000"", ""quote"": {""slug"": ""btc-updown-15m-1767447000"", ""up"": {""outcome"": ""Up"", ""token_id"": ""9237934292188389519592046570100517855172173800653455945153007092344564017878"", ""bid"": ""0.01"", ""ask"": ""0.02""}, ""down"": {""outcome"": ""Down"", ""token_id"": ""43557911281955952877555458347459997354502704430297644765497529578169757953246"", ""bid"": ""0.98"", ""ask"": ""1""}}}"
1767447891.3783858,tick,btc-updown-15m-1767447000,25,"{""type"": ""tick"", ""tick"": 25, ""slug"": ""btc-updown-15m-1767447000""}"
1767447892.704222,quote,btc-updown-15m-1767447000,25,"{""type"": ""quote"", ""tick"": 25, ""slug"": ""btc-updown-15m-1767447000"", ""quote"": {""slug"": ""btc-updown-15m-1767447000"", ""up"": {""outcome"": ""Up"", ""token_id"": ""9237934292188389519592046570100517855172173800653455945153007092344564017878"", ""bid"": ""0"", ""ask"": ""0.01""}, ""down"": {""outcome"": ""Down"", ""token_id"": ""43557911281955952877555458347459997354502704430297644765497529578169757953246"", ""bid"": ""0.99"", ""ask"": ""1""}}}"
1767447893.7054183,tick,btc-updown-15m-1767447000,26,"{""type"": ""tick"", ""tick"": 26, ""slug"": ""btc-updown-15m-1767447000""}"
1767447895.0631113,quote,btc-updown-15m-1767447000,26,"{""type"": ""quote"", ""tick"": 26, ""slug"": ""btc-updown-15m-1767447000"", ""quote"": {""slug"": ""btc-updown-15m-1767447000"", ""up"": {""outcome"": ""Up"", ""token_id"": ""9237934292188389519592046570100517855172173800653455945153007092344564017878"", ""bid"": ""0"", ""ask"": ""0.01""}, ""down"": {""outcome"": ""Down"", ""token_id"": ""43557911281955952877555458347459997354502704430297644765497529578169757953246"", ""bid"": ""0.99"", ""ask"": ""1""}}}"
1767447896.064155,tick,btc-updown-15m-1767447000,27,"{""type"": ""tick"", ""tick"": 27, ""slug"": ""btc-updown-15m-1767447000""}"
1767447897.4136734,quote,btc-updown-15m-1767447000,27,"{""type"": ""quote"", ""tick"": 27, ""slug"": ""btc-updown-15m-1767447000"", ""quote"": {""slug"": ""btc-updown-15m-1767447000"", ""up"": {""outcome"": ""Up"", ""token_id"": ""9237934292188389519592046570100517855172173800653455945153007092344564017878"", ""bid"": ""0"", ""ask"": ""0.01""}, ""down"": {""outcome"": ""Down"", ""token_id"": ""43557911281955952877555458347459997354502704430297644765497529578169757953246"", ""bid"": ""0.99"", ""ask"": ""1""}}}"
1767447898.4150949,tick,btc-updown-15m-1767447000,28,"{""type"": ""tick"", ""tick"": 28, ""slug"": ""btc-updown-15m-1767447000""}"
1767447899.9491382,quote,btc-updown-15m-1767447000,28,"{""type"": ""quote"", ""tick"": 28, ""slug"": ""btc-updown-15m-1767447000"", ""quote"": {""slug"": ""btc-updown-15m-1767447000"", ""up"": {""outcome"": ""Up"", ""token_id"": ""9237934292188389519592046570100517855172173800653455945153007092344564017878"", ""bid"": ""0"", ""ask"": ""0.01""}, ""down"": {""outcome"": ""Down"", ""token_id"": ""43557911281955952877555458347459997354502704430297644765497529578169757953246"", ""bid"": ""0.99"", ""ask"": ""1""}}}"
1767447900.9510274,slug_change,,,"{""type"": ""slug_change"", ""from"": ""btc-updown-15m-1767447000"", ""to"": ""btc-updown-15m-1767447900"", ""observed_slugs"": 2, ""loop_mode"": ""one""}"
1767447900.9522803,exit,,,"{""type"": ""exit"", ""reason"": ""loop_mode=one (slug changed)"", ""meta"": {""from"": ""btc-updown-15m-1767447000"", ""to"": ""btc-updown-15m-1767447900"", ""tick"": 29}}"
1767449258.6146963,slug_init,btc-updown-15m-1767448800,,"{""type"": ""slug_init"", ""slug"": ""btc-updown-15m-1767448800"", ""observed_slugs"": 1}"
1767449258.6152623,tick,btc-updown-15m-1767448800,0,"{""type"": ""tick"", ""tick"": 0, ""slug"": ""btc-updown-15m-1767448800""}"
1767449260.7752154,quote,btc-updown-15m-1767448800,0,"{""type"": ""quote"", ""tick"": 0, ""slug"": ""btc-updown-15m-1767448800"", ""quote"": {""slug"": ""btc-updown-15m-1767448800"", ""up"": {""outcome"": ""Up"", ""token_id"": ""21734334215160785093888042838218857057696382677024696125903530762132793176692"", ""bid"": ""0.57"", ""ask"": ""0.59""}, ""down"": {""outcome"": ""Down"", ""token_id"": ""9113527184972766860446524333678357521374467239329704749769025845243157757697"", ""bid"": ""0.42"", ""ask"": ""0.43""}}}"
1767449261.7768083,tick,btc-updown-15m-1767448800,1,"{""type"": ""tick"", ""tick"": 1, ""slug"": ""btc-updown-15m-1767448800""}"
1767449263.1147919,quote,btc-updown-15m-1767448800,1,"{""type"": ""quote"", ""tick"": 1, ""slug"": ""btc-updown-15m-1767448800"", ""quote"": {""slug"": ""btc-updown-15m-1767448800"", ""up"": {""outcome"": ""Up"", ""token_id"": ""21734334215160785093888042838218857057696382677024696125903530762132793176692"", ""bid"": ""0.58"", ""ask"": ""0.59""}, ""down"": {""outcome"": ""Down"", ""token_id"": ""9113527184972766860446524333678357521374467239329704749769025845243157757697"", ""bid"": ""0.41"", ""ask"": ""0.41""}}}"
1767449264.1159704,tick,btc-updown-15m-1767448800,2,"{""type"": ""tick"", ""tick"": 2, ""slug"": ""btc-updown-15m-1767448800""}"
1767449265.4252155,quote,btc-updown-15m-1767448800,2,"{""type"": ""quote"", ""tick"": 2, ""slug"": ""btc-updown-15m-1767448800"", ""quote"": {""slug"": ""btc-updown-15m-1767448800"", ""up"": {""outcome"": ""Up"", ""token_id"": ""21734334215160785093888042838218857057696382677024696125903530762132793176692"", ""bid"": ""0.58"", ""ask"": ""0.59""}, ""down"": {""outcome"": ""Down"", ""token_id"": ""9113527184972766860446524333678357521374467239329704749769025845243157757697"", ""bid"": ""0.41"", ""ask"": ""0.42""}}}"
1767449266.4262643,tick,btc-updown-15m-1767448800,3,"{""type"": ""tick"", ""tick"": 3, ""slug"": ""btc-updown-15m-1767448800""}"
1767449267.78031,quote,btc-updown-15m-1767448800,3,"{""type"": ""quote"", ""tick"": 3, ""slug"": ""btc-updown-15m-1767448800"", ""quote"": {""slug"": ""btc-updown-15m-1767448800"", ""up"": {""outcome"": ""Up"", ""token_id"": ""21734334215160785093888042838218857057696382677024696125903530762132793176692"", ""bid"": ""0.57"", ""ask"": ""0.6""}, ""down"": {""outcome"": ""Down"", ""token_id"": ""9113527184972766860446524333678357521374467239329704749769025845243157757697"", ""bid"": ""0.4"", ""ask"": ""0.43""}}}"
1767449268.7816231,tick,btc-updown-15m-1767448800,4,"{""type"": ""tick"", ""tick"": 4, ""slug"": ""btc-updown-15m-1767448800""}"
1767449270.0943513,quote,btc-updown-15m-1767448800,4,"{""type"": ""quote"", ""tick"": 4, ""slug"": ""btc-updown-15m-1767448800"", ""quote"": {""slug"": ""btc-updown-15m-1767448800"", ""up"": {""outcome"": ""Up"", ""token_id"": ""21734334215160785093888042838218857057696382677024696125903530762132793176692"", ""bid"": ""0.57"", ""ask"": ""0.59""}, ""down"": {""outcome"": ""Down"", ""token_id"": ""9113527184972766860446524333678357521374467239329704749769025845243157757697"", ""bid"": ""0.41"", ""ask"": ""0.44""}}}"
1767449271.0954123,tick,btc-updown-15m-1767448800,5,"{""type"": ""tick"", ""tick"": 5, ""slug"": ""btc-updown-15m-1767448800""}"
1767449272.389777,quote,btc-updown-15m-1767448800,5,"{""type"": ""quote"", ""tick"": 5, ""slug"": ""btc-updown-15m-1767448800"", ""quote"": {""slug"": ""btc-updown-15m-1767448800"", ""up"": {""outcome"": ""Up"", ""token_id"": ""21734334215160785093888042838218857057696382677024696125903530762132793176692"", ""bid"": ""0.56"", ""ask"": ""0.57""}, ""down"": {""outcome"": ""Down"", ""token_id"": ""9113527184972766860446524333678357521374467239329704749769025845243157757697"", ""bid"": ""0.43"", ""ask"": ""0.44""}}}"
1767449273.390604,tick,btc-updown-15m-1767448800,6,"{""type"": ""tick"", ""tick"": 6, ""slug"": ""btc-updown-15m-1767448800""}"
1767449274.7155592,quote,btc-updown-15m-1767448800,6,"{""type"": ""quote"", ""tick"": 6, ""slug"": ""btc-updown-15m-1767448800"", ""quote"": {""slug"": ""btc-updown-15m-1767448800"", ""up"": {""outcome"": ""Up"", ""token_id"": ""21734334215160785093888042838218857057696382677024696125903530762132793176692"", ""bid"": ""0.56"", ""ask"": ""0.58""}, ""down"": {""outcome"": ""Down"", ""token_id"": ""9113527184972766860446524333678357521374467239329704749769025845243157757697"", ""bid"": ""0.42"", ""ask"": ""0.43""}}}"
1767449275.7180018,tick,btc-updown-15m-1767448800,7,"{""type"": ""tick"", ""tick"": 7, ""slug"": ""btc-updown-15m-1767448800""}"
1767449276.9950256,quote,btc-updown-15m-1767448800,7,"{""type"": ""quote"", ""tick"": 7, ""slug"": ""btc-updown-15m-1767448800"", ""quote"": {""slug"": ""btc-updown-15m-1767448800"", ""up"": {""outcome"": ""Up"", ""token_id"": ""21734334215160785093888042838218857057696382677024696125903530762132793176692"", ""bid"": ""0.56"", ""ask"": ""0.59""}, ""down"": {""outcome"": ""Down"", ""token_id"": ""9113527184972766860446524333678357521374467239329704749769025845243157757697"", ""bid"": ""0.41"", ""ask"": ""0.42""}}}"
1767449277.997194,tick,btc-updown-15m-1767448800,8,"{""type"": ""tick"", ""tick"": 8, ""slug"": ""btc-updown-15m-1767448800""}"
1767449279.3695836,quote,btc-updown-15m-1767448800,8,"{""type"": ""quote"", ""tick"": 8, ""slug"": ""btc-updown-15m-1767448800"", ""quote"": {""slug"": ""btc-updown-15m-1767448800"", ""up"": {""outcome"": ""Up"", ""token_id"": ""21734334215160785093888042838218857057696382677024696125903530762132793176692"", ""bid"": ""0.57"", ""ask"": ""0.58""}, ""down"": {""outcome"": ""Down"", ""token_id"": ""9113527184972766860446524333678357521374467239329704749769025845243157757697"", ""bid"": ""0.42"", ""ask"": ""0.44""}}}"
1767449280.3709695,tick,btc-updown-15m-1767448800,9,"{""type"": ""tick"", ""tick"": 9, ""slug"": ""btc-updown-15m-1767448800""}"
1767449281.673771,quote,btc-updown-15m-1767448800,9,"{""type"": ""quote"", ""tick"": 9, ""slug"": ""btc-updown-15m-1767448800"", ""quote"": {""slug"": ""btc-updown-15m-1767448800"", ""up"": {""outcome"": ""Up"", ""token_id"": ""21734334215160785093888042838218857057696382677024696125903530762132793176692"", ""bid"": ""0.47"", ""ask"": ""0.48""}, ""down"": {""outcome"": ""Down"", ""token_id"": ""9113527184972766860446524333678357521374467239329704749769025845243157757697"", ""bid"": ""0.53"", ""ask"": ""0.57""}}}"
1767449282.6749928,tick,btc-updown-15m-1767448800,10,"{""type"": ""tick"", ""tick"": 10, ""slug"": ""btc-updown-15m-1767448800""}"
1767449283.975831,quote,btc-updown-15m-1767448800,10,"{""type"": ""quote"", ""tick"": 10, ""slug"": ""btc-updown-15m-1767448800"", ""quote"": {""slug"": ""btc-updown-15m-1767448800"", ""up"": {""outcome"": ""Up"", ""token_id"": ""21734334215160785093888042838218857057696382677024696125903530762132793176692"", ""bid"": ""0.41"", ""ask"": ""0.43""}, ""down"": {""outcome"": ""Down"", ""token_id"": ""9113527184972766860446524333678357521374467239329704749769025845243157757697"", ""bid"": ""0.57"", ""ask"": ""0.58""}}}"
1767449284.9778888,tick,btc-updown-15m-1767448800,11,"{""type"": ""tick"", ""tick"": 11, ""slug"": ""btc-updown-15m-1767448800""}"
1767449286.3529284,quote,btc-updown-15m-1767448800,11,"{""type"": ""quote"", ""tick"": 11, ""slug"": ""btc-updown-15m-1767448800"", ""quote"": {""slug"": ""btc-updown-15m-1767448800"", ""up"": {""outcome"": ""Up"", ""token_id"": ""21734334215160785093888042838218857057696382677024696125903530762132793176692"", ""bid"": ""0.53"", ""ask"": ""0.54""}, ""down"": {""outcome"": ""Down"", ""token_id"": ""9113527184972766860446524333678357521374467239329704749769025845243157757697"", ""bid"": ""0.47"", ""ask"": ""0.48""}}}"
1767449287.354809,tick,btc-updown-15m-1767448800,12,"{""type"": ""tick"", ""tick"": 12, ""slug"": ""btc-updown-15m-1767448800""}"
1767449288.668219,quote,btc-updown-15m-1767448800,12,"{""type"": ""quote"", ""tick"": 12, ""slug"": ""btc-updown-15m-1767448800"", ""quote"": {""slug"": ""btc-updown-15m-1767448800"", ""up"": {""outcome"": ""Up"", ""token_id"": ""21734334215160785093888042838218857057696382677024696125903530762132793176692"", ""bid"": ""0.53"", ""ask"": ""0.54""}, ""down"": {""outcome"": ""Down"", ""token_id"": ""9113527184972766860446524333678357521374467239329704749769025845243157757697"", ""bid"": ""0.47"", ""ask"": ""0.48""}}}"
1767449289.6702461,tick,btc-updown-15m-1767448800,13,"{""type"": ""tick"", ""tick"": 13, ""slug"": ""btc-updown-15m-1767448800""}"
1767449291.0039916,quote,btc-updown-15m-1767448800,13,"{""type"": ""quote"", ""tick"": 13, ""slug"": ""btc-updown-15m-1767448800"", ""quote"": {""slug"": ""btc-updown-15m-1767448800"", ""up"": {""outcome"": ""Up"", ""token_id"": ""21734334215160785093888042838218857057696382677024696125903530762132793176692"", ""bid"": ""0.53"", ""ask"": ""0.54""}, ""down"": {""outcome"": ""Down"", ""token_id"": ""9113527184972766860446524333678357521374467239329704749769025845243157757697"", ""bid"": ""0.46"", ""ask"": ""0.48""}}}"
1767449292.0049694,tick,btc-updown-15m-1767448800,14,"{""type"": ""tick"", ""tick"": 14, ""slug"": ""btc-updown-15m-1767448800""}"
1767449293.403396,quote,btc-updown-15m-1767448800,14,"{""type"": ""quote"", ""tick"": 14, ""slug"": ""btc-updown-15m-1767448800"", ""quote"": {""slug"": ""btc-updown-15m-1767448800"", ""up"": {""outcome"": ""Up"", ""token_id"": ""21734334215160785093888042838218857057696382677024696125903530762132793176692"", ""bid"": ""0.45"", ""ask"": ""0.48""}, ""down"": {""outcome"": ""Down"", ""token_id"": ""9113527184972766860446524333678357521374467239329704749769025845243157757697"", ""bid"": ""0.52"", ""ask"": ""0.53""}}}"
1767449294.4051328,tick,btc-updown-15m-1767448800,15,"{""type"": ""tick"", ""tick"": 15, ""slug"": ""btc-updown-15m-1767448800""}"
1767449295.7203207,quote,btc-updown-15m-1767448800,15,"{""type"": ""quote"", ""tick"": 15, ""slug"": ""btc-updown-15m-1767448800"", ""quote"": {""slug"": ""btc-updown-15m-1767448800"", ""up"": {""outcome"": ""Up"", ""token_id"": ""21734334215160785093888042838218857057696382677024696125903530762132793176692"", ""bid"": ""0.43"", ""ask"": ""0.44""}, ""down"": {""outcome"": ""Down"", ""token_id"": ""9113527184972766860446524333678357521374467239329704749769025845243157757697"", ""bid"": ""0.56"", ""ask"": ""0.57""}}}"
1767449296.721579,tick,btc-updown-15m-1767448800,16,"{""type"": ""tick"", ""tick"": 16, ""slug"": ""btc-updown-15m-1767448800""}"
1767449298.1146984,quote,btc-updown-15m-1767448800,16,"{""type"": ""quote"", ""tick"": 16, ""slug"": ""btc-updown-15m-1767448800"", ""quote"": {""slug"": ""btc-updown-15m-1767448800"", ""up"": {""outcome"": ""Up"", ""token_id"": ""21734334215160785093888042838218857057696382677024696125903530762132793176692"", ""bid"": ""0.42"", ""ask"": ""0.44""}, ""down"": {""outcome"": ""Down"", ""token_id"": ""9113527184972766860446524333678357521374467239329704749769025845243157757697"", ""bid"": ""0.56"", ""ask"": ""0.57""}}}"
