enter_1,stop_drop,take_profit,entry_cap,t_enter,stop_confirm,stable,pnl,mdd,score,janfeb,mar03,sim,val,W,L,fills
0.8,0.08,0.98,0.9,450,30,60,-3.4,-17.1,-11.95,-4.05,-0.85,1.5,0.65,93,41,268
0.85,0.1,0.99,0.95,180,0,30,-6.98,-10.05,-12.01,-9.55,3.91,-1.34,2.57,57,30,178
0.8,0.1,0.98,0.95,450,0,15,0.56,-25.24,-12.06,14.61,0.23,-14.28,-14.05,124,83,426
0.8,0.06,0.98,0.9,300,30,15,-3.36,-17.4,-12.06,1.2,4.25,-8.81,-4.56,96,48,290
0.85,0.12,0.98,0.95,180,0,30,-6.77,-10.6,-12.07,-9.0,3.31,-1.08,2.23,62,25,176
0.85,0.06,0.98,0.95,180,20,0,-6.98,-10.18,-12.07,-4.2,3.12,-5.9,-2.78,78,38,234
0.85,0.1,0.98,0.9,180,20,15,-6.14,-11.9,-12.09,-0.5,2.61,-8.25,-5.64,49,19,136
0.85,0.1,0.99,0.9,180,20,0,-5.41,-13.42,-12.12,1.0,2.71,-9.12,-6.41,70,31,202
0.9,0.12,0.98,0.9,450,20,15,-6.35,-11.6,-12.15,-4.8,3.3,-4.85,-1.55,54,19,146
0.9,0.08,0.98,0.95,180,0,0,-7.64,-9.04,-12.16,-5.3,3.4,-5.74,-2.34,62,34,194
0.9,0.08,0.99,0.95,180,0,30,-7.66,-8.99,-12.16,-8.8,0.51,0.63,1.14,38,21,122
0.85,0.08,0.99,0.95,180,20,30,-6.79,-10.8,-12.19,-8.3,3.91,-2.4,1.51,65,22,176
0.85,0.06,0.99,0.9,180,30,0,-5.9,-12.6,-12.2,-3.4,3.02,-5.52,-2.5,69,32,202
0.9,0.06,0.98,0.95,180,30,60,-7.35,-9.7,-12.2,-9.1,0.9,0.85,1.75,26,6,68
0.85,0.1,0.98,0.9,300,0,60,-7.54,-9.34,-12.21,-7.3,4.52,-4.76,-0.24,37,27,128
0.9,0.06,0.98,0.9,300,20,15,-7.35,-9.75,-12.23,-4.7,2.7,-5.35,-2.65,34,16,100
0.85,0.1,0.99,0.9,180,30,15,-5.99,-12.5,-12.24,-0.6,2.81,-8.2,-5.39,50,18,136
0.9,0.1,0.99,0.9,450,0,30,-7.47,-9.57,-12.25,-2.9,3.7,-8.27,-4.57,24,18,84
0.9,0.06,0.99,0.9,180,20,0,-6.0,-12.5,-12.25,-8.3,1.3,1.0,2.3,47,19,132
0.8,0.06,0.98,0.9,300,30,60,-5.86,-12.8,-12.26,-4.39,3.64,-5.11,-1.47,63,34,194
0.9,0.12,0.99,0.9,450,0,30,-7.27,-10.07,-12.3,-2.2,3.7,-8.77,-5.07,25,17,84
0.85,0.1,0.98,0.9,180,0,60,-8.04,-8.54,-12.31,-4.4,1.81,-5.45,-3.64,18,14,64
0.9,0.06,0.99,0.9,450,30,30,-7.87,-8.9,-12.32,-5.6,3.7,-5.97,-2.27,27,15,84
0.9,0.08,0.99,0.95,450,0,30,-6.71,-11.25,-12.33,-0.06,1.2,-7.85,-6.65,97,48,294
0.85,0.06,0.98,0.9,300,0,60,-8.24,-8.24,-12.36,-7.3,4.52,-5.46,-0.94,30,34,128
0.85,0.08,0.99,0.95,180,0,30,-6.43,-11.9,-12.38,-11.0,3.91,0.66,4.57,55,32,178
0.85,0.08,0.99,0.95,180,30,30,-6.49,-11.8,-12.39,-9.3,3.91,-1.1,2.81,66,21,176
0.85,0.12,0.98,0.9,180,20,0,-5.59,-13.85,-12.52,1.0,2.51,-9.1,-6.59,72,29,202
0.9,0.06,0.98,0.95,180,20,15,-7.85,-9.35,-12.53,-9.0,1.6,-0.45,1.15,64,19,170
0.85,0.06,0.99,0.95,180,0,60,-8.09,-8.89,-12.54,-7.0,3.61,-4.7,-1.09,35,23,122
0.9,0.12,0.99,0.9,300,0,15,-7.5,-10.1,-12.55,-4.7,3.0,-5.8,-2.8,31,19,100
0.85,0.1,0.99,0.9,180,30,0,-5.41,-14.32,-12.57,1.2,2.91,-9.52,-6.61,72,29,202
0.9,0.08,0.98,0.95,450,0,30,-7.75,-9.66,-12.58,-3.29,0.5,-4.96,-4.46,103,43,294
0.9,0.12,0.99,0.95,450,20,60,-6.12,-12.97,-12.6,-3.28,0.8,-3.64,-2.84,79,17,196
0.8,0.1,0.99,0.9,180,20,60,-6.81,-11.6,-12.61,-2.5,0.11,-4.42,-4.31,36,15,104
0.8,0.08,0.99,0.9,300,30,15,-0.95,-23.4,-12.65,3.8,5.06,-9.81,-4.75,102,42,288
0.85,0.12,0.98,0.9,180,30,0,-4.88,-15.55,-12.66,3.2,2.72,-10.8,-8.08,73,28,202
0.85,0.1,0.98,0.9,300,20,0,-3.78,-17.8,-12.68,0.7,3.03,-7.51,-4.48,105,42,296
0.85,0.1,0.99,0.9,180,0,60,-8.29,-8.79,-12.69,-4.6,1.91,-5.6,-3.69,18,14,64
0.9,0.1,0.98,0.95,180,20,60,-7.45,-10.5,-12.7,-9.9,0.9,1.55,2.45,26,6,68
0.8,0.06,0.98,0.9,300,30,30,-4.37,-16.71,-12.73,3.2,4.04,-11.61,-7.57,89,43,264
0.9,0.12,0.99,0.95,180,20,0,-6.6,-12.3,-12.75,-3.3,4.0,-7.3,-3.3,74,22,194
0.9,0.06,0.99,0.95,300,20,60,-7.55,-10.43,-12.76,-4.26,2.1,-5.39,-3.29,51,17,138
0.8,0.12,0.99,0.9,180,0,60,-7.61,-10.31,-12.77,-5.8,-0.29,-1.52,-1.81,31,20,104
0.9,0.12,0.99,0.9,180,20,0,-6.4,-12.8,-12.8,-5.1,1.3,-2.6,-1.3,49,17,132
0.85,0.08,0.99,0.9,450,30,30,-5.49,-14.8,-12.89,2.61,1.85,-9.95,-8.1,95,41,272
0.8,0.1,0.98,0.9,180,20,30,-6.39,-13.1,-12.94,1.6,0.71,-8.7,-7.99,57,23,162
0.8,0.06,0.98,0.9,450,30,60,-5.09,-15.73,-12.96,-1.25,-2.84,-1.0,-3.84,88,46,268
0.8,0.08,0.98,0.9,450,0,0,2.06,-30.08,-12.98,12.95,3.23,-14.12,-10.89,97,100,426
0.9,0.1,0.98,0.95,180,20,15,-7.75,-10.45,-12.98,-9.7,1.6,0.35,1.95,65,18,170
0.85,0.06,0.98,0.9,180,20,15,-7.04,-11.9,-12.99,-1.4,2.61,-8.25,-5.64,48,20,136
0.8,0.08,0.98,0.9,450,0,15,-0.73,-24.54,-13.0,16.62,-0.63,-16.72,-17.35,93,91,380
0.9,0.12,0.99,0.95,180,0,0,-6.8,-12.4,-13.0,-3.4,4.0,-7.4,-3.4,66,30,194
0.8,0.08,0.99,0.9,300,30,30,-3.81,-18.4,-13.01,4.6,4.64,-13.05,-8.41,92,40,264
0.9,0.06,0.99,0.95,180,20,0,-6.9,-12.3,-13.05,-7.0,4.0,-3.9,0.1,70,26,194
0.85,0.08,0.99,0.95,180,0,60,-8.44,-9.24,-13.06,-8.25,3.61,-3.8,-0.19,37,21,122
0.85,0.08,0.98,0.95,450,0,60,-6.46,-13.21,-13.07,-1.55,3.1,-8.01,-4.91,97,47,292
0.85,0.06,0.98,0.95,180,0,30,-7.97,-10.23,-13.09,-9.23,3.31,-2.05,1.26,53,34,178
0.8,0.1,0.98,0.9,180,20,60,-7.29,-11.6,-13.09,-2.7,0.01,-4.6,-4.59,36,15,104
0.85,0.12,0.98,0.9,300,20,60,-7.44,-11.34,-13.11,-4.7,4.52,-7.26,-2.74,47,17,128
0.8,0.1,0.98,0.9,180,30,15,-6.19,-13.9,-13.14,-2.7,3.11,-6.6,-3.49,72,27,200
0.85,0.12,0.99,0.95,180,30,60,-8.49,-9.29,-13.14,-7.4,3.61,-4.7,-1.09,44,13,120
0.9,0.08,0.98,0.9,450,20,15,-7.35,-11.65,-13.18,-4.5,3.3,-6.15,-2.85,52,21,146
0.8,0.1,0.98,0.9,450,0,0,-0.13,-26.17,-13.22,8.15,1.13,-9.41,-8.28,105,92,422
0.85,0.12,0.98,0.9,300,30,0,-4.48,-17.51,-13.24,4.7,2.13,-11.31,-9.18,107,40,296
0.85,0.1,0.98,0.95,300,0,60,-8.01,-10.52,-13.27,-4.31,4.0,-7.7,-3.7,79,33,228
0.8,0.12,0.98,0.9,180,0,60,-7.99,-10.59,-13.29,-5.9,-0.39,-1.7,-2.09,31,20,104
0.85,0.08,0.98,0.9,180,20,15,-7.34,-11.9,-13.29,-1.7,2.61,-8.25,-5.64,48,20,136
0.8,0.1,0.99,0.95,450,0,15,0.48,-27.6,-13.32,16.09,0.83,-16.44,-15.61,119,87,426
0.85,0.06,0.99,0.95,180,20,30,-7.39,-11.9,-13.34,-9.4,3.91,-1.9,2.01,64,23,176
0.9,0.06,0.99,0.9,300,30,15,-7.5,-11.7,-13.35,-3.7,3.0,-6.8,-3.8,33,17,100
0.8,0.1,0.98,0.95,300,30,0,-1.83,-23.08,-13.37,5.15,2.53,-9.51,-6.98,133,53,380
0.8,0.12,0.98,0.9,450,30,60,-5.07,-16.61,-13.38,-4.04,-2.53,1.5,-1.03,98,36,268
0.9,0.08,0.99,0.9,450,30,15,-7.97,-10.87,-13.4,-4.3,3.7,-7.37,-3.67,51,22,146
0.9,0.08,0.99,0.9,300,0,0,-8.0,-10.8,-13.4,-5.2,3.4,-6.2,-2.8,68,53,242
0.9,0.08,0.99,0.95,180,30,60,-8.5,-9.8,-13.4,-9.1,1.2,-0.6,0.6,25,7,68
0.8,0.1,0.99,0.9,300,30,15,-1.95,-22.9,-13.4,5.1,6.86,-13.91,-7.05,103,41,288
0.8,0.12,0.98,0.9,450,0,60,-3.6,-19.62,-13.41,6.15,-2.93,-6.82,-9.75,82,52,270
0.9,0.08,0.99,0.9,300,20,30,-8.2,-10.5,-13.45,-5.4,2.9,-5.7,-2.8,19,10,58
0.85,0.08,0.98,0.9,450,0,60,-6.22,-14.52,-13.48,-1.1,3.64,-8.76,-5.12,50,40,180
0.85,0.12,0.98,0.95,450,20,60,-6.6,-13.81,-13.51,-1.59,2.5,-7.51,-5.01,117,27,290
0.8,0.06,0.98,0.9,300,20,30,-6.07,-14.9,-13.52,2.2,3.34,-11.61,-8.27,84,48,264
0.9,0.1,0.99,0.9,180,20,0,-7.4,-12.3,-13.55,-4.9,1.3,-3.8,-2.5,49,17,132
0.8,0.08,0.99,0.95,450,0,0,2.49,-32.12,-13.57,15.02,2.21,-14.74,-12.53,111,106,468
0.85,0.1,0.98,0.95,180,30,60,-8.44,-10.3,-13.59,-9.2,3.01,-2.25,0.76,45,13,120
0.9,0.12,0.99,0.9,450,30,15,-7.57,-12.1,-13.62,-3.8,3.7,-7.47,-3.77,52,21,146
0.85,0.08,0.99,0.9,300,30,0,-4.64,-17.97,-13.63,5.2,2.74,-12.58,-9.84,103,44,296
0.85,0.06,0.99,0.9,180,0,15,-8.39,-10.5,-13.64,-6.1,2.81,-5.1,-2.29,34,34,136
0.8,0.12,0.98,0.9,300,30,15,-3.94,-19.4,-13.64,0.9,6.16,-11.0,-4.84,106,38,288
0.9,0.06,0.98,0.95,300,30,60,-8.23,-10.84,-13.65,-7.67,1.6,-2.16,-0.56,56,12,138
0.85,0.12,0.98,0.95,180,0,60,-8.84,-9.64,-13.66,-8.4,3.01,-3.45,-0.44,41,17,120
0.85,0.1,0.99,0.9,450,0,0,-2.29,-22.81,-13.7,13.82,-1.66,-14.45,-16.11,102,87,382
0.8,0.12,0.98,0.9,450,20,60,-4.88,-17.8,-13.78,-7.05,-2.33,4.5,2.17,97,37,268
0.85,0.08,0.98,0.95,300,0,60,-8.66,-10.27,-13.8,-4.56,4.0,-8.1,-4.1,75,37,228
0.8,0.12,0.98,0.95,180,30,60,-6.87,-13.9,-13.82,-5.5,1.72,-3.09,-1.37,64,16,164
0.8,0.06,0.98,0.9,180,20,30,-7.68,-12.3,-13.83,-0.4,1.12,-8.4,-7.28,56,24,162
0.9,0.08,0.99,0.9,180,0,0,-8.1,-11.5,-13.85,-6.3,1.3,-3.1,-1.8,37,29,132
0.8,0.1,0.99,0.9,450,0,30,-2.59,-22.52,-13.85,15.94,-3.65,-14.88,-18.53,92,77,346
0.8,0.08,0.99,0.9,180,20,60,-7.91,-11.9,-13.86,-3.6,0.11,-4.42,-4.31,36,15,104
0.85,0.08,0.98,0.95,180,30,0,-8.19,-11.39,-13.89,-5.9,3.61,-5.9,-2.29,83,33,234
0.9,0.12,0.98,0.95,180,20,60,-8.25,-11.3,-13.9,-10.7,0.9,1.55,2.45,26,6,68
0.85,0.08,0.99,0.9,300,0,60,-8.56,-10.68,-13.9,-3.9,5.02,-9.68,-4.66,33,31,128
0.8,0.12,0.99,0.9,450,0,0,-2.59,-22.77,-13.98,5.29,0.64,-8.52,-7.88,108,89,420
0.9,0.12,0.98,0.95,180,30,30,-7.65,-12.65,-13.98,-11.6,1.1,2.85,3.95,48,10,122
0.8,0.12,0.98,0.9,300,30,60,-7.54,-12.9,-13.99,-6.29,1.96,-3.21,-1.25,69,28,194
0.9,0.12,0.99,0.9,180,0,0,-8.1,-11.8,-14.0,-6.3,1.3,-3.1,-1.8,42,24,132
0.8,0.12,0.98,0.95,450,0,15,-1.29,-25.44,-14.01,13.16,-1.77,-12.68,-14.45,130,76,424
0.8,0.12,0.99,0.95,180,30,60,-7.23,-13.6,-14.03,-4.7,2.32,-4.85,-2.53,62,18,164
0.9,0.06,0.98,0.95,180,30,15,-8.45,-11.2,-14.05,-10.5,1.6,0.45,2.05,65,18,170
0.8,0.06,0.98,0.95,300,30,15,-5.07,-18.09,-14.12,0.15,5.12,-10.34,-5.22,123,50,348
0.9,0.12,0.98,0.9,450,0,15,-8.45,-11.35,-14.13,-6.9,3.3,-4.85,-1.55,46,27,146
0.9,0.1,0.98,0.95,180,0,0,-8.09,-12.19,-14.19,-5.65,3.4,-5.84,-2.44,66,30,194
0.85,0.1,0.99,0.95,180,0,60,-9.19,-9.99,-14.19,-8.1,3.61,-4.7,-1.09,38,19,120
0.9,0.06,0.98,0.9,450,20,15,-8.75,-10.9,-14.2,-5.1,3.3,-6.95,-3.65,48,25,146
0.85,0.08,0.99,0.9,450,30,60,-8.11,-12.21,-14.22,-2.92,3.93,-9.12,-5.19,62,28,180
0.8,0.06,0.98,0.95,300,20,15,-5.16,-18.11,-14.22,6.34,2.32,-13.82,-11.5,116,56,354
0.9,0.06,0.98,0.95,180,0,30,-8.97,-10.57,-14.26,-10.23,0.11,1.15,1.26,37,22,122
0.8,0.06,0.98,0.95,450,0,15,-2.38,-23.81,-14.29,14.44,-2.26,-14.56,-16.82,102,105,430
0.9,0.06,0.99,0.95,300,0,0,-8.79,-11.0,-14.29,0.01,-0.88,-7.92,-8.8,89,70,320
0.85,0.1,0.98,0.9,450,0,60,-7.72,-13.22,-14.33,-4.1,3.64,-7.26,-3.62,53,37,180
0.85,0.12,0.98,0.95,450,0,0,-2.5,-23.65,-14.33,14.55,-1.99,-15.06,-17.05,130,79,422
0.8,0.08,0.98,0.9,180,20,60,-8.39,-11.9,-14.34,-3.8,0.01,-4.6,-4.59,36,15,104
0.8,0.06,0.98,0.9,450,30,30,-4.88,-18.93,-14.35,6.36,-4.73,-6.51,-11.24,110,59,338
0.9,0.1,0.99,0.9,300,20,15,-8.4,-11.9,-14.35,-4.6,3.0,-6.8,-3.8,35,15,100
0.9,0.1,0.99,0.9,450,30,15,-8.27,-12.2,-14.37,-4.8,3.7,-7.17,-3.47,52,21,146
0.85,0.06,0.98,0.9,450,0,60,-7.53,-13.73,-14.4,-2.3,4.23,-9.46,-5.23,45,45,180
0.85,0.1,0.99,0.95,450,30,60,-7.11,-14.61,-14.41,0.91,2.7,-10.72,-8.02,113,30,290
0.9,0.06,0.99,0.95,180,30,60,-9.2,-10.5,-14.45,-9.1,1.2,-1.3,-0.1,25,7,68
0.85,0.1,0.99,0.95,180,30,60,-9.39,-10.19,-14.49,-8.9,3.61,-4.1,-0.49,43,14,120
0.9,0.1,0.98,0.95,450,20,60,-8.79,-11.4,-14.49,-6.19,0.41,-3.01,-2.6,80,16,196
0.9,0.1,0.98,0.9,300,0,0,-8.3,-12.5,-14.55,-6.9,1.2,-2.6,-1.4,76,45,242
0.9,0.1,0.98,0.9,300,20,0,-7.09,-14.99,-14.59,-6.5,1.4,-1.99,-0.59,91,30,242
0.9,0.1,0.99,0.95,180,20,60,-9.3,-10.6,-14.6,-9.9,1.2,-0.6,0.6,25,7,68
0.85,0.08,0.98,0.9,180,0,15,-8.94,-11.34,-14.61,-6.2,2.61,-5.35,-2.74,38,30,136
0.8,0.12,0.98,0.95,300,20,15,-3.68,-21.89,-14.63,-1.75,2.75,-4.68,-1.93,131,42,346
0.8,0.12,0.98,0.9,180,30,15,-7.58,-14.2,-14.68,-4.4,3.12,-6.3,-3.18,72,27,200
0.85,0.1,0.99,0.95,300,0,60,-8.56,-12.26,-14.69,-3.0,4.8,-10.36,-5.56,75,36,228
0.85,0.1,0.98,0.9,300,20,60,-8.54,-12.44,-14.76,-6.3,4.52,-6.76,-2.24,46,18,128
0.9,0.1,0.98,0.9,180,0,0,-8.65,-12.25,-14.78,-6.9,1.2,-2.95,-1.75,41,25,132
0.8,0.08,0.98,0.9,180,20,15,-6.44,-16.7,-14.79,-5.05,2.91,-4.3,-1.39,69,30,202
0.85,0.12,0.99,0.95,180,0,60,-9.59,-10.39,-14.79,-8.2,3.61,-5.0,-1.39,39,18,120
0.9,0.12,0.98,0.95,300,20,60,-8.33,-12.97,-14.82,-9.67,1.6,-0.26,1.34,57,11,138
0.9,0.1,0.99,0.95,450,0,30,-8.66,-12.45,-14.88,-1.71,0.8,-7.75,-6.95,102,43,294
0.85,0.12,0.98,0.9,180,20,15,-8.14,-13.5,-14.89,-3.0,2.61,-7.75,-5.14,50,18,136
0.9,0.12,0.99,0.95,180,30,30,-8.67,-12.47,-14.9,-11.2,1.5,1.03,2.53,46,12,122
0.8,0.08,0.98,0.9,300,20,30,-6.67,-16.47,-14.91,-0.9,3.94,-9.71,-5.77,90,42,264
0.8,0.06,0.99,0.9,450,0,15,-2.89,-24.22,-15.0,11.13,0.85,-14.87,-14.02,83,101,386
0.9,0.1,0.98,0.95,300,20,60,-9.14,-11.75,-15.02,-8.87,1.6,-1.87,-0.27,55,13,138
0.85,0.08,0.99,0.95,300,0,60,-9.31,-11.42,-15.02,-5.55,4.8,-8.56,-3.76,70,41,228
0.8,0.08,0.99,0.9,180,0,60,-9.11,-11.81,-15.02,-5.9,0.41,-3.62,-3.21,27,24,110
0.8,0.1,0.98,0.95,180,0,60,-8.74,-12.65,-15.07,-9.95,1.71,-0.5,1.21,55,24,174
0.85,0.08,0.99,0.9,180,30,15,-8.99,-12.2,-15.09,-3.3,2.81,-8.5,-5.69,49,19,136
0.85,0.12,0.98,0.95,300,20,0,-6.14,-17.89,-15.09,0.54,1.23,-7.91,-6.68,131,44,352
0.8,0.08,0.98,0.9,180,20,30,-8.39,-13.4,-15.09,-0.7,0.71,-8.4,-7.69,56,24,162
0.9,0.12,0.99,0.9,300,20,15,-8.9,-12.4,-15.1,-4.4,3.0,-7.5,-4.5,35,15,100
0.8,0.1,0.98,0.9,300,0,30,-8.18,-13.9,-15.13,-6.0,3.83,-6.01,-2.18,74,58,266
0.9,0.1,0.99,0.9,450,20,30,-9.77,-10.8,-15.17,-8.2,3.7,-5.27,-1.57,28,14,84
0.9,0.1,0.99,0.95,180,30,15,-9.37,-11.6,-15.17,-10.4,2.1,-1.07,1.03,63,20,170
0.9,0.06,0.98,0.95,180,0,0,-9.67,-11.07,-15.21,-7.33,3.4,-5.74,-2.34,56,40,194
0.85,0.06,0.99,0.9,450,0,30,-7.45,-15.56,-15.23,3.27,1.76,-12.48,-10.72,66,70,272
0.85,0.06,0.98,0.9,300,30,0,-6.87,-16.71,-15.23,1.3,2.44,-10.61,-8.17,97,50,296
0.9,0.06,0.99,0.95,180,30,0,-8.6,-13.3,-15.25,-8.1,4.0,-4.5,-0.5,72,24,194
0.9,0.12,0.99,0.9,450,20,30,-9.87,-10.9,-15.32,-8.5,3.7,-5.07,-1.37,28,14,84
0.8,0.1,0.98,0.9,180,20,15,-6.84,-17.0,-15.34,-5.05,2.91,-4.7,-1.79,70,29,202
0.8,0.12,0.99,0.9,180,30,30,-6.6,-17.5,-15.35,0.3,1.32,-8.22,-6.9,58,22,162
0.8,0.08,0.98,0.9,180,0,60,-9.39,-11.99,-15.39,-6.0,0.31,-3.7,-3.39,27,24,110
0.9,0.1,0.99,0.9,450,0,15,-9.47,-11.87,-15.4,-5.6,3.7,-7.57,-3.87,42,31,146
0.9,0.08,0.99,0.95,180,20,15,-9.67,-11.5,-15.42,-10.4,2.1,-1.37,0.73,62,21,170
0.85,0.06,0.99,0.95,180,0,30,-9.56,-11.73,-15.43,-10.13,3.91,-3.34,0.57,50,37,178
0.8,0.1,0.99,0.9,180,30,30,-6.81,-17.4,-15.51,0.1,0.41,-7.32,-6.91,58,22,162
0.85,0.1,0.98,0.95,180,30,0,-8.39,-14.25,-15.52,-1.8,3.61,-10.2,-6.59,84,32,234
0.8,0.06,0.98,0.95,300,30,0,-3.95,-23.14,-15.52,8.05,1.04,-13.04,-12.0,124,62,382
0.85,0.08,0.99,0.9,300,30,60,-9.83,-11.45,-15.56,-5.2,5.02,-9.65,-4.63,44,20,128
0.85,0.12,0.98,0.9,300,0,0,-8.09,-14.99,-15.59,-2.9,-0.28,-4.91,-5.19,88,60,300
0.9,0.1,0.98,0.95,180,0,15,-10.3,-10.6,-15.6,-6.25,1.6,-5.65,-4.05,59,24,170
0.85,0.12,0.98,0.9,300,30,30,-7.78,-15.68,-15.62,-1.49,0.96,-7.25,-6.29,75,26,202
0.85,0.1,0.99,0.9,300,30,60,-9.53,-12.25,-15.66,-4.1,5.02,-10.45,-5.43,45,19,128
0.9,0.08,0.98,0.95,300,30,60,-9.53,-12.27,-15.67,-9.77,1.6,-1.36,0.24,56,12,138
0.9,0.12,0.99,0.9,300,30,0,-8.59,-14.19,-15.69,-2.4,-0.19,-6.0,-6.19,90,31,242
0.9,0.06,0.99,0.95,300,30,60,-9.42,-12.56,-15.7,-5.66,2.1,-5.86,-3.76,54,14,138
0.8,0.06,0.99,0.95,450,0,15,-3.62,-24.17,-15.71,12.16,-2.36,-13.42,-15.78,97,109,432
0.85,0.08,0.98,0.9,450,30,0,-4.33,-22.8,-15.73,9.74,-2.46,-11.61,-14.07,128,60,380
0.8,0.1,0.98,0.95,300,20,15,-4.2,-23.09,-15.75,-2.85,2.75,-4.1,-1.35,128,45,346
0.9,0.06,0.99,0.95,180,0,30,-10.39,-10.72,-15.75,-10.53,0.51,-0.37,0.14,35,24,122
0.9,0.1,0.98,0.95,300,0,30,-10.01,-11.51,-15.77,-7.26,0.8,-3.55,-2.75,81,29,222
0.9,0.12,0.99,0.95,180,20,60,-10.1,-11.4,-15.8,-10.7,1.2,-0.6,0.6,25,7,68
0.85,0.08,0.99,0.95,180,20,0,-9.4,-12.8,-15.8,-6.29,4.11,-7.22,-3.11,78,38,234
0.9,0.08,0.98,0.9,300,20,0,-8.58,-14.48,-15.82,-5.3,1.81,-5.09,-3.28,89,32,242
0.8,0.1,0.98,0.95,300,30,60,-9.15,-13.39,-15.85,-5.05,0.72,-4.82,-4.1,110,33,286
0.8,0.12,0.98,0.9,300,0,60,-9.37,-12.97,-15.86,-7.8,2.94,-4.51,-1.57,58,39,198
0.8,0.06,0.98,0.9,180,20,15,-8.43,-14.9,-15.88,-7.45,3.12,-4.1,-0.98,67,32,202
0.8,0.1,0.98,0.9,450,30,30,-5.8,-20.2,-15.9,7.76,-4.24,-9.32,-13.56,118,51,338
0.85,0.1,0.98,0.95,180,30,15,-9.84,-12.24,-15.96,-3.9,3.61,-9.55,-5.94,73,23,194
0.85,0.12,0.98,0.9,450,20,15,-6.0,-19.94,-15.97,1.74,-2.53,-5.21,-7.74,116,45,322
0.85,0.06,0.99,0.9,300,0,60,-10.66,-10.66,-15.99,-6.9,5.02,-8.78,-3.76,28,36,128
0.8,0.08,0.99,0.9,300,30,60,-7.85,-16.3,-16.0,-5.71,4.14,-6.28,-2.14,65,32,194
0.85,0.08,0.98,0.9,300,20,60,-9.44,-13.14,-16.01,-6.0,4.52,-7.96,-3.44,45,19,128
0.85,0.12,0.99,0.95,180,0,30,-9.89,-12.3,-16.04,-10.7,3.91,-3.1,0.81,59,28,176
0.85,0.12,0.99,0.9,180,30,0,-8.6,-15.12,-16.16,-1.2,2.92,-10.32,-7.4,72,29,202
0.8,0.12,0.98,0.9,450,0,30,-4.88,-22.62,-16.19,13.25,-5.43,-12.7,-18.13,99,70,342
0.9,0.08,0.98,0.95,300,0,30,-10.66,-11.06,-16.19,-7.51,0.9,-4.05,-3.15,77,33,222
0.9,0.1,0.99,0.95,450,20,60,-8.89,-14.61,-16.2,-2.48,1.01,-7.42,-6.41,77,19,196
0.9,0.08,0.99,0.9,300,30,0,-9.49,-13.49,-16.24,-4.4,2.41,-7.5,-5.09,88,33,242
0.85,0.06,0.99,0.95,180,30,30,-8.99,-14.5,-16.24,-12.0,3.91,-0.9,3.01,65,22,176
0.85,0.1,0.99,0.9,300,30,30,-9.64,-13.21,-16.25,-0.29,1.96,-11.31,-9.35,72,29,202
0.9,0.06,0.99,0.9,450,20,30,-10.77,-11.0,-16.27,-6.0,3.7,-8.47,-4.77,25,17,84
0.8,0.1,0.99,0.95,180,0,60,-9.76,-13.16,-16.34,-10.15,2.31,-1.92,0.39,52,27,174
0.8,0.06,0.99,0.9,180,20,60,-10.0,-12.7,-16.35,-6.1,0.52,-4.42,-3.9,35,16,104
0.8,0.06,0.98,0.9,180,30,15,-8.23,-16.3,-16.38,-7.05,3.22,-4.4,-1.18,70,29,202
0.9,0.1,0.99,0.95,180,20,0,-9.5,-13.8,-16.4,-5.8,4.0,-7.7,-3.7,73,23,194
0.85,0.06,0.98,0.9,300,20,0,-7.29,-18.21,-16.4,2.4,3.92,-13.61,-9.69,93,54,296
0.85,0.12,0.98,0.9,180,0,15,-9.84,-13.14,-16.41,-3.7,2.61,-8.75,-6.14,42,26,136
0.8,0.08,0.99,0.9,180,30,15,-6.96,-18.9,-16.41,-6.75,3.31,-3.52,-0.21,71,28,202
0.8,0.1,0.98,0.95,180,30,60,-8.48,-15.9,-16.43,-7.7,1.71,-2.49,-0.78,63,17,164
0.9,0.1,0.98,0.95,180,30,30,-9.35,-14.15,-16.43,-13.1,1.1,2.65,3.75,47,11,122
0.9,0.1,0.98,0.95,450,0,30,-10.3,-12.31,-16.46,-4.74,0.1,-5.66,-5.56,107,39,294
0.8,0.1,0.98,0.95,300,20,30,-7.89,-17.19,-16.49,-1.16,2.0,-8.73,-6.73,124,44,336
0.85,0.06,0.98,0.9,300,0,30,-11.01,-11.01,-16.52,-8.09,1.74,-4.66,-2.92,48,53,202
0.9,0.08,0.99,0.9,450,20,30,-10.67,-11.7,-16.52,-6.5,3.7,-7.87,-4.17,27,15,84
0.8,0.08,0.99,0.9,300,30,0,-4.85,-23.48,-16.59,7.38,1.74,-13.97,-12.23,103,55,322
0.8,0.1,0.99,0.9,300,30,30,-6.71,-19.78,-16.6,6.0,3.34,-16.05,-12.71,93,39,264
0.85,0.1,0.98,0.95,450,0,0,-3.94,-25.34,-16.61,15.1,-3.08,-15.96,-19.04,121,88,422
0.8,0.12,0.98,0.9,450,30,30,-5.19,-22.84,-16.61,7.47,-4.94,-7.72,-12.66,121,48,338
0.9,0.06,0.98,0.95,300,0,0,-10.48,-12.28,-16.62,-1.29,-1.38,-7.81,-9.19,93,67,320
0.8,0.1,0.99,0.95,180,30,60,-8.84,-15.6,-16.64,-6.9,2.31,-4.25,-1.94,61,19,164
0.85,0.1,0.98,0.9,300,20,30,-9.0,-15.3,-16.65,-4.79,2.44,-6.65,-4.21,72,29,202
