enter_1,stop_drop,take_profit,entry_cap,t_enter,stop_confirm,stable,pnl,mdd,score,janfeb,mar03,sim,val,W,L,fills
0.85,0.08,0.98,0.95,180,30,30,-1.47,-7.4,-5.17,-5.2,3.31,0.42,3.73,69,18,176
0.9,0.1,0.98,0.95,450,0,60,-2.29,-5.75,-5.17,-0.94,0.11,-1.46,-1.35,75,21,196
0.9,0.12,0.99,0.9,180,20,30,-2.4,-5.6,-5.2,-2.0,0.8,-1.2,-0.4,10,4,28
0.9,0.06,0.98,0.9,300,20,30,-2.85,-4.75,-5.23,-4.0,2.6,-1.45,1.15,20,9,58
0.9,0.12,0.98,0.9,180,20,30,-2.45,-5.6,-5.25,-2.1,0.7,-1.05,-0.35,10,4,28
0.9,0.12,0.98,0.9,300,20,30,-1.55,-7.4,-5.25,-6.7,2.6,2.55,5.15,22,7,58
0.9,0.1,0.99,0.95,180,0,60,-2.95,-4.65,-5.27,-4.45,1.2,0.3,1.5,23,9,68
0.8,0.08,0.98,0.9,300,30,15,4.26,-19.1,-5.29,5.8,4.36,-5.9,-1.54,105,39,288
0.9,0.06,0.98,0.95,180,20,0,-1.54,-7.7,-5.39,-2.7,3.4,-2.24,1.16,73,23,194
0.9,0.06,0.98,0.9,180,20,0,-1.75,-7.3,-5.4,-3.5,1.2,0.55,1.75,48,18,132
0.9,0.08,0.99,0.9,300,30,15,-1.2,-8.5,-5.45,0.9,3.0,-5.1,-2.1,36,14,100
0.8,0.06,0.98,0.9,180,30,60,-1.18,-8.6,-5.48,2.1,0.52,-3.8,-3.28,36,15,104
0.9,0.12,0.99,0.95,450,0,60,-1.44,-8.16,-5.52,1.52,0.71,-3.67,-2.96,74,22,196
0.9,0.1,0.98,0.9,450,30,15,-1.05,-9.0,-5.55,-1.3,3.3,-3.05,0.25,55,18,146
0.85,0.12,0.99,0.9,450,30,60,0.4,-12.0,-5.6,1.28,4.03,-4.91,-0.88,67,23,180
0.9,0.08,0.99,0.9,300,0,30,-2.9,-5.4,-5.6,-0.9,2.9,-4.9,-2.0,16,13,58
0.9,0.06,0.99,0.9,300,20,60,-3.0,-5.2,-5.6,0.1,0.8,-3.9,-3.1,11,5,32
0.8,0.1,0.98,0.9,300,30,0,4.83,-21.11,-5.73,11.2,3.24,-9.61,-6.37,109,49,322
0.9,0.08,0.99,0.95,180,0,60,-3.3,-4.9,-5.75,-4.9,1.2,0.4,1.6,21,11,68
0.9,0.08,0.98,0.9,450,0,30,-3.55,-4.5,-5.8,-3.1,3.3,-3.75,-0.45,23,19,84
0.9,0.12,0.99,0.9,300,30,15,-1.3,-9.0,-5.8,0.6,3.0,-4.9,-1.9,36,14,100
0.85,0.08,0.98,0.9,300,30,60,-2.14,-7.41,-5.85,-1.3,4.52,-5.36,-0.84,47,17,128
0.85,0.06,0.98,0.95,180,20,30,-2.17,-7.5,-5.92,-5.1,3.31,-0.38,2.93,67,20,176
0.85,0.1,0.98,0.9,300,30,60,-1.84,-8.21,-5.95,-0.2,4.52,-6.16,-1.64,48,16,128
0.8,0.1,0.98,0.9,300,30,15,3.26,-18.6,-6.04,7.1,6.16,-10.0,-3.84,106,38,288
0.9,0.12,0.98,0.9,450,0,30,-3.45,-5.2,-6.05,-3.1,3.3,-3.65,-0.35,27,15,84
0.85,0.06,0.98,0.9,180,20,60,-3.14,-5.9,-6.09,-1.0,1.81,-3.95,-2.14,22,10,64
0.9,0.12,0.98,0.95,180,30,60,-2.95,-6.3,-6.1,-5.7,0.9,1.85,2.75,27,5,68
0.9,0.1,0.98,0.9,300,0,15,-2.55,-7.1,-6.1,-6.4,2.7,1.15,3.85,31,19,100
0.85,0.06,0.99,0.9,180,20,60,-3.19,-5.9,-6.14,-1.1,1.91,-4.0,-2.09,22,10,64
0.9,0.12,0.99,0.9,450,30,30,-3.17,-6.0,-6.17,-2.4,3.7,-4.47,-0.77,29,13,84
0.85,0.1,0.98,0.9,180,20,60,-3.04,-6.3,-6.19,-1.3,1.81,-3.55,-1.74,22,10,64
0.9,0.08,0.99,0.9,300,20,60,-3.6,-5.2,-6.2,-0.5,0.8,-3.9,-3.1,11,5,32
0.85,0.08,0.98,0.9,300,30,0,1.03,-14.51,-6.23,7.5,2.04,-8.51,-6.47,106,41,296
0.85,0.1,0.99,0.9,180,20,60,-3.09,-6.3,-6.24,-1.4,1.91,-3.6,-1.69,22,10,64
0.9,0.1,0.98,0.9,450,0,30,-3.65,-5.2,-6.25,-3.8,3.3,-3.15,0.15,26,16,84
0.9,0.06,0.99,0.9,450,0,30,-3.17,-6.37,-6.36,0.2,2.5,-5.87,-3.37,20,22,84
0.9,0.1,0.99,0.9,300,20,60,-3.8,-5.2,-6.4,-0.7,0.8,-3.9,-3.1,11,5,32
0.9,0.12,0.98,0.95,300,0,60,-2.93,-6.98,-6.42,-5.87,1.6,1.34,2.94,53,15,138
0.9,0.08,0.99,0.9,450,30,30,-3.47,-5.9,-6.42,-2.8,3.7,-4.37,-0.67,29,13,84
0.85,0.08,0.98,0.9,180,20,60,-3.24,-6.5,-6.49,-1.5,1.81,-3.55,-1.74,22,10,64
0.85,0.08,0.99,0.9,180,20,60,-3.29,-6.5,-6.54,-1.6,1.91,-3.6,-1.69,22,10,64
0.9,0.1,0.99,0.95,300,0,60,-3.5,-6.15,-6.57,-2.61,2.1,-2.99,-0.89,49,19,138
0.9,0.1,0.99,0.9,450,30,30,-3.77,-5.7,-6.62,-3.3,3.7,-4.17,-0.47,29,13,84
0.9,0.12,0.98,0.95,450,0,60,-3.14,-7.0,-6.64,-2.09,0.11,-1.16,-1.05,77,19,196
0.9,0.12,0.98,0.9,180,20,0,-2.25,-8.8,-6.65,-0.4,1.2,-3.05,-1.85,50,16,132
0.9,0.12,0.98,0.9,300,0,15,-3.25,-7.0,-6.75,-4.9,2.7,-1.05,1.65,33,17,100
0.85,0.12,0.99,0.9,450,30,30,0.13,-13.8,-6.77,5.0,1.97,-6.84,-4.87,100,36,272
0.9,0.12,0.98,0.95,180,20,0,-1.44,-10.69,-6.79,0.8,3.4,-5.64,-2.24,77,19,194
0.9,0.08,0.98,0.9,300,20,30,-3.65,-6.55,-6.93,-5.8,2.6,-0.45,2.15,21,8,58
0.9,0.1,0.99,0.9,300,30,15,-2.3,-9.3,-6.95,-0.4,3.0,-4.9,-1.9,36,14,100
0.8,0.08,0.98,0.9,300,30,60,-1.36,-11.8,-7.26,-2.69,3.54,-2.21,1.33,68,29,194
0.9,0.06,0.99,0.95,180,0,60,-4.43,-5.73,-7.29,-5.23,0.2,0.6,0.8,19,13,68
0.85,0.06,0.98,0.9,180,30,0,-2.08,-10.45,-7.31,1.1,2.82,-6.0,-3.18,70,31,202
0.9,0.12,0.98,0.9,300,30,0,-2.28,-10.28,-7.42,0.6,-0.79,-2.09,-2.88,93,28,242
0.85,0.1,0.99,0.95,180,30,30,-2.39,-10.1,-7.44,-5.3,3.91,-1.0,2.91,67,20,176
0.85,0.1,0.98,0.9,450,0,0,2.14,-19.17,-7.45,16.21,-2.26,-11.81,-14.07,106,83,382
0.85,0.08,0.99,0.9,180,20,0,-0.71,-13.5,-7.46,0.5,2.71,-3.92,-1.21,70,31,202
0.85,0.1,0.98,0.95,180,0,30,-3.39,-8.15,-7.47,-6.65,3.31,-0.05,3.26,61,26,178
0.9,0.1,0.98,0.95,180,30,15,-4.05,-6.95,-7.53,-6.2,1.6,0.55,2.15,66,17,170
0.85,0.12,0.98,0.9,300,30,60,-3.54,-8.01,-7.55,-2.1,4.52,-5.96,-1.44,48,16,128
0.9,0.06,0.98,0.9,180,0,0,-3.85,-7.4,-7.55,-2.9,1.2,-2.15,-0.95,37,29,132
0.85,0.12,0.99,0.9,450,0,0,1.39,-17.95,-7.59,12.29,-0.35,-10.55,-10.9,112,77,382
0.9,0.08,0.99,0.9,180,30,0,-1.9,-11.4,-7.6,-3.4,1.3,0.2,1.5,50,16,132
0.9,0.08,0.98,0.9,450,0,15,-4.55,-6.1,-7.6,-4.6,3.3,-3.25,0.05,41,32,146
0.9,0.06,0.98,0.95,180,30,0,-3.34,-8.54,-7.61,-3.9,3.4,-2.84,0.56,75,21,194
0.85,0.12,0.98,0.9,180,30,15,-1.54,-12.2,-7.64,4.4,2.61,-8.55,-5.94,51,17,136
0.9,0.1,0.98,0.9,180,20,0,-3.25,-8.8,-7.65,-0.2,1.2,-4.25,-3.05,50,16,132
0.9,0.1,0.99,0.9,300,0,30,-3.8,-7.7,-7.65,-1.8,2.9,-4.9,-2.0,18,11,58
0.8,0.1,0.98,0.9,450,0,15,3.1,-21.54,-7.67,16.65,0.66,-14.21,-13.55,101,83,376
0.9,0.08,0.98,0.95,180,20,15,-4.25,-6.85,-7.68,-6.1,1.6,0.25,1.85,65,18,170
0.9,0.12,0.99,0.9,180,30,0,-2.3,-10.8,-7.7,-1.8,1.3,-1.8,-0.5,50,16,132
0.9,0.08,0.98,0.9,300,30,0,-3.18,-9.1,-7.73,-1.4,1.81,-3.59,-1.78,91,30,242
0.8,0.1,0.98,0.9,450,0,30,2.5,-20.45,-7.73,18.96,-4.15,-12.31,-16.46,96,73,346
0.85,0.06,0.98,0.9,180,0,60,-4.94,-5.7,-7.79,-1.8,1.81,-4.95,-3.14,17,15,64
0.9,0.12,0.99,0.95,300,0,60,-4.15,-7.29,-7.79,-3.96,2.1,-2.29,-0.19,51,17,138
0.9,0.12,0.99,0.95,180,30,0,-2.8,-10.0,-7.8,-0.6,4.0,-6.2,-2.2,75,21,194
0.85,0.1,0.98,0.9,180,30,15,-1.84,-12.2,-7.94,4.1,2.61,-8.55,-5.94,51,17,136
0.85,0.08,0.98,0.95,180,0,30,-3.04,-9.8,-7.94,-8.3,3.31,1.95,5.26,59,28,178
0.9,0.06,0.99,0.9,300,30,30,-4.1,-7.7,-7.95,-3.3,2.9,-3.7,-0.8,19,10,58
0.85,0.06,0.99,0.9,180,0,60,-5.19,-5.6,-7.99,-2.0,1.91,-5.1,-3.19,17,15,64
0.9,0.12,0.99,0.95,180,30,60,-4.8,-6.4,-8.0,-5.7,1.2,-0.3,0.9,26,6,68
0.9,0.06,0.98,0.95,300,0,60,-4.53,-7.01,-8.04,-4.5,-0.5,0.47,-0.03,46,22,138
0.9,0.08,0.98,0.95,300,0,60,-4.53,-7.07,-8.07,-5.87,1.6,-0.26,1.34,48,20,138
0.9,0.1,0.98,0.95,300,30,60,-4.23,-7.77,-8.12,-4.47,1.6,-1.36,0.24,57,11,138
0.9,0.1,0.98,0.95,180,30,60,-4.35,-7.6,-8.15,-7.0,0.9,1.75,2.65,26,6,68
0.85,0.12,0.99,0.9,450,20,30,-1.17,-14.3,-8.32,3.3,2.17,-6.64,-4.47,99,37,272
0.8,0.08,0.98,0.9,450,30,30,-0.3,-16.05,-8.33,8.26,-3.14,-5.42,-8.56,116,53,338
0.8,0.1,0.98,0.9,300,30,60,-1.84,-13.0,-8.34,-0.79,2.36,-3.41,-1.05,69,28,194
0.9,0.06,0.98,0.9,450,30,30,-4.45,-7.8,-8.35,-6.4,3.3,-1.35,1.95,29,13,84
0.8,0.06,0.98,0.95,450,0,0,6.3,-29.42,-8.41,19.83,1.43,-14.96,-13.53,105,112,468
0.9,0.06,0.98,0.9,300,30,15,-3.95,-8.95,-8.43,-3.9,2.7,-2.75,-0.05,35,15,100
0.85,0.08,0.98,0.95,180,20,0,-3.89,-9.09,-8.44,-1.8,3.51,-5.6,-2.09,81,35,234
0.85,0.1,0.99,0.9,450,30,60,-2.31,-12.3,-8.46,2.38,4.23,-8.92,-4.69,65,25,180
0.9,0.08,0.98,0.95,180,20,60,-4.75,-7.5,-8.5,-6.9,0.9,1.25,2.15,26,6,68
0.9,0.08,0.99,0.9,300,0,15,-5.7,-5.7,-8.55,-3.9,3.0,-4.8,-1.8,27,23,100
0.85,0.08,0.99,0.9,180,30,0,-2.81,-11.5,-8.56,-0.4,2.91,-5.32,-2.41,71,30,202
0.85,0.1,0.98,0.95,450,30,60,-2.9,-11.31,-8.56,2.71,1.9,-7.51,-5.61,118,26,290
0.85,0.1,0.98,0.9,180,20,0,-1.69,-13.85,-8.62,5.4,2.51,-9.6,-7.09,71,30,202
0.85,0.1,0.98,0.9,300,30,30,-2.88,-11.5,-8.63,3.21,1.36,-7.45,-6.09,75,26,202
0.9,0.08,0.99,0.95,450,20,60,-3.56,-10.18,-8.65,0.32,1.0,-4.88,-3.88,77,19,196
0.8,0.06,0.98,0.9,450,0,15,1.75,-21.06,-8.78,15.53,0.65,-14.43,-13.78,86,98,384
0.9,0.08,0.98,0.95,450,30,60,-3.45,-10.76,-8.83,-1.49,-0.5,-1.46,-1.96,82,14,196
0.9,0.1,0.99,0.9,180,30,0,-3.4,-10.9,-8.85,-2.9,1.3,-1.8,-0.5,50,16,132
0.85,0.06,0.98,0.95,180,30,30,-3.87,-10.0,-8.87,-7.8,3.31,0.62,3.93,68,19,176
0.85,0.08,0.98,0.9,300,20,0,-1.28,-15.21,-8.89,6.3,3.03,-10.61,-7.58,101,46,296
0.85,0.1,0.98,0.9,450,20,60,-2.82,-12.44,-9.04,3.2,3.94,-9.96,-6.02,66,24,180
0.85,0.1,0.98,0.9,180,30,0,-1.69,-14.75,-9.07,5.6,2.71,-10.0,-7.29,73,28,202
0.9,0.08,0.98,0.95,450,20,60,-5.16,-7.87,-9.1,-3.39,0.4,-2.17,-1.77,80,16,196
0.9,0.1,0.98,0.95,450,30,60,-4.75,-8.86,-9.18,-3.49,-0.2,-1.06,-1.26,82,14,196
0.85,0.06,0.99,0.9,180,20,0,-3.0,-12.4,-9.2,-0.7,2.02,-4.32,-2.3,68,33,202
0.8,0.12,0.98,0.9,180,30,30,-2.88,-12.65,-9.21,4.7,1.12,-8.7,-7.58,59,21,162
0.8,0.1,0.98,0.9,180,30,30,-3.09,-12.4,-9.29,4.5,0.21,-7.8,-7.59,59,21,162
0.9,0.06,0.99,0.95,450,20,60,-4.15,-10.3,-9.3,-1.78,0.91,-3.28,-2.37,75,21,196
0.9,0.1,0.98,0.95,180,0,30,-5.3,-8.05,-9.33,-8.05,1.1,1.65,2.75,43,15,122
0.8,0.1,0.98,0.9,300,20,15,1.37,-21.4,-9.33,1.2,3.47,-3.3,0.17,104,40,288
0.85,0.06,0.98,0.9,450,30,30,-0.96,-16.8,-9.36,7.05,2.45,-10.46,-8.01,94,42,272
0.9,0.06,0.99,0.9,180,30,0,-3.1,-12.8,-9.5,-4.9,1.3,0.5,1.8,49,17,132
0.9,0.1,0.98,0.9,300,30,0,-3.69,-11.69,-9.54,-2.5,0.8,-1.99,-1.19,92,29,242
0.85,0.08,0.98,0.9,300,30,30,-3.7,-11.7,-9.55,0.81,2.54,-7.05,-4.51,73,28,202
0.9,0.1,0.98,0.95,180,20,0,-4.24,-10.69,-9.59,-1.6,3.4,-6.04,-2.64,76,20,194
0.85,0.1,0.99,0.9,180,0,30,-5.09,-9.0,-9.59,-5.5,2.71,-2.3,0.41,33,20,106
0.85,0.1,0.98,0.9,180,0,30,-5.24,-8.7,-9.59,-5.2,2.51,-2.55,-0.04,33,20,106
0.9,0.08,0.99,0.9,450,0,15,-5.87,-7.47,-9.6,-3.2,3.7,-6.37,-2.67,39,34,146
0.85,0.1,0.98,0.95,180,20,30,-4.67,-9.9,-9.62,-7.5,3.31,-0.48,2.83,68,19,176
0.8,0.1,0.98,0.9,300,30,30,-0.57,-18.11,-9.63,9.2,2.64,-12.41,-9.77,96,36,264
0.9,0.1,0.98,0.9,300,20,15,-4.15,-10.95,-9.63,-4.8,2.7,-2.05,0.65,37,13,100
0.9,0.08,0.99,0.95,450,30,60,-2.72,-13.94,-9.69,2.22,0.1,-5.04,-4.94,79,17,196
0.9,0.1,0.99,0.95,180,30,0,-4.3,-10.8,-9.7,-1.9,4.0,-6.4,-2.4,74,22,194
0.9,0.08,0.99,0.95,180,20,0,-4.3,-10.8,-9.7,-4.2,4.0,-4.1,-0.1,71,25,194
0.9,0.08,0.99,0.9,450,0,30,-5.87,-7.77,-9.75,-2.3,3.7,-7.27,-3.57,21,21,84
0.9,0.12,0.98,0.95,180,20,15,-5.65,-8.35,-9.83,-7.6,1.6,0.35,1.95,66,17,170
0.85,0.1,0.99,0.9,450,30,30,-1.88,-16.0,-9.88,5.2,2.57,-9.65,-7.08,97,39,272
0.9,0.12,0.98,0.95,180,0,0,-4.44,-10.89,-9.89,-1.8,3.4,-6.04,-2.64,69,27,194
0.85,0.06,0.98,0.95,180,0,60,-6.34,-7.14,-9.91,-6.3,3.01,-3.05,-0.04,38,21,122
0.9,0.08,0.98,0.95,180,0,30,-5.74,-8.34,-9.91,-8.0,0.11,2.15,2.26,41,18,122
0.85,0.06,0.98,0.9,450,30,60,-4.23,-11.43,-9.95,-0.0,3.03,-7.26,-4.23,63,27,180
0.9,0.06,0.98,0.95,180,20,60,-5.65,-8.6,-9.95,-8.6,0.9,2.05,2.95,25,7,68
0.8,0.12,0.98,0.9,300,30,0,0.43,-20.91,-10.03,6.3,3.54,-9.41,-5.87,110,48,322
0.9,0.12,0.98,0.9,300,20,15,-4.65,-10.75,-10.03,-4.6,2.7,-2.75,-0.05,37,13,100
0.85,0.1,0.98,0.9,450,20,30,-2.17,-15.71,-10.03,4.54,3.16,-9.87,-6.71,98,38,272
0.8,0.1,0.98,0.95,450,0,0,2.84,-25.76,-10.04,9.71,1.02,-7.89,-6.87,124,93,464
0.9,0.1,0.99,0.95,180,30,60,-6.2,-7.7,-10.05,-7.0,1.2,-0.4,0.8,25,7,68
0.9,0.1,0.99,0.95,450,30,60,-4.02,-12.07,-10.05,0.22,0.4,-4.64,-4.24,79,17,196
0.9,0.12,0.99,0.9,300,0,30,-5.7,-8.7,-10.05,-2.7,2.9,-5.9,-3.0,18,11,58
0.85,0.08,0.98,0.9,300,0,60,-6.24,-7.64,-10.06,-4.6,4.52,-6.16,-1.64,35,29,128
0.8,0.06,0.98,0.95,300,20,0,-0.44,-19.31,-10.1,7.64,3.03,-11.11,-8.08,120,65,388
0.9,0.1,0.99,0.9,300,20,30,-6.0,-8.3,-10.15,-5.8,2.9,-3.1,-0.2,20,9,58
0.9,0.12,0.99,0.9,300,20,30,-6.0,-8.3,-10.15,-6.3,2.9,-2.6,0.3,20,9,58
0.9,0.06,0.99,0.9,180,0,0,-5.3,-9.7,-10.15,-4.8,1.3,-1.8,-0.5,36,30,132
0.9,0.06,0.98,0.95,450,20,60,-5.75,-8.86,-10.18,-5.49,0.31,-0.57,-0.26,78,18,196
0.8,0.08,0.98,0.9,180,30,15,-3.24,-13.9,-10.19,-2.35,3.11,-4.0,-0.89,72,27,202
0.85,0.12,0.98,0.9,300,20,0,-1.26,-17.9,-10.21,3.0,2.45,-6.71,-4.26,106,41,296
0.8,0.06,0.98,0.9,300,30,0,1.05,-22.51,-10.21,10.8,2.56,-12.31,-9.75,97,61,322
0.9,0.1,0.98,0.9,450,20,15,-4.75,-10.95,-10.23,-4.2,3.3,-3.85,-0.55,54,19,146
0.8,0.08,0.98,0.9,300,30,0,0.53,-21.51,-10.23,9.4,1.14,-10.01,-8.87,106,52,322
0.85,0.08,0.98,0.95,180,0,60,-6.59,-7.45,-10.32,-7.45,3.01,-2.15,0.86,40,19,122
0.8,0.1,0.99,0.9,450,0,15,1.82,-24.28,-10.32,17.31,1.26,-16.75,-15.49,97,87,376
0.85,0.08,0.98,0.9,180,0,60,-6.74,-7.24,-10.36,-3.3,1.81,-5.25,-3.44,18,14,64
0.8,0.12,0.98,0.9,300,30,30,-1.97,-16.81,-10.38,6.9,2.24,-11.11,-8.87,96,36,264
0.85,0.12,0.99,0.9,180,0,30,-5.49,-9.8,-10.39,-4.5,2.71,-3.7,-0.99,34,19,106
0.85,0.12,0.99,0.95,180,20,30,-4.89,-11.0,-10.39,-6.8,3.91,-2.0,1.91,67,20,176
0.9,0.08,0.99,0.95,300,0,60,-6.45,-8.06,-10.48,-5.06,2.1,-3.49,-1.39,45,23,138
0.9,0.06,0.98,0.9,450,30,15,-5.55,-9.85,-10.48,-3.8,3.3,-5.05,-1.75,51,22,146
0.85,0.12,0.98,0.9,180,0,30,-5.74,-9.5,-10.49,-4.3,2.51,-3.95,-1.44,34,19,106
0.85,0.12,0.99,0.95,450,30,60,-3.1,-14.81,-10.5,0.91,3.1,-7.11,-4.01,115,28,290
0.9,0.08,0.99,0.95,180,20,60,-6.6,-7.9,-10.55,-6.9,1.2,-0.9,0.3,25,7,68
0.9,0.1,0.99,0.9,300,0,15,-6.6,-7.9,-10.55,-6.0,3.0,-3.6,-0.6,29,21,100
0.8,0.06,0.99,0.95,450,0,0,4.68,-30.5,-10.57,18.19,1.74,-15.25,-13.51,101,116,470
0.85,0.08,0.99,0.95,450,0,60,-4.21,-12.82,-10.62,0.21,3.9,-8.32,-4.42,92,51,292
0.9,0.06,0.98,0.95,450,30,60,-5.44,-10.35,-10.62,-2.99,-0.29,-2.16,-2.45,80,16,196
0.9,0.06,0.99,0.95,300,0,60,-6.55,-8.16,-10.63,-3.59,-0.2,-2.76,-2.96,43,25,138
0.8,0.1,0.99,0.9,180,0,60,-6.04,-9.24,-10.66,-5.41,0.41,-1.04,-0.63,29,22,106
0.9,0.08,0.98,0.95,300,20,60,-6.24,-8.85,-10.67,-5.67,1.6,-2.17,-0.57,55,13,138
0.8,0.1,0.98,0.9,300,20,30,-2.28,-16.8,-10.68,0.4,3.73,-6.41,-2.68,94,38,264
0.85,0.12,0.99,0.9,450,20,60,-3.6,-14.2,-10.7,-0.42,3.83,-7.01,-3.18,66,24,180
0.85,0.08,0.99,0.9,180,0,60,-6.99,-7.49,-10.74,-3.5,1.91,-5.4,-3.49,18,14,64
0.9,0.08,0.99,0.9,180,20,0,-4.5,-12.5,-10.75,-6.8,1.3,1.0,2.3,48,18,132
0.85,0.1,0.98,0.9,300,30,0,-1.47,-18.61,-10.78,9.1,2.04,-12.61,-10.57,107,40,296
0.9,0.12,0.99,0.95,450,30,60,-5.22,-11.17,-10.8,-2.98,0.7,-2.94,-2.24,80,16,196
0.85,0.06,0.98,0.9,300,30,60,-5.94,-9.8,-10.84,-4.7,4.52,-5.76,-1.24,44,20,128
0.8,0.1,0.98,0.95,300,30,15,-1.6,-18.49,-10.85,2.84,5.44,-9.88,-4.44,132,41,346
0.9,0.12,0.98,0.95,180,0,30,-6.15,-9.4,-10.85,-9.4,1.1,2.15,3.25,43,15,122
0.8,0.1,0.98,0.9,180,0,60,-6.23,-9.33,-10.9,-5.51,0.31,-1.03,-0.72,29,22,106
0.9,0.08,0.98,0.9,450,20,30,-6.55,-8.7,-10.9,-7.3,3.3,-2.55,0.75,29,13,84
0.9,0.06,0.98,0.9,450,20,30,-6.75,-8.3,-10.9,-6.9,3.3,-3.15,0.15,27,15,84
0.9,0.1,0.98,0.9,450,20,30,-5.75,-10.4,-10.95,-9.0,3.3,-0.05,3.25,30,12,84
0.8,0.12,0.99,0.9,180,20,60,-4.91,-12.1,-10.96,-1.1,0.11,-3.92,-3.81,37,14,104
0.8,0.12,0.98,0.9,450,0,0,0.07,-22.06,-10.96,6.34,0.04,-6.31,-6.27,111,86,420
0.85,0.12,0.98,0.9,180,0,60,-7.14,-7.74,-11.01,-5.4,1.81,-3.55,-1.74,19,13,64
0.9,0.08,0.98,0.95,180,30,15,-6.45,-9.25,-11.08,-8.5,1.6,0.45,2.05,66,17,170
0.9,0.08,0.98,0.9,300,20,15,-5.95,-10.25,-11.08,-4.3,2.7,-4.35,-1.65,36,14,100
0.85,0.08,0.98,0.9,180,30,15,-4.84,-12.5,-11.09,1.4,2.61,-8.85,-6.24,50,18,136
0.9,0.08,0.98,0.9,300,0,0,-5.6,-11.0,-11.1,-5.3,2.8,-3.1,-0.3,71,50,242
0.8,0.12,0.98,0.9,300,20,15,-0.63,-21.0,-11.13,1.4,3.47,-5.5,-2.03,104,40,288
0.8,0.08,0.98,0.9,180,30,30,-4.99,-12.3,-11.14,2.8,0.21,-8.0,-7.79,58,22,162
0.9,0.12,0.98,0.95,300,30,60,-6.23,-9.87,-11.17,-6.57,1.6,-1.26,0.34,57,11,138
0.85,0.08,0.98,0.9,450,20,60,-4.92,-12.52,-11.18,1.1,3.94,-9.96,-6.02,64,26,180
0.9,0.12,0.98,0.9,450,20,30,-5.85,-10.7,-11.2,-9.3,3.3,0.15,3.45,30,12,84
0.85,0.12,0.98,0.9,300,0,60,-6.24,-9.94,-11.21,-5.9,4.52,-4.86,-0.34,40,24,128
0.9,0.08,0.98,0.9,180,0,0,-6.65,-9.2,-11.25,-4.4,1.2,-3.45,-2.25,38,28,132
0.85,0.1,0.98,0.95,180,0,60,-7.24,-8.04,-11.26,-7.1,3.01,-3.15,-0.14,41,17,120
0.85,0.12,0.99,0.9,180,0,60,-7.29,-7.99,-11.29,-5.6,1.91,-3.6,-1.69,19,13,64
0.9,0.08,0.99,0.95,300,20,60,-6.56,-9.7,-11.41,-3.66,2.1,-5.0,-2.9,53,15,138
0.8,0.08,0.98,0.9,300,20,15,-1.77,-19.3,-11.42,0.9,2.64,-5.31,-2.67,98,46,290
0.9,0.12,0.98,0.95,450,20,60,-6.15,-10.56,-11.43,-6.99,0.2,0.64,0.84,82,14,196
0.8,0.12,0.98,0.9,180,20,60,-5.39,-12.1,-11.44,-1.3,0.01,-4.1,-4.09,37,14,104
0.85,0.06,0.98,0.9,180,0,15,-6.74,-9.4,-11.44,-4.0,2.61,-5.35,-2.74,35,33,136
0.9,0.08,0.98,0.95,180,30,60,-6.65,-9.7,-11.5,-9.1,0.9,1.55,2.45,26,6,68
0.85,0.06,0.98,0.9,450,0,30,-4.76,-13.5,-11.51,2.84,1.06,-8.66,-7.6,69,67,272
0.9,0.12,0.99,0.95,180,30,15,-6.77,-9.5,-11.52,-8.1,2.1,-0.77,1.33,64,19,170
0.9,0.06,0.99,0.95,450,30,60,-4.71,-13.63,-11.53,0.72,0.31,-5.74,-5.43,77,19,196
0.8,0.1,0.98,0.9,450,30,60,-2.28,-18.6,-11.58,-2.65,-1.23,1.6,0.37,96,38,268
0.8,0.06,0.98,0.9,180,30,30,-4.78,-13.6,-11.58,2.1,1.22,-8.1,-6.88,57,23,162
0.9,0.1,0.98,0.9,450,0,15,-6.65,-10.0,-11.65,-7.1,3.3,-2.85,0.45,44,29,146
0.9,0.12,0.99,0.95,180,0,30,-7.07,-9.2,-11.67,-9.2,1.5,0.63,2.13,41,17,122
0.9,0.12,0.98,0.9,180,0,0,-6.45,-10.45,-11.68,-4.2,1.2,-3.45,-2.25,43,23,132
0.85,0.06,0.98,0.9,180,30,15,-6.14,-11.1,-11.69,-1.3,2.61,-7.45,-4.84,49,19,136
0.9,0.06,0.99,0.9,300,20,30,-7.4,-8.7,-11.75,-3.6,2.9,-6.7,-3.8,18,11,58
0.9,0.08,0.99,0.95,180,30,0,-5.0,-13.6,-11.8,-5.5,4.0,-3.5,0.5,74,22,194
0.9,0.06,0.99,0.95,180,20,60,-7.5,-8.8,-11.9,-8.6,1.2,-0.1,1.1,24,8,68
0.85,0.12,0.98,0.9,450,0,60,-5.52,-12.82,-11.93,-1.8,3.64,-7.36,-3.72,57,33,180
0.85,0.12,0.99,0.9,180,30,15,-5.69,-12.5,-11.94,-0.3,2.81,-8.2,-5.39,50,18,136
0.9,0.1,0.99,0.95,180,0,30,-7.42,-9.05,-11.94,-9.05,1.5,0.13,1.63,40,18,122
0.85,0.12,0.98,0.95,180,30,60,-7.54,-8.8,-11.94,-7.7,3.01,-2.85,0.16,46,12,120
0.8,0.1,0.99,0.9,300,30,0,-0.45,-22.98,-11.94,9.18,3.84,-13.47,-9.63,106,52,322
0.9,0.06,0.98,0.95,300,20,60,-7.23,-9.44,-11.95,-6.27,1.6,-2.56,-0.96,53,15,138
