cap,ma_len,tick_confirm,tp_abs,cooldown_sec,no_entry_last_sec,entry_slope_max,haircut,trades,train_pnl,train_mdd,train_score,mar03_pnl,sim_pnl,val_pnl,total_pnl,sell_fail_rate
0.7,120,0,0.95,30,none,-0.005,0.01,418,-11.260000000000023,-18.30000000000002,-20.410000000000032,-3.93034825870647,-5.400000000000009,-9.33034825870648,-20.5903482587065,0.24
0.7,120,0,0.95,30,none,-0.01,0.01,414,-6.400000000000019,-11.600000000000016,-12.200000000000028,-4.140298507462681,-6.1000000000000085,-10.24029850746269,-16.640298507462706,0.225
0.7,120,0,0.95,30,100,none,0.01,424,-4.090049751243784,-18.99004975124378,-13.585074626865675,2.7497512437810934,-6.899999999999999,-4.150248756218906,-8.240298507462697,0.237
0.7,120,0,0.95,30,100,0,0.01,418,-8.76000000000001,-17.60000000000001,-17.560000000000016,-3.93034825870647,-5.600000000000016,-9.530348258706486,-18.290348258706494,0.24
0.7,120,0,0.95,0,80,none,0.01,3266,-104.35049751243801,-114.15049751243801,-161.425746268657,-9.27218905472634,-24.2500000000001,-33.52218905472644,-137.87268656716446,0.205
0.7,120,0,0.95,0,80,0,0.01,2452,-92.3503482587065,-92.3503482587065,-138.52552238805976,-19.321442786069596,-16.750000000000128,-36.071442786069724,-128.42179104477623,0.214
0.7,120,0,0.95,30,80,-0.005,0.01,418,-11.260000000000023,-18.30000000000002,-20.410000000000032,-3.93034825870647,-5.400000000000009,-9.33034825870648,-20.5903482587065,0.24
0.7,120,0,0.95,30,80,-0.01,0.01,414,-6.400000000000019,-11.600000000000016,-12.200000000000028,-4.140298507462681,-6.1000000000000085,-10.24029850746269,-16.640298507462706,0.225
0.7,120,0,0.95,0,100,none,0.01,3214,-130.2403482587066,-140.94034825870656,-200.71052238805987,-6.39208955223873,-27.950000000000273,-34.342089552239,-164.58243781094558,0.205
0.7,120,0,0.95,0,100,0,0.01,2422,-94.06029850746259,-94.06029850746259,-141.0904477611939,-15.611492537313424,-22.650000000000162,-38.261492537313586,-132.32179104477618,0.215
0.7,120,0,0.95,0,80,-0.005,0.01,2332,-81.38024875621883,-81.38024875621882,-122.07037313432824,-15.14124378109446,-16.18000000000012,-31.32124378109458,-112.70149253731341,0.216
0.7,120,0,0.95,0,80,-0.01,0.01,2194,-80.01014925373126,-81.91014925373125,-120.96522388059688,-18.96119402985073,-18.470000000000184,-37.431194029850914,-117.44134328358217,0.216
0.7,120,0,0.95,30,100,-0.005,0.01,418,-11.260000000000023,-18.30000000000002,-20.410000000000032,-3.93034825870647,-5.400000000000009,-9.33034825870648,-20.5903482587065,0.24
0.7,120,0,0.95,30,100,-0.01,0.01,414,-6.400000000000019,-11.600000000000016,-12.200000000000028,-4.140298507462681,-6.1000000000000085,-10.24029850746269,-16.640298507462706,0.225
0.7,120,0,0.95,0,100,-0.005,0.01,2302,-94.10014925373133,-94.10014925373133,-141.150223880597,-16.571094527363215,-21.76000000000016,-38.331094527363376,-132.43124378109474,0.216
0.7,120,0,0.95,0,100,-0.01,0.01,2156,-92.12009950248746,-94.02009950248745,-139.1301492537312,-15.071144278606923,-22.97000000000014,-38.041144278607064,-130.16124378109453,0.215
0.7,120,0,0.95,60,none,none,0.01,424,-4.090049751243784,-18.99004975124378,-13.585074626865675,2.7497512437810934,-6.899999999999999,-4.150248756218906,-8.240298507462697,0.237
0.7,120,0,0.95,60,none,0,0.01,418,-8.76000000000001,-17.60000000000001,-17.560000000000016,-3.93034825870647,-5.600000000000016,-9.530348258706486,-18.290348258706494,0.24
0.7,120,0,0.95,60,none,-0.005,0.01,418,-11.260000000000023,-18.30000000000002,-20.410000000000032,-3.93034825870647,-5.400000000000009,-9.33034825870648,-20.5903482587065,0.24
0.7,120,0,0.95,60,none,-0.01,0.01,414,-6.400000000000019,-11.600000000000016,-12.200000000000028,-4.140298507462681,-6.1000000000000085,-10.24029850746269,-16.640298507462706,0.225
0.7,120,0,0.95,60,80,none,0.01,424,-4.090049751243784,-18.99004975124378,-13.585074626865675,2.7497512437810934,-6.899999999999999,-4.150248756218906,-8.240298507462697,0.237
0.7,120,0,0.95,60,80,0,0.01,418,-8.76000000000001,-17.60000000000001,-17.560000000000016,-3.93034825870647,-5.600000000000016,-9.530348258706486,-18.290348258706494,0.24
0.7,120,0,0.95,90,80,none,0.01,424,-4.090049751243784,-18.99004975124378,-13.585074626865675,2.7497512437810934,-6.899999999999999,-4.150248756218906,-8.240298507462697,0.237
0.7,120,0,0.95,90,80,0,0.01,418,-8.76000000000001,-17.60000000000001,-17.560000000000016,-3.93034825870647,-5.600000000000016,-9.530348258706486,-18.290348258706494,0.24
0.7,120,0,0.95,90,100,none,0.01,424,-4.090049751243784,-18.99004975124378,-13.585074626865675,2.7497512437810934,-6.899999999999999,-4.150248756218906,-8.240298507462697,0.237
0.7,120,0,0.95,90,100,0,0.01,418,-8.76000000000001,-17.60000000000001,-17.560000000000016,-3.93034825870647,-5.600000000000016,-9.530348258706486,-18.290348258706494,0.24
0.7,120,0,0.95,60,100,-0.005,0.01,418,-11.260000000000023,-18.30000000000002,-20.410000000000032,-3.93034825870647,-5.400000000000009,-9.33034825870648,-20.5903482587065,0.24
0.7,120,0,0.95,60,100,-0.01,0.01,414,-6.400000000000019,-11.600000000000016,-12.200000000000028,-4.140298507462681,-6.1000000000000085,-10.24029850746269,-16.640298507462706,0.225
0.7,120,0,0.95,90,none,-0.005,0.01,418,-11.260000000000023,-18.30000000000002,-20.410000000000032,-3.93034825870647,-5.400000000000009,-9.33034825870648,-20.5903482587065,0.24
0.7,120,0,0.95,90,none,-0.01,0.01,414,-6.400000000000019,-11.600000000000016,-12.200000000000028,-4.140298507462681,-6.1000000000000085,-10.24029850746269,-16.640298507462706,0.225
0.7,120,0,0.95,90,none,none,0.01,424,-4.090049751243784,-18.99004975124378,-13.585074626865675,2.7497512437810934,-6.899999999999999,-4.150248756218906,-8.240298507462697,0.237
0.7,120,0,0.95,90,none,0,0.01,418,-8.76000000000001,-17.60000000000001,-17.560000000000016,-3.93034825870647,-5.600000000000016,-9.530348258706486,-18.290348258706494,0.24
0.7,120,0,0.95,60,100,none,0.01,424,-4.090049751243784,-18.99004975124378,-13.585074626865675,2.7497512437810934,-6.899999999999999,-4.150248756218906,-8.240298507462697,0.237
0.7,120,0,0.95,60,100,0,0.01,418,-8.76000000000001,-17.60000000000001,-17.560000000000016,-3.93034825870647,-5.600000000000016,-9.530348258706486,-18.290348258706494,0.24
0.7,120,0,0.95,60,80,-0.005,0.01,418,-11.260000000000023,-18.30000000000002,-20.410000000000032,-3.93034825870647,-5.400000000000009,-9.33034825870648,-20.5903482587065,0.24
0.7,120,0,0.95,60,80,-0.01,0.01,414,-6.400000000000019,-11.600000000000016,-12.200000000000028,-4.140298507462681,-6.1000000000000085,-10.24029850746269,-16.640298507462706,0.225
0.7,120,0,0.95,90,100,-0.005,0.01,418,-11.260000000000023,-18.30000000000002,-20.410000000000032,-3.93034825870647,-5.400000000000009,-9.33034825870648,-20.5903482587065,0.24
0.7,120,0,0.95,90,100,-0.01,0.01,414,-6.400000000000019,-11.600000000000016,-12.200000000000028,-4.140298507462681,-6.1000000000000085,-10.24029850746269,-16.640298507462706,0.225
0.7,120,0,0.95,90,80,-0.005,0.01,418,-11.260000000000023,-18.30000000000002,-20.410000000000032,-3.93034825870647,-5.400000000000009,-9.33034825870648,-20.5903482587065,0.24
0.7,120,0,0.95,90,80,-0.01,0.01,414,-6.400000000000019,-11.600000000000016,-12.200000000000028,-4.140298507462681,-6.1000000000000085,-10.24029850746269,-16.640298507462706,0.225
0.7,120,0,0.98,30,none,none,0.01,424,-3.78004975124378,-18.99004975124378,-13.27507462686567,2.849751243781093,-6.9,-4.050248756218908,-7.830298507462696,0.237
0.7,120,0,0.98,30,none,0,0.01,418,-8.150000000000011,-17.300000000000008,-16.800000000000015,-3.93034825870647,-5.600000000000016,-9.530348258706486,-17.6803482587065,0.24
0.7,120,0,0.98,0,none,none,0.01,3500,-121.94034825870636,-132.61034825870635,-188.24552238805956,-22.22238805970153,-17.860000000000383,-40.08238805970191,-162.02273631840828,0.205
0.7,120,0,0.98,0,none,0,0.01,2604,-106.79029850746264,-107.66029850746264,-160.62044776119396,-19.921293532338254,-17.960000000000107,-37.88129353233836,-144.671592039801,0.213
0.7,120,0,0.98,0,none,-0.005,0.01,2482,-97.4702487562188,-100.7602487562188,-147.8503731343282,-16.931243781094494,-18.770000000000095,-35.70124378109459,-133.17149253731338,0.213
0.7,120,0,0.98,0,none,-0.01,0.01,2320,-90.80014925373118,-90.80014925373118,-136.20022388059675,-17.241243781094525,-16.470000000000212,-33.71124378109474,-124.51139303482591,0.216
0.7,120,0,0.98,30,none,-0.005,0.01,418,-10.65000000000002,-18.000000000000014,-19.650000000000027,-3.9303482587064735,-5.400000000000013,-9.330348258706486,-19.980348258706506,0.24
0.7,120,0,0.98,30,none,-0.01,0.01,414,-5.790000000000011,-11.300000000000013,-11.440000000000017,-4.140298507462681,-6.100000000000012,-10.240298507462693,-16.030298507462703,0.225
0.7,120,0,0.98,30,100,none,0.01,424,-3.78004975124378,-18.99004975124378,-13.27507462686567,2.849751243781093,-6.9,-4.050248756218908,-7.830298507462696,0.237
0.7,120,0,0.98,30,100,0,0.01,418,-8.150000000000011,-17.300000000000008,-16.800000000000015,-3.93034825870647,-5.600000000000016,-9.530348258706486,-17.6803482587065,0.24
