cap,ma,tick_confirm,tp_sl,cooldown_sec,ban_last_sec,haircut,trades,train_pnl,train_mdd,train_score,val_pnl
0.4,120,3,0.10/0.05,90,100,0.01,444,-71.61014738106863,-71.73884738106864,-107.47957107160295,5.344680594438325
0.4,120,3,0.10/0.10,60,100,0.01,517,-80.17424648554622,-81.25982648554621,-120.80415972831932,0.9259359662843538
0.4,120,3,0.10/0.10,90,none,0.01,476,-74.64710738106864,-75.87008738106861,-112.58215107160294,4.3576805944383254
0.4,120,3,0.10/0.10,90,80,0.01,448,-71.76546738106863,-72.98844738106861,-108.25969107160293,4.7524805944383255
0.4,120,3,0.10/0.10,90,100,0.01,444,-70.82184738106864,-72.04482738106863,-106.84426107160294,5.245980594438326
0.4,120,3,0.10/0.05,0,none,0.01,1095,-164.20607480143045,-164.20607480143047,-246.30911220214568,-30.334575376999226
0.4,120,3,0.10/0.05,0,80,0.01,1023,-154.98385480143045,-154.9838548014305,-232.4757822021457,-27.274875376999226
0.4,120,3,0.10/0.05,0,100,0.01,1003,-150.24732480143047,-150.24732480143047,-225.3709872021457,-26.01459627252161
0.4,120,3,0.10/0.05,30,none,0.01,724,-130.60195473765953,-130.60195473765958,-195.90293210648932,-9.345447763770627
0.4,120,3,0.10/0.10,0,none,0.01,1012,-153.96773478081764,-163.39877478081763,-235.66712217122645,-27.477379854611165
0.4,120,3,0.10/0.10,0,80,0.01,946,-146.37641478081764,-148.54781478081767,-220.6503221712265,-24.417679854611166
0.4,120,3,0.10/0.10,0,100,0.01,930,-141.54118478081767,-143.71258478081765,-213.3974771712265,-22.048879854611165
0.4,120,3,0.10/0.10,30,none,0.01,713,-124.55242473765955,-128.4027747376595,-188.7538121064893,-12.59272686824824
0.4,120,3,0.10/0.10,30,80,0.01,671,-113.23001473765954,-113.82221473765952,-170.14112210648932,-10.529847763770627
0.4,120,3,0.10/0.10,30,100,0.01,659,-113.41351473765955,-114.0057147376595,-170.4163721064893,-10.256568659293015
0.4,120,3,0.10/0.10,60,none,0.01,553,-87.36603648554623,-89.79483648554616,-132.26345472831932,-0.6532640337156461
0.4,120,3,0.10/0.10,60,80,0.01,521,-80.22204648554623,-80.97294648554619,-120.70851972831932,0.4324359662843537
0.4,200,2,none,0,none,0.01,667,-38.754647515547305,-60.470300171195234,-68.98979760114491,-31.876828411825095
0.4,200,2,none,0,80,0.01,615,-36.337937515547296,-52.575830171195236,-62.62585260114491,-29.241391098392256
0.4,200,2,none,0,100,0.01,603,-45.1576375155473,-62.64863017119521,-76.48195260114491,-26.69483288943703
0.4,200,2,none,30,none,0.01,445,-18.992620202114495,-45.71114999999998,-41.84819520211448,-23.729250947850232
0.4,200,2,none,30,80,0.01,413,-16.966900202114495,-41.26734999999998,-37.600575202114484,-21.478792738895002
0.4,200,2,none,30,100,0.01,406,-24.500900202114494,-48.07244999999998,-48.53712520211448,-20.59049273889501
0.4,200,2,none,60,none,0.01,348,8.380899808191907,-30.649989999999995,-6.94409519180809,-18.73086836078555
0.4,200,2,none,60,80,0.01,323,1.3883598081919128,-27.91701999999999,-12.570150191808082,-18.73086836078555
0.4,200,2,0.15/0.05,30,80,0.01,456,-52.203809159874524,-52.38557915987454,-78.3965987398118,-12.887071197894747
0.4,200,2,0.15/0.05,30,100,0.01,445,-51.36723915987453,-51.54900915987453,-77.1417437398118,-11.998771197894747
0.4,200,2,0.15/0.05,60,none,0.01,375,-30.07456914956813,-30.847939149568116,-45.49853872435219,-9.825047465263165
0.4,200,2,0.15/0.05,60,80,0.01,349,-28.222249149568132,-28.995619149568125,-42.72005872435219,-9.825047465263165
0.4,200,2,0.15/0.05,60,100,0.01,340,-29.32144914956814,-30.09481914956812,-44.3688587243522,-10.736168360785552
0.4,200,2,0.15/0.05,90,none,0.01,323,-35.07484914956814,-35.46964914956812,-52.809673724352194,-10.85541925501964
0.4,200,2,0.15/0.05,90,80,0.01,304,-36.82948914956814,-37.224289149568115,-55.4416337243522,-10.470440150542029
0.4,200,2,0.15/0.05,90,100,0.01,298,-36.64316914956814,-37.03796914956812,-55.162153724352194,-10.17434015054203
0.4,200,2,none,60,100,0.01,316,-9.653540191808094,-29.291780160888855,-24.299430272252522,-18.049789256307943
0.4,200,2,none,90,none,0.01,309,0.5268598081919078,-20.521829999999987,-9.734055191808086,-17.37944015054203
0.4,200,2,none,90,80,0.01,288,-14.123580191808095,-30.84742999999999,-29.54729519180809,-16.994461046064416
0.4,200,2,none,90,100,0.01,284,-19.472160191808097,-31.707860010306398,-35.326090196961296,-16.698361046064417
0.4,200,2,0.15/0.05,0,none,0.01,743,-82.57701648361375,-82.57701648361376,-123.86552472542063,-21.024332391924595
0.4,200,2,0.15/0.05,0,80,0.01,686,-83.12003648361376,-83.12003648361377,-124.68005472542065,-18.487595078491758
0.4,200,2,0.15/0.05,0,100,0.01,670,-78.44624648361376,-78.44624648361376,-117.66936972542064,-15.941036869536536
0.4,200,2,0.15/0.05,30,none,0.01,493,-52.83912915987452,-52.839129159874496,-79.25869373981176,-14.742729406849971
0.4,200,2,0.10/0.10,0,none,0.01,746,-88.50867736882972,-94.7794173688297,-135.89838605324456,-20.52312507720346
0.4,200,2,0.10/0.10,0,80,0.01,686,-89.27718736882973,-91.1524873688297,-134.85343105324458,-17.88768776377062
0.4,200,2,0.10/0.10,0,100,0.01,667,-85.50999736882974,-88.30359736882973,-129.66179605324461,-18.4138295548154
0.4,200,2,0.10/0.10,30,none,0.01,496,-71.54330005539691,-75.21365005539691,-109.15012508309536,-13.082722092128837
0.4,200,2,0.10/0.10,30,80,0.01,460,-68.07529005539692,-70.23397005539691,-103.19227508309538,-11.809442987651225
0.4,200,2,0.10/0.10,30,100,0.01,449,-64.88966005539692,-67.04834005539692,-98.41383008309538,-12.029663883173614
0.4,200,2,0.10/0.10,60,none,0.01,377,-24.527439149568135,-34.2298000206128,-41.64233915987454,-8.503426569740776
0.4,200,2,0.10/0.10,60,80,0.01,351,-24.047049149568135,-30.864459149568123,-39.4792787243522,-8.503426569740776
0.4,200,0,0.15/0.05,30,80,0.01,406,-19.582068268217057,-28.471469999999982,-33.81780326821705,-8.220698359497254
0.4,200,0,0.15/0.05,30,100,0.01,399,-16.42396826821706,-27.583169999999974,-30.215553268217047,-7.440919255019642
0.4,200,0,0.15/0.05,60,none,0.01,367,-14.789708245671784,-22.58112913088776,-26.080272811115663,-7.715881941586807
0.4,200,0,0.15/0.05,60,80,0.01,340,-8.637248245671788,-18.993569130887753,-18.134032811115667,-6.926281941586807
0.4,200,0,0.15/0.05,60,100,0.01,337,-10.347748245671784,-20.704069130887753,-20.69978281111566,-6.334081941586807
0.4,200,0,0.15/0.05,90,none,0.01,321,-24.97429824567179,-32.580469120581334,-41.26453280596246,-8.129561046064419
0.4,200,0,0.15/0.05,90,80,0.01,302,-19.056338245671796,-28.61960912058133,-33.36614280596246,-7.537361046064419
0.4,200,0,0.15/0.05,90,100,0.01,297,-17.516138245671794,-27.079409120581328,-31.055842805962456,-7.241261046064419
0.4,200,0,none,0,none,0.01,724,-36.670786636128675,-57.76720732373923,-65.55439029799828,-32.11109388188531
0.4,200,0,none,0,80,0.01,665,-27.390926636128672,-48.06214732373922,-51.42200029799828,-25.95269388188531
0.4,200,0,none,0,100,0.01,652,-31.409326636128675,-46.61934732373921,-54.71900029799828,-23.3963147774077
0.4,200,0,none,30,none,0.01,411,8.456870699849402,-20.371519114784007,-1.7288888575426018,-14.528498359497254
0.4,200,0,none,30,80,0.01,380,6.615030699849403,-20.581089114783992,-3.675513857542593,-10.541498359497252
0.4,200,0,none,30,100,0.01,374,9.775730699849403,-19.531789114784004,0.009836142457400499,-10.541498359497252
0.4,200,0,none,60,none,0.01,345,5.69936072239468,-19.043929114784014,-3.8226038349973273,-10.85546104606442
0.4,200,0,none,60,80,0.01,322,6.974020722394677,-18.98752911478402,-2.5197438349973336,-7.855461046064418
0.4,200,0,none,60,100,0.01,319,0.17012072239467724,-17.721630010306402,-8.690694282758525,-7.263261046064418
0.4,200,0,none,90,none,0.01,308,-23.775629277605326,-29.845590010306406,-38.69842428275853,-13.153440150542028
0.4,200,0,none,90,80,0.01,289,-21.947169277605322,-25.1002492672989,-34.49729391125477,-12.46254015054203
0.4,200,0,none,90,100,0.01,285,-20.700469277605322,-24.050949267298904,-32.725943911254774,-12.16644015054203
0.4,200,0,0.15/0.05,0,none,0.01,747,-60.70871559388871,-68.93549559388875,-95.17646339083308,-19.269452090840534
0.4,200,0,0.15/0.05,0,80,0.01,683,-48.63685559388872,-53.523335593888724,-75.39852339083308,-15.420152090840539
0.4,200,0,0.15/0.05,0,100,0.01,669,-46.66575559388872,-50.041735593888724,-71.68662339083308,-12.863772986362925
0.4,200,0,0.15/0.05,30,none,0.01,443,-21.592458268217058,-34.20461825791067,-38.69476739717239,-9.898598359497253
0.4,200,0,0.10/0.10,0,none,0.01,744,-74.06869469836633,-79.09799469836636,-113.61769204754951,-13.929831195318151
0.4,200,0,0.10/0.10,0,80,0.01,681,-59.92413469836632,-62.26113469836632,-91.05470204754948,-11.264931195318148
0.4,200,0,0.10/0.10,0,100,0.01,667,-59.04855559388871,-61.38555559388871,-89.74133339083306,-10.386452090840535
0.4,200,0,0.10/0.10,30,none,0.01,447,-25.147097372694667,-32.24159737269467,-41.267896059042,-5.319877463974867
0.4,200,0,0.10/0.10,30,80,0.01,408,-26.647347372694668,-31.049547372694665,-42.172121059042,-4.036777463974866
0.4,200,0,0.10/0.10,30,100,0.01,402,-26.854868268217054,-31.257068268217058,-42.48340240232558,-4.036777463974866
0.4,200,0,0.10/0.10,60,none,0.01,370,-17.43370824567178,-22.061140036716555,-28.464278264030057,-3.1756819415868076
0.4,200,0,0.10/0.10,60,80,0.01,341,-17.08904824567178,-20.27741003671656,-27.22775326403006,-3.1756819415868076
0.4,200,0,0.10/0.10,60,100,0.01,337,-16.499448245671786,-16.49944824567177,-24.749172368507672,-3.481602837109195
0.4,200,0,0.10/0.10,90,none,0.01,323,-23.457398245671783,-24.775769114784,-35.84528280306378,-3.1560401505420295
0.4,200,0,0.10/0.10,90,80,0.01,304,-23.95493824567178,-23.954938245671773,-35.93240736850767,-2.4651401505420294
0.4,200,0,0.10/0.10,90,100,0.01,299,-24.29003824567178,-24.290038245671774,-36.43505736850767,-2.1690401505420294
0.4,200,0,0.10/0.05,0,none,0.01,748,-73.67389469836633,-73.6738946983663,-110.51084204754947,-11.946010299795761
0.4,200,0,0.10/0.05,0,80,0.01,684,-60.516334698366336,-60.516334698366315,-90.77450204754949,-9.87331029979576
0.4,200,0,0.10/0.05,0,100,0.01,670,-60.134255593888724,-60.13425559388869,-90.20138339083307,-8.99483119531815
0.4,200,0,0.10/0.05,30,none,0.01,449,-27.427018268217054,-30.51328912509042,-42.683662830762266,-3.8295565684524773
0.4,200,0,0.10/0.05,30,80,0.01,410,-27.64416826821705,-31.042568268217067,-43.165452402325585,-3.138656568452478
0.4,200,0,0.10/0.05,30,100,0.01,404,-26.361368268217053,-29.759768268217066,-41.241252402325586,-3.138656568452478
0.4,200,0,0.10/0.05,60,none,0.01,373,-19.999908245671776,-26.278449104477602,-33.13913279791058,-2.47496104606442
0.4,200,0,0.10/0.05,60,80,0.01,344,-18.76694824567178,-23.1277891044776,-30.33084279791058,-2.47496104606442
0.4,200,0,0.10/0.05,60,100,0.01,340,-18.177348245671787,-22.8342891044776,-29.59449279791059,-2.7808819415868067
0.4,200,0,0.10/0.05,90,none,0.01,323,-26.023598245671792,-29.33951822505895,-40.69335735820127,-2.3566192550196416
0.4,200,0,0.10/0.05,90,80,0.01,304,-24.54713824567179,-28.751358225058954,-38.922817358201264,-1.7644192550196416
0.4,200,0,0.10/0.05,90,100,0.01,299,-24.882238245671786,-29.08645822505895,-39.42546735820126,-1.4683192550196416
0.4,200,2,0.10/0.10,60,100,0.01,345,-25.017549149568136,-37.4307900244777,-43.732944161806984,-9.500247465263165
0.4,200,2,0.10/0.10,90,none,0.01,330,-24.075570045090522,-31.379130024477696,-39.765135057329374,-6.542668360785553
0.4,200,2,0.10/0.10,90,80,0.01,309,-25.336710045090527,-31.288600024477695,-40.98101005732937,-6.1576892563079415
0.4,200,2,0.10/0.10,90,100,0.01,302,-26.53219004509053,-32.4840800244777,-42.774230057329376,-5.170689256307941
0.4,200,2,0.10/0.05,0,none,0.01,800,-96.54191737913612,-101.38925737913611,-147.23654606870417,-19.89164149511391
0.4,200,2,0.10/0.05,0,80,0.01,733,-90.22532737913613,-95.07266737913613,-137.7616610687042,-17.354904181681075
0.4,200,2,0.10/0.05,0,100,0.01,713,-87.83006737913612,-92.67740737913613,-134.1687710687042,-17.59476686824824
0.4,200,2,0.10/0.05,30,none,0.01,514,-58.59408005539691,-58.59408005539689,-87.89112008309536,-14.652101196606448
0.4,200,2,0.10/0.05,30,80,0.01,478,-61.22573005539691,-61.225730055396916,-91.83859508309537,-13.477522092128838
0.4,200,2,0.10/0.05,30,100,0.01,466,-58.809960055396914,-58.80996005539691,-88.21494008309537,-12.589222092128837
0.4,200,2,0.10/0.05,60,none,0.01,384,-33.22173914956813,-33.45654914956811,-49.95001372435219,-8.602126569740777
0.4,200,2,0.10/0.05,60,80,0.01,357,-27.31284914956813,-27.547659149568133,-41.0866787243522,-8.108626569740778
0.4,200,2,0.10/0.05,60,100,0.01,351,-28.974249149568134,-29.209059149568127,-43.5787787243522,-9.105447465263165
0.4,200,2,0.10/0.05,90,none,0.01,331,-31.478070045090526,-31.478070045090497,-47.21710506763577,-5.052347465263165
0.4,200,2,0.10/0.05,90,80,0.01,311,-29.876910045090533,-29.876910045090504,-44.81536506763578,-4.667368360785552
0.4,200,2,0.10/0.05,90,100,0.01,304,-31.07239004509053,-31.072390045090515,-46.60858506763579,-3.6803683607855526
0.4,200,3,none,0,none,0.01,558,-39.68303839045687,-48.73516836984404,-64.0506225753789,-30.849987615805198
0.4,200,3,none,0,80,0.01,510,-37.36813839045688,-58.88775836984404,-66.8120175753789,-27.217729406849976
0.4,200,3,none,0,100,0.01,501,-34.08263839045688,-56.38925836984405,-62.2772675753789,-23.970450302372363
0.4,200,3,none,30,none,0.01,397,-23.99815840076331,-33.579308369844064,-40.787812585685344,-20.057642987651228
0.4,200,3,none,30,80,0.01,370,-30.4879684007633,-45.83877836984405,-53.407357585685325,-17.609784778696003
0.4,200,3,none,30,100,0.01,365,-28.249168400763303,-44.684378369844055,-50.59135758568533,-16.425384778696
0.4,200,3,none,60,none,0.01,321,2.8969107140207155,-17.5829600103064,-5.894569291132485,-10.88686836078555
0.4,200,3,none,60,80,0.01,298,-4.436229285979282,-24.493360160888862,-16.682909366423715,-10.88686836078555
0.4,200,3,0.15/0.05,30,80,0.01,412,-51.84454736045579,-51.96454736045577,-77.82682104068368,-9.9860547799843
0.4,200,3,0.15/0.05,30,100,0.01,403,-50.91321736045579,-51.033217360455765,-76.42982604068368,-7.8146547799843
0.4,200,3,0.15/0.05,60,none,0.01,348,-23.13047734821694,-27.883677348216963,-37.072316022325424,-9.74728925630794
0.4,200,3,0.15/0.05,60,80,0.01,322,-27.378987348216942,-30.22688734821697,-42.49243102232543,-9.74728925630794
0.4,200,3,0.15/0.05,60,100,0.01,315,-27.527287348216944,-30.37518734821697,-42.71488102232543,-10.06621015183033
0.4,200,3,0.15/0.05,90,none,0.01,301,-44.819757348216946,-46.438448243739316,-68.03898147008661,-8.001061046064418
0.4,200,3,0.15/0.05,90,80,0.01,284,-45.37272734821695,-46.7739482334329,-68.7597014649334,-9.208281941586808
0.4,200,3,0.15/0.05,90,100,0.01,280,-43.96940734821695,-45.6654282334329,-66.80212146493339,-8.912181941586805
0.4,200,3,none,60,100,0.01,293,-9.687029285979282,-34.08843911478401,-26.731248843371286,-9.702468360785552
0.4,200,3,none,90,none,0.01,286,-9.948599285979292,-35.27383928597929,-27.585518928968938,-20.73654015054203
0.4,200,3,none,90,80,0.01,268,-23.879169285979287,-41.87340928597929,-44.815873928968934,-20.351561046064415
0.4,200,3,none,90,100,0.01,265,-23.426449285979288,-41.42068928597928,-44.13679392896893,-20.055461046064416
0.4,200,3,0.15/0.05,0,none,0.01,645,-76.31626734821688,-92.12890734821693,-122.38072102232535,-23.11994134714848
0.4,200,3,0.15/0.05,0,80,0.01,583,-72.58920734821692,-80.2474273482169,-112.71292102232536,-19.783783138193254
0.4,200,3,0.15/0.05,0,100,0.01,567,-66.0808473482169,-73.73906734821692,-102.95038102232536,-18.829424929238026
0.4,200,3,0.15/0.05,30,none,0.01,446,-57.20616736045579,-66.6311173604558,-90.52172604068369,-11.456733884461915
0.4,200,3,0.10/0.10,0,none,0.01,625,-79.2820882437393,-80.21681823343287,-119.39049736045573,-25.44156224267087
0.4,200,3,0.10/0.10,0,80,0.01,569,-79.2917282437393,-80.22645823343287,-119.40495736045574,-21.809304033715645
0.4,200,3,0.10/0.10,0,100,0.01,552,-72.29366824373929,-73.22839823343286,-108.90786736045573,-18.56202492923803
0.4,200,3,0.10/0.10,30,none,0.01,441,-71.81218825404574,-71.81218825404568,-107.71828238106858,-18.885422092128838
0.4,200,3,0.10/0.10,30,80,0.01,409,-69.70766825404574,-69.70766825404569,-104.56150238106858,-17.414742987651227
0.4,200,3,0.10/0.10,30,100,0.01,399,-69.31186825404573,-69.3118682540457,-103.9678023810686,-15.858363883173613
0.4,200,3,0.10/0.10,60,none,0.01,347,-36.30889824373933,-36.30889824373935,-54.463347365609,-10.418547465263165
0.4,200,3,0.10/0.10,60,80,0.01,322,-39.37300824373933,-39.373008243739314,-59.05951236560898,-10.418547465263165
0.4,200,3,0.10/0.10,60,100,0.01,317,-39.42260824373933,-40.242778243739345,-59.543997365609,-9.234147465263167
0.4,200,3,0.10/0.10,90,none,0.01,301,-40.88817824373933,-44.640369139261736,-63.2083628133702,-17.57814015054203
0.4,200,3,0.10/0.10,90,80,0.01,282,-43.51514824373934,-45.48161824373934,-66.255957365609,-17.193161046064418
0.4,200,3,0.10/0.10,90,100,0.01,278,-43.987128243739335,-45.95359824373934,-66.96392736560901,-16.897061046064415
0.4,200,3,0.10/0.05,0,none,0.01,690,-87.11319824373928,-90.95955913926167,-132.5929778133701,-26.719557765058923
0.4,200,3,0.10/0.05,0,80,0.01,626,-83.88625824373929,-86.23999824373927,-127.00625736560892,-23.383399556103697
0.4,200,3,0.10/0.05,0,100,0.01,606,-78.40856824373928,-80.76230824373928,-118.78972236560892,-21.738141347148478
0.4,200,3,0.10/0.05,30,none,0.01,462,-68.57898825404573,-70.6066282540457,-103.88230238106857,-13.329522092128837
0.4,200,3,0.10/0.05,30,80,0.01,429,-69.03079825404572,-69.0307982540457,-103.54619738106857,-11.858842987651226
0.4,200,3,0.10/0.05,30,100,0.01,417,-67.54366825404573,-67.54366825404571,-101.31550238106858,-9.687442987651226
0.4,200,3,0.10/0.05,60,none,0.01,354,-37.065898243739326,-42.353798243739334,-58.24279736560899,-10.517247465263164
0.4,200,3,0.10/0.05,60,80,0.01,328,-37.95860824373933,-41.34380824373934,-58.63051236560899,-10.517247465263164
0.4,200,3,0.10/0.05,60,100,0.01,323,-38.69910824373933,-42.084308243739336,-59.741262365609,-9.332847465263164
0.4,200,3,0.10/0.05,90,none,0.01,304,-46.08927824373933,-49.49917824373934,-70.83886736560899,-12.060761046064417
0.4,200,3,0.10/0.05,90,80,0.01,287,-44.96434824373934,-46.47154824373931,-68.20012236560899,-11.675781941586806
0.4,200,3,0.10/0.05,90,100,0.01,283,-45.43632824373934,-46.94352824373933,-68.90809236560901,-11.379681941586806
0.4,240,2,none,0,none,0.01,561,-32.665049308524544,-60.96118930852456,-63.14564396278682,-26.75151029979576
0.4,240,2,none,0,80,0.01,514,-36.78292930852454,-54.82796930852456,-64.19691396278682,-22.91203119531815
0.4,240,2,none,0,100,0.01,498,-46.41265930852454,-55.003780173127694,-73.91454939508839,-19.684393881885313
0.4,240,2,none,30,none,0.01,368,-20.569339296285694,-45.4914692962857,-43.31507394442855,-24.693356568452476
0.4,240,2,none,30,80,0.01,341,-30.606819296285686,-38.90834929628571,-50.06099394442854,-23.03509835949725
0.4,240,2,none,30,100,0.01,332,-31.294979296285685,-39.5965092962857,-51.09323394442853,-21.16961925501964
0.4,240,2,none,60,none,0.01,288,-15.352619285979285,-28.962470171195264,-29.83385437157692,-9.015427215218644
0.4,240,2,none,60,80,0.01,271,-14.617169285979283,-22.870120171195275,-26.05222937157692,-9.015427215218644
0.4,240,2,0.15/0.05,30,80,0.01,373,-47.774348254045734,-50.06691825404576,-72.80780738106861,-14.671705674218387
0.4,240,2,0.15/0.05,30,100,0.01,359,-46.22505825404574,-48.51762825404577,-70.48387238106862,-12.914747465263165
0.4,240,2,0.15/0.05,60,none,0.01,310,-31.600808243739337,-32.87637824373933,-48.038997365609006,-8.398798359497253
0.4,240,2,0.15/0.05,60,80,0.01,287,-27.343848243739338,-28.027218243739334,-41.35745736560901,-8.398798359497253
0.4,240,2,0.15/0.05,60,100,0.01,276,-27.36552824373934,-28.048898243739337,-41.38997736560901,-7.421619255019641
0.4,240,2,0.15/0.05,90,none,0.01,263,-32.00706824373934,-38.414338243739344,-51.21423736560901,-10.208281941586804
0.4,240,2,0.15/0.05,90,80,0.01,248,-27.69803824373934,-34.76620824373935,-45.08114236560901,-10.208281941586804
0.4,240,2,0.15/0.05,90,100,0.01,238,-28.614418243739344,-35.682588243739346,-46.45571236560902,-9.033702837109193
0.4,240,2,none,60,100,0.01,259,-20.73484928597929,-21.92312913539683,-31.696413853677704,-7.149948110741034
0.4,240,2,none,90,none,0.01,252,-13.474759285979296,-28.725099114784012,-27.837308843371304,-13.850361046064418
0.4,240,2,none,90,80,0.01,238,-13.623929285979294,-31.210469114784022,-29.229163843371303,-13.850361046064418
0.4,240,2,none,90,100,0.01,229,-24.7972092859793,-29.769879125090423,-39.68214884852451,-11.787481941586805
0.4,240,2,0.15/0.05,0,none,0.01,634,-65.81790826628458,-66.07875912058132,-98.85728782657523,-26.025026717706204
0.4,240,2,0.15/0.05,0,80,0.01,579,-68.70505826628457,-68.70505826628458,-103.05758739942686,-22.382947613228595
0.4,240,2,0.15/0.05,0,100,0.01,557,-64.05126826628457,-64.05126826628458,-96.07690239942686,-18.16831029979576
0.4,240,2,0.15/0.05,30,none,0.01,406,-51.14053825404573,-51.44621822312649,-76.86364736560898,-15.263905674218389
0.4,240,0,none,0,none,0.01,617,-26.509118423308543,-61.54700003091919,-57.28261843876814,-25.684872986362926
0.4,240,0,none,0,80,0.01,560,-35.91896842330855,-55.2221100309192,-63.53002343876815,-20.0396147774077
0.4,240,0,none,0,100,0.01,548,-31.49971842330855,-51.8015100309192,-57.400473438768145,-17.5721147774077
0.4,240,0,none,30,none,0.01,344,9.285890703714305,-31.431649999999983,-6.429934296285687,-18.921761046064418
0.4,240,0,none,30,80,0.01,317,6.2692607037143055,-26.209639999999983,-6.835559296285686,-15.526961046064416
0.4,240,0,none,30,100,0.01,312,8.008160703714303,-26.209639999999983,-5.096659296285688,-14.046461046064417
0.4,240,0,none,60,none,0.01,286,4.9663707140207105,-23.0418600103064,-6.55455929113249,-11.735581941586805
0.4,240,0,none,60,80,0.01,266,-0.03909928597928847,-17.7420600103064,-8.910129291132488,-11.735581941586805
0.4,240,2,0.10/0.10,0,none,0.01,633,-83.78896916180696,-85.43296916180695,-126.50545374271044,-21.941743135616647
0.4,240,2,0.10/0.10,0,80,0.01,579,-89.06235916180697,-90.70635916180699,-134.41553874271045,-19.878864031139038
0.4,240,2,0.10/0.10,0,100,0.01,557,-85.97606916180696,-87.62006916180698,-129.78610374271045,-18.046026717706205
0.4,240,2,0.10/0.10,30,none,0.01,406,-83.96347914956812,-83.96347914956816,-125.9452187243522,-16.729614777407697
0.4,240,2,0.10/0.10,30,80,0.01,374,-79.63002914956812,-79.63002914956819,-119.44504372435222,-16.048535672930086
0.4,240,2,0.10/0.10,30,100,0.01,361,-76.81737914956811,-76.8173791495682,-115.22606872435222,-13.403277463974865
0.4,240,2,0.10/0.10,60,none,0.01,314,-38.63829913926172,-41.00379913926172,-59.140198708892584,-8.971356568452476
0.4,240,2,0.10/0.10,60,80,0.01,291,-39.20776913926172,-41.573269139261726,-59.994403708892584,-8.971356568452476
0.4,240,0,none,60,100,0.01,260,-6.153399285979291,-27.494120160888862,-19.90045936642372,-9.860281941586804
0.4,240,0,none,90,none,0.01,252,-6.080579285979299,-25.36251016088886,-18.761834366423727,-10.669523732631582
0.4,240,0,none,90,80,0.01,236,-12.3314492859793,-27.365810160888863,-26.01435436642373,-10.176023732631583
0.4,240,0,none,90,100,0.01,228,-9.753599285979298,-25.42821016088886,-22.467704366423728,-9.189023732631583
0.4,240,0,0.15/0.05,0,none,0.01,632,-53.5570173810686,-55.92101738106862,-81.5175260716029,-13.66513119531815
0.4,240,0,0.15/0.05,0,80,0.01,570,-49.0994773810686,-52.94397738106861,-75.57146607160291,-12.006872986362925
0.4,240,0,0.15/0.05,0,100,0.01,555,-43.821927381068605,-47.666427381068615,-67.65514107160291,-9.539372986362924
0.4,240,0,0.15/0.05,30,none,0.01,367,-17.309938254045743,-22.80390911864889,-28.711892813370188,-16.24881925501964
0.4,240,0,0.15/0.05,30,80,0.01,334,-17.18757825404575,-27.592120024477705,-30.9836382662846,-15.064419255019644
0.4,240,0,0.15/0.05,30,100,0.01,326,-14.392978254045751,-25.2910200244777,-27.038488266284602,-13.189119255019643
0.4,240,0,0.15/0.05,60,none,0.01,301,-17.27376824373934,-27.006910014171293,-30.77722325082499,-8.86346104606442
0.4,240,0,0.15/0.05,60,80,0.01,276,-16.27370824373934,-22.868710014171295,-27.708063250824985,-8.07386104606442
0.4,240,0,0.15/0.05,60,100,0.01,270,-16.729808243739345,-22.879410014171288,-28.16951325082499,-6.5933610460644205
0.4,240,0,0.15/0.05,90,none,0.01,264,-15.39631824373934,-20.429700014171296,-25.61116825082499,-9.376602837109198
0.4,240,0,0.15/0.05,90,80,0.01,246,-17.605788243739347,-19.90462824373934,-27.558102365609017,-8.883102837109197
0.4,240,0,0.15/0.05,90,100,0.01,237,-14.465738243739345,-16.76457824373935,-22.84802736560902,-7.896102837109196
0.4,240,0,0.10/0.05,30,80,0.01,338,-24.179579149568134,-31.977349118648906,-40.168253708892586,-13.634277463974867
0.4,240,0,0.10/0.05,30,100,0.01,330,-23.260279149568134,-31.620249118648903,-39.070403708892584,-11.758977463974864
0.4,240,0,0.10/0.05,60,none,0.01,307,-21.781989139261725,-28.642429118648916,-36.103203698586185,-6.347619255019643
0.4,240,0,0.10/0.05,60,80,0.01,280,-23.135229139261725,-28.68509912895533,-37.47777870373939,-7.433319255019642
0.4,240,0,0.10/0.05,60,100,0.01,274,-20.896429139261727,-27.00849912895533,-34.40067870373939,-5.952819255019643
0.4,240,0,0.10/0.05,90,none,0.01,269,-16.506319139261734,-21.80609911864891,-27.40936869858619,-7.688881941586807
0.4,240,0,0.10/0.05,90,80,0.01,251,-18.222289139261733,-22.01015912895532,-29.227368703739394,-7.195381941586807
0.4,240,0,0.10/0.05,90,100,0.01,242,-16.957539139261733,-20.875369118648916,-27.395223698586193,-6.208381941586807
0.4,240,0,0.10/0.10,0,none,0.01,629,-65.68002827659099,-65.68002827659097,-98.52004241488648,-16.33003119531815
0.4,240,0,0.10/0.10,0,80,0.01,568,-56.356578276590994,-56.35657827659098,-84.53486741488649,-13.684772986362924
0.4,240,0,0.10/0.10,0,100,0.01,553,-52.066028276590984,-52.066028276590984,-78.09904241488647,-11.217272986362925
0.4,240,0,0.10/0.10,30,none,0.01,370,-23.72793914956813,-24.569539149568136,-36.012708724352194,-15.825319255019641
0.4,240,0,0.10/0.10,30,80,0.01,336,-25.517279149568132,-25.517279149568125,-38.275918724352195,-14.147419255019642
