cap,ma,tick_confirm,tp_sl,cooldown_sec,ban_last_sec,haircut,trades,train_pnl,train_mdd,train_score,val_pnl
0.5,300,2,0.15/0.05,90,none,0.01,294,-8.294548277235169,-17.440249114784013,-17.014672834627177,-11.38554015054203
0.5,300,2,0.15/0.05,90,80,0.01,274,-5.08117917275756,-15.155509121225496,-12.658933733370308,-10.892040150542028
0.5,300,2,0.15/0.05,90,100,0.01,265,-8.457359172757563,-13.470489121225494,-15.19260373337031,-10.411540150542029
0.5,300,0,0.15/0.05,30,80,0.01,342,7.580451712458421,-10.274979105121753,2.4429621598975446,-10.105998359497251
0.5,300,0,0.15/0.05,30,100,0.01,336,6.648951712458417,-10.274979105121753,1.5114621598975404,-7.638498359497252
0.5,300,0,0.15/0.05,60,none,0.01,307,14.456911722764822,-7.720829999999987,10.59649672276483,-5.533781941586803
0.5,300,0,0.15/0.05,60,80,0.01,280,8.738701722764823,-9.650889120581372,3.913257162474137,-4.3493819415868025
0.5,300,0,0.15/0.05,60,100,0.01,275,7.299401722764822,-9.056189120581374,2.7713071624741348,-2.474081941586803
0.5,300,0,0.15/0.05,90,none,0.01,270,4.962291722764821,-11.986229999999988,-1.0308232772351733,-8.961802837109191
0.5,300,0,0.15/0.05,90,80,0.01,250,5.720351722764815,-8.044468225703135,1.6981176099132478,-8.567002837109191
0.5,300,0,0.15/0.05,90,100,0.01,245,4.598251722764816,-7.762129999999992,0.7171867227648203,-6.099502837109192
0.5,300,0,none,0,none,0.01,574,60.08246997756158,-21.439399999999992,49.362769977561584,-21.287714777407693
0.5,300,0,none,0,80,0.01,523,49.596469977561576,-22.705890967861535,38.24352449363081,-14.84303567293008
0.5,300,0,none,0,100,0.01,512,36.48546997756158,-27.099550969149817,22.93569449298667,-14.25083567293008
0.5,300,0,none,30,none,0.01,334,33.719690021363796,-19.840959999999978,23.799210021363805,-22.09526104606441
0.5,300,0,none,30,80,0.01,307,27.335050021363788,-18.02920095626679,18.320449543230392,-17.229781941586804
0.5,300,0,none,30,100,0.01,303,23.502350021363792,-17.7306009562668,14.637049543230392,-15.354481941586801
0.5,300,0,none,60,none,0.01,275,17.4247100316702,-17.800959999999975,8.524230031670214,-13.131423732631578
0.5,300,0,none,60,80,0.01,257,19.6569700316702,-14.891129999999972,12.211405031670212,-12.736623732631578
0.5,300,2,0.10/0.10,0,none,0.01,679,-51.93544384535787,-54.60424384535788,-79.2375657680368,-17.709254927949722
0.5,300,2,0.10/0.10,0,80,0.01,618,-48.74949474088026,-51.41829474088026,-74.45864211132039,-14.846954927949724
0.5,300,2,0.10/0.10,0,100,0.01,598,-46.60518474088026,-49.27398474088026,-71.24217711132039,-13.389275823472113
0.5,300,2,0.10/0.10,30,none,0.01,442,-27.804026517109616,-39.44237910512173,-47.52521606967048,-15.302592093417132
0.5,300,2,0.10/0.10,30,80,0.01,410,-24.131317412632008,-33.442300000644124,-40.85246741295407,-14.920792093417132
0.5,300,2,0.10/0.10,30,100,0.01,396,-24.122867412632008,-34.422589125734554,-41.334161975499285,-10.798212988939522
0.5,300,2,0.10/0.10,60,none,0.01,343,-1.5325573920191902,-11.906509105121735,-7.485811944580058,-10.723247465263164
0.5,300,2,0.10/0.10,60,80,0.01,321,-6.92673828754158,-12.637230000644124,-13.245353287863642,-11.131047465263164
0.5,300,0,none,60,100,0.01,251,15.143870031670199,-16.157819999999987,7.064960031670205,-10.269123732631579
0.5,300,0,none,90,none,0.01,251,1.9223600316701983,-26.812949999999987,-11.484114968329795,-12.633344628153967
0.5,300,0,none,90,80,0.01,235,2.5742200316701958,-23.55714999999999,-9.204354968329799,-12.238544628153967
0.5,300,0,none,90,100,0.01,231,3.8209200316701946,-23.55714999999999,-7.9576549683298,-9.771044628153968
0.5,300,0,0.15/0.05,0,none,0.01,612,4.8386516686562135,-19.281279999999985,-4.801988331343779,-6.808952090840527
0.5,300,0,0.15/0.05,0,80,0.01,556,7.509681668656205,-12.172019186928912,1.4236720751917487,-5.239572986362915
0.5,300,0,0.15/0.05,0,100,0.01,541,1.7236116686562015,-11.291649999999988,-3.9222133313437926,-2.7720729863629163
0.5,300,0,0.15/0.05,30,none,0.01,376,8.61986171245842,-9.762449999999985,3.738636712458427,-12.761077463974864
0.5,300,0,0.10/0.05,30,80,0.01,351,-6.3267491830639635,-14.010780052176202,-13.332139209152064,-8.37999835949725
0.5,300,0,0.10/0.05,30,100,0.01,345,-6.172549183063968,-13.319880052176202,-12.832489209152069,-5.91249835949725
0.5,300,0,0.10/0.05,60,none,0.01,314,5.116290827242443,-12.180690000644134,-0.9740541730796242,-3.176102837109192
0.5,300,0,0.10/0.05,60,80,0.01,287,-1.3915191727575618,-10.730190000644134,-6.756614173079629,-3.867002837109192
0.5,300,0,0.10/0.05,60,100,0.01,281,-2.8465191727575636,-11.944590000644137,-8.818814173079632,-1.9917028371091916
0.5,300,0,0.10/0.05,90,none,0.01,274,-6.391809172757563,-15.55259000064414,-14.168104173079634,-6.010623732631579
0.5,300,0,0.10/0.05,90,80,0.01,254,-4.251949172757568,-14.37339000064414,-11.438644173079638,-5.615823732631579
0.5,300,0,0.10/0.05,90,100,0.01,250,-3.3793491727575695,-14.37339000064414,-10.56604417307964,-3.148323732631579
0.5,300,0,0.10/0.10,0,none,0.01,604,-13.949549226866164,-27.008129195946953,-27.453613824839643,-11.457672986362915
0.5,300,0,0.10/0.10,0,80,0.01,548,-8.909719226866176,-23.45961919594695,-20.63952882483965,-8.901293881885303
0.5,300,0,0.10/0.10,0,100,0.01,533,-14.498389226866177,-26.22328919594695,-27.610033824839654,-6.433793881885305
0.5,300,0,0.10/0.10,30,none,0.01,382,-6.1069391830639566,-16.90061001095054,-14.557244188539226,-11.824677463974862
0.5,300,0,0.10/0.10,30,80,0.01,348,-5.764549183063964,-15.659620010950547,-13.594359188539237,-8.67609835949725
0.5,300,0,0.10/0.10,30,100,0.01,342,-5.610349183063967,-16.676620010950547,-13.94865918853924,-6.208598359497248
0.5,300,0,0.10/0.10,60,none,0.01,314,1.5630908272424442,-12.880710010950542,-4.877264178232827,-3.570902837109191
0.5,300,0,0.10/0.10,60,80,0.01,287,-4.352519172757557,-11.90942001095055,-10.30722917823283,-4.26180283710919
0.5,300,0,0.10/0.10,60,100,0.01,281,-5.807519172757561,-10.824450005797338,-11.219744175656231,-2.386502837109191
0.5,300,0,0.10/0.10,90,none,0.01,274,-9.451509172757563,-15.711559151500612,-17.30728874850787,-6.898923732631579
0.5,300,0,0.10/0.10,90,80,0.01,254,-6.719449172757567,-13.410780005797339,-13.424839175656237,-6.504123732631579
0.5,300,0,0.10/0.10,90,100,0.01,250,-5.846849172757569,-13.410780005797339,-12.552239175656238,-4.036623732631579
0.5,300,0,0.10/0.05,0,none,0.01,612,-12.976649226866169,-23.677769166316043,-24.815533810024192,-9.789593881885304
0.5,300,0,0.10/0.05,0,80,0.01,556,-10.009519226866171,-17.417529174045836,-18.718283813889087,-7.726714777407693
0.5,300,0,0.10/0.05,0,100,0.01,541,-15.598189226866177,-19.892599174045838,-25.544488813889096,-5.259214777407693
0.5,300,0,0.10/0.05,30,none,0.01,385,-5.9782391830639545,-17.485119156009652,-14.720798761068782,-11.035077463974861
0.5,300,2,0.10/0.10,60,100,0.01,309,-6.96031828754158,-13.728238287541595,-13.824437431312377,-9.255747465263163
0.5,300,2,0.10/0.10,90,none,0.01,297,-16.68760738171278,-25.927957381712794,-29.651586072569177,-5.9583401505420275
0.5,300,2,0.10/0.10,90,80,0.01,276,-11.99373827723517,-20.249688277235183,-22.118582415852764,-5.4648401505420265
0.5,300,2,0.10/0.10,90,100,0.01,269,-13.164618277235169,-21.420568277235184,-23.87490241585276,-4.984340150542027
0.5,300,2,0.10/0.05,0,none,0.01,763,-56.23868384729031,-62.80259384729028,-87.63998077093545,-16.497493290023574
0.5,300,2,0.10/0.05,0,80,0.01,697,-52.17586474281269,-56.272274742812684,-80.31200211421904,-14.049635081068352
0.5,300,2,0.10/0.05,0,100,0.01,671,-45.5577547428127,-49.6541647428127,-70.38483711421905,-12.789355976590741
0.5,300,2,0.10/0.05,30,none,0.01,460,-26.122517412631993,-28.248857412632,-40.24694611894799,-12.144192093417132
0.5,300,2,0.10/0.05,30,80,0.01,427,-30.726508308154386,-33.999679141838286,-47.72634787907353,-11.170192093417132
0.5,300,2,0.10/0.05,30,100,0.01,410,-31.595718308154396,-35.13498914183829,-49.16321287907354,-9.712512988939519
0.5,300,2,0.10/0.05,60,none,0.01,349,-2.5981273920191894,-16.149208225703106,-10.672731504870743,-12.292626569740772
0.5,300,2,0.10/0.05,60,80,0.01,327,-3.244838287541576,-13.054779121225494,-9.772227848154323,-12.70042656974077
0.5,300,2,0.10/0.05,60,100,0.01,316,-3.8693182875415806,-13.849159121225501,-10.79389784815433,-10.825126569740771
0.5,300,2,0.10/0.05,90,none,0.01,301,-18.62770738171278,-26.161798236009503,-31.708606499717533,-6.93421925501964
0.5,300,2,0.10/0.05,90,80,0.01,280,-13.835138277235169,-26.699029131531905,-27.18465284300112,-6.44071925501964
0.5,300,2,0.10/0.05,90,100,0.01,271,-15.829518277235172,-28.693409131531897,-30.17622284300112,-5.96021925501964
0.5,300,3,none,0,none,0.01,469,13.872792666061176,-46.90048732502753,-9.577450996452587,-21.565381941586796
0.5,300,3,none,0,80,0.01,437,8.85066266606118,-53.50712732502752,-17.90290099645258,-18.6043819415868
0.5,300,3,none,0,100,0.01,427,8.270382666061172,-50.86510732502751,-17.16217099645258,-17.4199819415868
0.5,300,3,none,30,none,0.01,337,21.728871791795754,-38.47608732438337,2.4908281296040684,-18.415902837109186
0.5,300,3,none,30,80,0.01,317,19.920761791795748,-45.52394821990576,-2.841212318157133,-16.836702837109186
0.5,300,3,none,30,100,0.01,310,18.688401791795748,-45.36602821990576,-3.994612318157131,-13.000402837109187
0.5,300,3,none,60,none,0.01,269,13.71551182335913,-38.9303082089552,-5.749642281118472,-13.978023732631579
0.5,300,3,none,60,80,0.01,255,14.486721823359131,-35.844248208955214,-3.435402281118476,-10.141723732631577
0.5,300,3,0.15/0.05,30,80,0.01,369,-4.686537414564462,-27.833747352725993,-18.60341109092746,-11.249898359497248
0.5,300,3,0.15/0.05,30,100,0.01,358,-1.8625874145644659,-26.543297352725997,-15.134236090927464,-13.049319255019636
0.5,300,3,0.15/0.05,60,none,0.01,304,3.0161226079808046,-18.159397340487132,-6.0635760622627615,-9.262323732631577
0.5,300,3,0.15/0.05,60,80,0.01,284,0.0018626079808008456,-21.714817340487134,-10.855546062262766,-7.893523732631578
0.5,300,3,0.15/0.05,60,100,0.01,277,1.1152826079808023,-21.473997340487138,-9.621716062262767,-7.893523732631578
0.5,300,3,0.15/0.05,90,none,0.01,265,-5.1159773817127885,-24.89215734048713,-17.562056051956354,-12.896802837109192
0.5,300,3,0.15/0.05,90,80,0.01,249,-1.9575873817127878,-22.157397340487133,-13.036286051956354,-12.403302837109191
0.5,300,3,0.15/0.05,90,100,0.01,242,-2.7675673817127873,-23.990118235365383,-14.762626499395479,-11.23190283710919
0.5,300,3,none,60,100,0.01,247,14.19364182335913,-19.524868166334464,4.431207740191898,-10.14172373263158
0.5,300,3,none,90,none,0.01,242,23.055681825291575,-17.616699999999998,14.247331825291576,-15.17672373263158
0.5,300,3,none,90,80,0.01,227,20.957371825291574,-17.616699999999998,12.149021825291575,-14.68322373263158
0.5,300,3,none,90,100,0.01,222,14.687891825291576,-17.616699999999994,5.879541825291579,-10.94562373263158
0.5,300,3,0.15/0.05,0,none,0.01,602,-38.25885563253776,-44.36238559002381,-60.44004842754967,-19.170193881885304
0.5,300,3,0.15/0.05,0,80,0.01,553,-40.905555632537755,-44.67850561192493,-63.24480843850022,-17.008614777407693
0.5,300,3,0.15/0.05,0,100,0.01,530,-32.50997563253776,-38.158225611924934,-51.58908843850023,-17.82103567293008
0.5,300,3,0.15/0.05,30,none,0.01,399,-8.004067414564455,-20.344299163739446,-18.176216996434178,-12.63169835949725
0.5,300,3,0.10/0.10,60,100,0.01,282,-12.773026496496804,-14.47673734048713,-20.01139516674037,-4.774472838397492
0.5,300,3,0.10/0.10,90,none,0.01,269,-14.002536486190392,-16.406346486190415,-22.2057097292856,-8.327140150542027
0.5,300,3,0.10/0.10,90,80,0.01,249,-6.700046486190396,-9.606807340487142,-11.503450156433967,-6.668881941586802
0.5,300,3,0.10/0.10,90,100,0.01,244,-6.883926486190397,-10.036789999999995,-11.902321486190395,-5.497481941586803
0.5,300,3,0.10/0.05,0,none,0.01,672,-55.49605473701535,-57.28452473701537,-84.13831710552303,-22.539238510039272
0.5,300,3,0.10/0.05,0,80,0.01,619,-57.407274737015356,-58.62167473701534,-86.71811210552303,-21.377659405561662
0.5,300,3,0.10/0.05,0,100,0.01,593,-48.71776473701536,-49.93216473701534,-73.68384710552303,-20.52518030108405
0.5,300,3,0.10/0.05,30,none,0.01,416,-24.672676519042067,-26.294876519042067,-37.8201147785631,-8.684526569740775
0.5,300,3,0.10/0.10,0,none,0.01,591,-47.60419473701537,-49.442915632537776,-72.32565255328426,-21.957542987651216
0.5,300,3,0.10/0.10,0,80,0.01,547,-55.59646473701537,-57.73998563253778,-84.46645755328426,-19.292642987651217
0.5,300,3,0.10/0.10,0,100,0.01,524,-45.181864737015374,-47.325385632537774,-68.84455755328426,-20.118063883173605
0.5,300,3,0.10/0.10,30,none,0.01,396,-24.644265623519683,-32.555367334689784,-40.921949290864575,-6.726989256307937
0.5,300,3,0.10/0.10,30,80,0.01,368,-17.08931562351969,-29.774967334689784,-31.97679929086458,-6.6609310473527135
0.5,300,3,0.10/0.10,30,100,0.01,357,-16.51827562351969,-30.571747334689782,-31.80414929086458,-5.390831047352714
0.5,300,3,0.10/0.10,60,none,0.01,309,-10.181286496496805,-15.33999731407696,-17.851285153535287,-4.267972838397492
0.5,300,3,0.10/0.10,60,80,0.01,290,-16.253946496496805,-17.70120642886098,-25.104549710927294,-4.774472838397493
0.5,300,3,0.10/0.05,30,80,0.01,387,-23.409546519042074,-30.31818916696021,-38.56864110252218,-7.213847465263162
0.5,300,3,0.10/0.05,30,100,0.01,373,-19.042796519042078,-25.496639166960207,-31.79111610252218,-8.322368360785548
0.5,300,3,0.10/0.05,60,none,0.01,314,-5.847056496496807,-15.490640000644136,-13.592376496818876,-5.117751942875102
0.5,300,3,0.10/0.05,60,80,0.01,294,-6.680046496496806,-12.152859130887776,-12.756476061940695,-5.624251942875102
0.5,300,3,0.10/0.05,60,100,0.01,287,-5.86272649649681,-10.981659130887781,-11.3535560619407,-5.624251942875102
0.5,300,3,0.10/0.05,90,none,0.01,270,-16.466136486190393,-18.009848235365375,-25.47106060387308,-8.346781941586803
0.5,300,3,0.10/0.05,90,80,0.01,253,-10.642846486190399,-15.511259130887776,-18.398476051634287,-7.853281941586802
0.5,300,3,0.10/0.05,90,100,0.01,246,-11.3541264861904,-15.455759130887778,-19.082006051634288,-6.681881941586803
0.5,480,2,none,0,none,0.01,258,5.962538234828067,-25.612200941451363,-6.843562235897615,-10.767570149253729
0.5,480,2,none,0,80,0.01,227,-1.974381765171941,-23.894460962064187,-13.921612246204035,-9.691691044776116
0.5,480,2,none,0,100,0.01,214,-18.364911754865524,-28.665311754865527,-32.69756763229829,-9.691691044776116
0.5,480,2,none,30,none,0.01,180,6.474269027629413,-21.367800941451364,-4.209631443096269,-11.722032835820894
0.5,480,2,none,30,80,0.01,163,-4.991330972370584,-18.707310962064188,-14.344986453402678,-11.238353731343283
0.5,480,2,none,30,100,0.01,153,-13.871790962064171,-23.730420951757765,-25.737001437943054,-11.238353731343283
0.5,480,2,none,60,none,0.01,139,12.951519027629404,-13.030870951757782,6.436083551750513,-11.909853731343281
0.5,480,2,none,60,80,0.01,125,-11.056060972370597,-15.576860972370591,-18.844491458555893,-11.909853731343281
0.5,480,2,none,60,100,0.01,117,-11.006090962064182,-17.711699999999993,-19.86194096206418,-11.909853731343281
0.5,480,2,none,90,none,0.01,119,15.63242903793582,-12.686390020612823,9.289234027629409,-4.384053731343283
0.5,480,2,none,90,80,0.01,109,8.949209037935816,-11.106000000000002,3.396209037935815,-4.384053731343283
0.5,480,2,none,90,100,0.01,106,2.93610903793582,-17.448890020612826,-5.788335972370593,-4.384053731343283
0.5,480,2,0.15/0.05,0,none,0.01,352,-23.92338005346447,-26.82543005346448,-37.33609508019671,-14.790965671641787
0.5,480,2,0.15/0.05,0,80,0.01,311,-28.546940053464468,-30.168740053464475,-43.631310080196705,-12.135886567164176
0.5,480,2,0.15/0.05,0,100,0.01,286,-24.688920043158063,-26.310720043158064,-37.84428006473709,-11.543686567164174
0.5,480,2,0.15/0.05,30,none,0.01,211,-5.350760043158068,-23.53286003091924,-17.117190058617687,-5.750053731343282
0.5,480,0,none,0,none,0.01,280,21.079818193602406,-18.86134002061281,11.649148183296,-10.53733283582089
0.5,480,0,none,0,80,0.01,243,9.157298193602402,-15.978640020612815,1.167978183295995,-9.155532835820889
0.5,480,0,none,0,100,0.01,229,-8.259331796091184,-22.2431700103064,-19.380916801244382,-9.155532835820889
0.5,480,0,none,30,none,0.01,162,16.323169007016578,-10.72684002061283,10.959748996710163,-3.9976746268656704
0.5,480,0,none,30,80,0.01,143,-5.839630992983423,-11.825840020612823,-11.752551003289835,-3.5041746268656695
0.5,480,0,none,30,100,0.01,135,-11.949260982677009,-17.025840020612822,-20.46218099298342,-3.5041746268656695
0.5,480,0,none,60,none,0.01,135,13.159669007016573,-17.782990030919244,4.268173991556951,-9.716016417910446
0.5,480,0,none,60,80,0.01,121,-6.3005309929834326,-17.957690030919235,-15.27937600844305,-9.716016417910446
0.5,480,2,0.15/0.05,30,80,0.01,186,-10.853570043158076,-18.895359999999982,-20.301250043158067,-5.157853731343281
0.5,480,2,0.15/0.05,30,100,0.01,174,-11.473330032851663,-20.928459999999983,-21.937560032851657,-4.466953731343281
0.5,480,2,0.15/0.05,60,none,0.01,156,0.4376699568419191,-11.930829999999988,-5.527745043158075,-10.856411940298504
0.5,480,2,0.15/0.05,60,80,0.01,139,-6.856300043158085,-11.197129999999989,-12.45486504315808,-9.879232835820892
0.5,480,2,0.15/0.05,60,100,0.01,129,-0.5741300328516736,-8.562229999999985,-4.855245032851666,-9.879232835820892
0.5,480,2,0.15/0.05,90,none,0.01,125,9.063889956841905,-8.180029999999991,4.973874956841909,-5.064453731343281
0.5,480,2,0.15/0.05,90,80,0.01,116,4.273299956841903,-6.896929999999992,0.8248349568419071,-4.472253731343281
0.5,480,2,0.15/0.05,90,100,0.01,110,4.457169967148319,-5.668429999999993,1.6229549671483228,-4.472253731343281
0.5,480,0,none,60,100,0.01,114,-1.7349609826770145,-19.803140020612823,-11.636530992983426,-9.716016417910446
0.5,480,0,none,90,none,0.01,118,4.093709027629403,-12.140900803107762,-1.9767413739244777,-1.196716417910447
0.5,480,0,none,90,80,0.01,104,-4.199090972370598,-10.573270010306405,-9.485725977523801,-0.801916417910447
0.5,480,0,none,90,100,0.01,99,-1.2876909723705978,-9.34227001030641,-5.958825977523802,-0.801916417910447
0.5,480,0,0.15/0.05,0,none,0.01,290,3.576079895003449,-10.206099999999992,-1.526970104996547,-9.54445373134328
0.5,480,0,0.15/0.05,0,80,0.01,250,7.9375498950034435,-10.297299999999993,2.788899895003447,-8.16265373134328
0.5,480,0,0.15/0.05,0,100,0.01,235,4.649119905309854,-9.204099999999993,0.047069905309857774,-8.16265373134328
0.5,480,0,0.15/0.05,30,none,0.01,174,-5.117600074077325,-11.972770030919227,-11.103985089536938,-6.025595522388058
0.5,480,2,0.10/0.10,0,none,0.01,337,-34.81334005346446,-49.168470041225625,-59.39757507407727,-13.463907462686564
0.5,480,2,0.10/0.10,0,80,0.01,295,-39.41058005346446,-54.55531004122564,-66.68823507407728,-10.01922835820895
0.5,480,2,0.10/0.10,0,100,0.01,275,-37.27012004315806,-49.740150030919224,-62.14019505861767,-12.114749253731338
0.5,480,2,0.10/0.10,30,none,0.01,212,-9.094420043158063,-26.098050030919218,-22.143445058617672,-3.794011940298506
0.5,480,2,0.10/0.10,30,80,0.01,187,-10.237770043158072,-27.241400030919227,-23.858470058617684,-4.201811940298506
0.5,480,2,0.10/0.10,30,100,0.01,173,-11.43293003285166,-24.595960020612814,-23.73091004315807,-5.484911940298506
0.5,480,2,0.10/0.10,60,none,0.01,156,3.40198995684192,-7.515219999999994,-0.35562004315807716,-6.819532835820894
0.5,480,2,0.10/0.10,60,80,0.01,141,-4.388800043158082,-14.796930030919231,-11.787265058617699,-5.733832835820895
0.5,480,0,0.15/0.05,30,80,0.01,152,-3.8704100740773275,-13.745440020612826,-10.74313008438374,-5.137295522388058
0.5,480,0,0.15/0.05,30,100,0.01,144,-1.604940063770914,-14.876840020612825,-9.043360074077327,-5.137295522388058
0.5,480,0,0.15/0.05,60,none,0.01,147,1.6638699362290827,-15.444640020612828,-6.0584500740773315,-3.4090373134328344
0.5,480,0,0.15/0.05,60,80,0.01,127,-4.81754006377092,-14.131540020612826,-11.883310074077333,-3.0142373134328344
0.5,480,0,0.15/0.05,60,100,0.01,120,-0.9428700534645049,-13.653740020612828,-7.769740063770919,-3.0142373134328344
0.5,480,0,0.15/0.05,90,none,0.01,127,0.4378999465354969,-9.97757001030641,-4.550885058617708,-2.632437313432835
0.5,480,0,0.15/0.05,90,80,0.01,112,-0.33267005346450507,-8.66447001030641,-4.66490505861771,-2.237637313432835
0.5,480,0,0.15/0.05,90,100,0.01,106,-0.41240004315808854,-11.739870010306412,-6.282335048311294,-2.237637313432835
0.5,480,0,0.10/0.10,0,none,0.01,288,4.829179895003444,-13.94215005153208,-2.141895130762596,-11.785091044776117
0.5,480,0,0.10/0.10,0,80,0.01,248,10.76984989500344,-9.204550051532083,6.167574869237398,-10.403291044776116
0.5,480,0,0.10/0.10,0,100,0.01,233,8.56711990530985,-9.955580041225668,3.5893298846970163,-10.403291044776116
0.5,480,0,0.10/0.10,30,none,0.01,177,-2.7564600637709065,-8.411120041225644,-6.962020084383728,-6.992953731343281
0.5,480,0,0.10/0.10,30,80,0.01,154,-2.328870063770908,-6.891940020612827,-5.774840074077321,-6.104653731343282
0.5,480,0,0.10/0.10,30,100,0.01,146,0.6274999465355044,-6.728260020612829,-2.7366300637709102,-6.104653731343282
0.5,480,0,0.10/0.10,60,none,0.01,147,-4.021830063770917,-9.95289004122565,-8.998275084383742,-4.573795522388059
0.5,480,0,0.10/0.10,60,80,0.01,127,-6.1604400637709205,-7.816440020612827,-10.068660074077334,-4.178995522388059
0.5,480,0,0.10/0.05,30,80,0.01,156,0.0700599259226724,-10.651180032851673,-5.255530090503164,-5.620974626865669
0.5,480,0,0.10/0.05,30,100,0.01,148,2.335529936229084,-9.919210022545261,-2.624075075043547,-5.620974626865669
0.5,480,0,0.10/0.05,60,none,0.01,148,1.0275699362290838,-5.141099999999997,-1.5429800637709148,-4.090116417910446
0.5,480,0,0.10/0.05,60,80,0.01,128,-1.1110400637709228,-8.505080043158104,-5.363580085349975,-3.6953164179104463
0.5,480,0,0.10/0.05,60,100,0.01,121,2.7636299465354917,-7.509370020612826,-0.9910550637709212,-3.6953164179104463
0.5,480,0,0.10/0.05,90,none,0.01,127,-0.8452000534645041,-7.348310032851677,-4.519355069890342,-3.3135164179104466
0.5,480,0,0.10/0.05,90,80,0.01,113,-0.727470053464506,-7.638180032851681,-4.546560069890346,-2.9187164179104466
0.5,480,0,0.10/0.05,90,100,0.01,107,0.870699956841908,-7.110010022545266,-2.684305054430725,-2.9187164179104466
0.5,480,0,0.10/0.10,60,100,0.01,120,-1.594870053464506,-11.984710030919246,-7.587225068924129,-4.178995522388059
0.5,480,0,0.10/0.10,90,none,0.01,126,-4.907600053464503,-13.356400053464506,-11.585800080196755,-3.797195522388059
0.5,480,0,0.10/0.10,90,80,0.01,112,-4.296370053464505,-11.756870053464514,-10.174805080196762,-3.402395522388059
0.5,480,0,0.10/0.10,90,100,0.01,106,-2.402100043158093,-10.743500032851683,-7.773850059583935,-3.402395522388059
0.5,480,0,0.10/0.05,0,none,0.01,290,8.905879895003448,-10.302680041225667,3.7545398743906144,-11.301411940298506
0.5,480,0,0.10/0.05,0,80,0.01,250,13.85954989500344,-6.984800020612827,10.367149884697026,-9.919611940298505
0.5,480,0,0.10/0.05,0,100,0.01,235,10.867219905309847,-6.982630010306411,7.375904900156641,-9.919611940298505
0.5,480,0,0.10/0.05,30,none,0.01,179,-0.3575300740773246,-7.4065500515320695,-4.06080509984336,-6.509274626865669
0.5,480,2,0.10/0.10,60,100,0.01,129,5.119169967148331,-11.020799999999994,-0.39123003285166646,-5.733832835820894
0.5,480,2,0.10/0.10,90,none,0.01,127,-0.0008100431580873035,-11.073799999999993,-5.537710043158084,-4.936291044776118
0.5,480,2,0.10/0.10,90,80,0.01,117,-2.2265000431580892,-8.636299999999991,-6.544650043158085,-4.452611940298506
0.5,480,2,0.10/0.10,90,100,0.01,111,-0.029730032851676746,-8.364989999999992,-4.212225032851673,-4.452611940298506
0.5,480,2,0.10/0.05,0,none,0.01,389,-38.59444005346445,-45.48595003285166,-61.337415069890284,-12.54546567164179
0.5,480,2,0.10/0.05,0,80,0.01,342,-39.45004005346446,-43.56934005346447,-61.2347100801967,-11.295007462686566
0.5,480,2,0.10/0.05,0,100,0.01,313,-34.15432004315805,-40.65830003285167,-54.48347005958389,-12.117249253731341
0.5,480,2,0.10/0.05,30,none,0.01,221,-9.642020043158066,-18.12764999999998,-18.705845043158057,-6.6253537313432815
0.5,480,2,0.10/0.05,30,80,0.01,195,-14.491870043158071,-21.689230030919237,-25.33648505861769,-7.033153731343282
0.5,480,2,0.10/0.05,30,100,0.01,179,-17.107930032851655,-22.031660020612826,-28.123760043158068,-6.046153731343281
0.5,480,2,0.10/0.05,60,none,0.01,158,-2.7058500431580814,-12.57363003091924,-8.992665058617701,-10.856411940298505
0.5,480,2,0.10/0.05,60,80,0.01,142,-6.135400043158083,-12.610500041225645,-12.440650063770907,-9.879232835820892
0.5,480,2,0.10/0.05,60,100,0.01,131,0.9063699671483292,-7.749260020612823,-2.9682600431580823,-9.879232835820892
0.5,480,2,0.10/0.05,90,none,0.01,127,1.183589956841911,-9.686200030919244,-3.6595100586177107,-4.067632835820895
0.5,480,2,0.10/0.05,90,80,0.01,118,-2.126500043158093,-8.038300030919244,-6.145650058617715,-3.475432835820895
0.5,480,2,0.10/0.05,90,100,0.01,112,-0.22583003285167802,-7.802330020612828,-4.126995043158092,-3.475432835820895
0.5,480,3,none,60,100,0.01,109,-17.11204007684821,-29.21314016926283,-31.718610161479624,-6.786216417910447
0.5,480,3,none,90,none,0.01,111,3.0863799231517923,-19.459370010306415,-6.643305082001415,-9.612216417910446
0.5,480,3,none,90,80,0.01,102,2.5044599231517894,-17.63204016926283,-6.311560161479625,-9.612216417910446
0.5,480,3,none,90,100,0.01,99,4.283559923151789,-17.23724016926283,-4.335060161479626,-9.612216417910446
0.5,480,3,0.15/0.05,0,none,0.01,308,-36.3475691682485,-46.12140911478401,-59.4082737256405,-11.759828358208951
0.5,480,3,0.15/0.05,0,80,0.01,276,-35.733629168248505,-42.64770911478402,-57.057483725640516,-9.302149253731338
0.5,480,3,0.15/0.05,0,100,0.01,252,-29.6378491579421,-37.956109114784006,-48.6159037153341,-10.509370149253726
0.5,480,3,0.15/0.05,30,none,0.01,191,-18.871989157942103,-23.951230010306393,-30.847604163095298,-4.398832835820892
0.5,480,3,none,0,none,0.01,228,-6.3650108799559675,-26.845519125090423,-19.787770442501177,-8.814653233830843
0.5,480,3,none,0,80,0.01,202,-13.916030879955967,-30.951719125090417,-29.391890442501175,-7.5315532338308415
0.5,480,3,none,0,100,0.01,190,-18.65764086964955,-29.435649114784006,-33.375465427041554,-4.988174129353231
